n,fill,fill_accesses,fill_bytes,rar,rar_accesses,rar_bytes
1376,0.275939,99218,11906160,0.000116299,42,5040
1384,0.277821,99890,11986800,0.000116002,42,5040
1392,0.2797,100562,12067440,0.000116163,42,5040
1400,0.281577,101234,12148080,0.000116252,42,5040
1408,0.283456,101906,12228720,0.000116163,42,5040
1416,0.285339,102578,12309360,0.00011555,42,5040
1424,0.287232,103250,12390000,0.000115402,42,5040
1432,0.289101,103922,12470640,0.00011565,42,5040
1440,0.290974,104594,12551280,0.00011546,42,5040
1448,0.292843,105266,12631920,0.000115534,42,5040
1456,0.294719,105938,12712560,0.000115293,42,5040
1464,0.296601,106610,12793200,0.000115633,42,5040
1472,0.298476,107282,12873840,0.000116969,42,5040
1480,0.30035,107954,12954480,0.000117249,42,5040
1488,0.302225,108626,13035120,0.000116967,42,5040
1496,0.30409,109298,13115760,0.000117136,42,5040
1504,0.305951,109970,13196400,0.000116595,42,5040
1512,0.307836,110642,13277040,0.00011551,42,5040
1520,0.309718,111314,13357680,0.000116329,42,5040
1528,0.3116,111986,13438320,0.000116706,42,5040
1536,0.31348,112658,13518960,0.000116229,42,5040
1544,0.315372,113330,13599600,0.000115893,42,5040
1552,0.317257,114002,13680240,0.000116194,42,5040
1560,0.31914,114674,13760880,0.000115536,42,5040
1568,0.321023,115346,13841520,0.000115404,42,5040
1576,0.322894,116018,13922160,0.000115807,42,5040
1584,0.324779,116690,14002800,0.000115474,42,5040
1592,0.326655,117362,14083440,0.00011541,42,5040
1600,0.328529,118034,14164080,0.00011521,42,5040
1608,0.330403,118706,14244720,0.00011544,42,5040
1616,0.332273,119378,14325360,0.000116677,42,5040
1624,0.334148,120050,14406000,0.000116568,42,5040
1632,0.336005,120722,14486640,0.000116567,42,5040
1640,0.337872,121394,14567280,0.00011663,42,5040
1648,0.33974,122066,14647920,0.000116271,42,5040
1656,0.341615,122738,14728560,0.000115391,42,5040
1664,0.343498,123410,14809200,0.000116494,42,5040
1672,0.345392,124082,14889840,0.000116509,42,5040
1680,0.347273,124754,14970480,0.000115933,42,5040
1688,0.349153,125426,15051120,0.000116103,42,5040
1696,0.351039,126098,15131760,0.000116315,42,5040
1704,0.352926,126770,15212400,0.000115299,42,5040
1712,0.354814,127442,15293040,0.000115193,42,5040
1720,0.356692,128114,15373680,0.000115822,42,5040
1728,0.358568,128786,15454320,0.000115584,42,5040
1736,0.36044,129458,15534960,0.000115417,42,5040
1744,0.362312,130130,15615600,0.000115193,42,5040
1752,0.364185,130802,15696240,0.000115538,42,5040
1760,0.366054,131474,15776880,0.000116363,42,5040
1768,0.367927,132146,15857520,0.000117302,42,5040
1776,0.369797,132818,15938160,0.000116984,42,5040
1784,0.371664,133490,16018800,0.000117076,42,5040
1792,0.373527,134162,16099440,0.000116889,42,5040
1800,0.375407,134834,16180080,0.000115498,42,5040
1808,0.377294,135506,16260720,0.00011633,42,5040
1816,0.379167,136178,16341360,0.000116183,42,5040
1824,0.381043,136850,16422000,0.000116396,42,5040
1832,0.382915,137522,16502640,0.000115931,42,5040
1840,0.384792,138194,16583280,0.000116237,42,5040
1848,0.386677,138866,16663920,0.000115767,42,5040
1856,0.388567,139538,16744560,0.000115608,42,5040
1864,0.390454,140210,16825200,0.000115412,42,5040
1872,0.39233,140882,16905840,0.000115717,42,5040
1880,0.394208,141554,16986480,0.000115542,42,5040
1888,0.396083,142226,17067120,0.000115311,42,5040
1896,0.39796,142898,17147760,0.000115307,42,5040
1904,0.399835,143570,17228400,0.000116621,42,5040
1912,0.401713,144242,17309040,0.000116954,42,5040
1920,0.403575,144914,17389680,0.000116547,42,5040
1928,0.405444,145586,17470320,0.00011674,42,5040
1936,0.407314,146258,17550960,0.000116497,42,5040
1944,0.409193,146930,17631600,0.000115357,42,5040
1952,0.411072,147602,17712240,0.000116193,42,5040
1960,0.412955,148274,17792880,0.000116078,42,5040
1968,0.414833,148946,17873520,0.000116363,42,5040
1976,0.416716,149618,17954160,0.000116439,42,5040
1984,0.418589,150290,18034800,0.00011626,42,5040
1992,0.420475,150962,18115440,0.000115512,42,5040
2000,0.422367,151634,18196080,0.000115425,42,5040
2008,0.424256,152306,18276720,0.00011533,42,5040
2016,0.426128,152978,18357360,0.000115608,42,5040
2024,0.428005,153650,18438000,0.000115602,42,5040
2032,0.429882,154322,18518640,0.000115515,42,5040
2040,0.431754,154994,18599280,0.000115286,42,5040
2048,0.433623,155666,18679920,5.97547e-05,22,2640
2056,0.43576,156402,18768240,0.000125833,46,5520
2064,0.437705,157138,18856560,0.00012722,46,5520
2072,0.43965,157874,18944880,0.000127647,46,5520
2080,0.441636,158610,19033200,0.000127158,46,5520
2088,0.44362,159346,19121520,0.000127171,46,5520
2096,0.445622,160082,19209840,0.00012718,46,5520
2104,0.447628,160818,19298160,0.000126133,46,5520
2112,0.449642,161554,19386480,0.000126542,46,5520
2120,0.451632,162290,19474800,0.00012747,46,5520
2128,0.453632,163026,19563120,0.000127473,46,5520
2136,0.455635,163762,19651440,0.000127738,46,5520
2144,0.457643,164498,19739760,0.000126972,46,5520
2152,0.459651,165234,19828080,0.000127167,46,5520
2160,0.46167,165970,19916400,0.000126355,46,5520
2168,0.463659,166706,20004720,0.000126088,46,5520
2176,0.465657,167442,20093040,0.000126088,46,5520
2184,0.467677,168178,20181360,0.000127244,46,5520
2192,0.469686,168914,20269680,0.000127472,46,5520
2200,0.471697,169650,20358000,0.000126793,46,5520
2208,0.473731,170386,20446320,0.000127281,46,5520
2216,0.475759,171122,20534640,0.000126236,46,5520
2224,0.477777,171858,20622960,0.000126432,46,5520
2232,0.47979,172594,20711280,0.000126284,46,5520
2240,0.48182,173330,20799600,0.000127427,46,5520
2248,0.483836,174066,20887920,0.00012734,46,5520
2256,0.485866,174802,20976240,0.000127223,46,5520
2264,0.487892,175538,21064560,0.000127077,46,5520
2272,0.489927,176274,21152880,0.000126529,46,5520
2280,0.491954,177010,21241200,0.000126403,46,5520
2288,0.493993,177746,21329520,0.000126323,46,5520
2296,0.496016,178482,21417840,0.0001273,46,5520
2304,0.498032,179218,21506160,0.000127451,46,5520
2312,0.50007,179954,21594480,0.000127262,46,5520
2320,0.502107,180690,21682800,0.000127167,46,5520
2328,0.504148,181426,21771120,0.000126224,46,5520
2336,0.506179,182162,21859440,0.000126533,46,5520
2344,0.508202,182898,21947760,0.000125903,46,5520
2352,0.510232,183634,22036080,0.000127583,46,5520
2360,0.512257,184370,22124400,0.000127161,46,5520
2368,0.514297,185106,22212720,0.000126859,46,5520
2376,0.516334,185842,22301040,0.000127192,46,5520
2384,0.518376,186578,22389360,0.000126379,46,5520
2392,0.520405,187314,22477680,0.00012608,46,5520
2400,0.522441,188050,22566000,0.000127328,46,5520
2408,0.524472,188786,22654320,0.000127497,46,5520
2416,0.526505,189522,22742640,0.000127142,46,5520
2424,0.528544,190258,22830960,0.000126979,46,5520
2432,0.530579,190994,22919280,0.000126916,46,5520
2440,0.532613,191730,23007600,0.000126026,46,5520
2448,0.534647,192466,23095920,0.000126379,46,5520
2456,0.53667,193202,23184240,0.00012753,46,5520
2464,0.538697,193938,23272560,0.000127518,46,5520
2472,0.54074,194674,23360880,0.000126258,46,5520
2480,0.542789,195410,23449200,0.000126965,46,5520
2488,0.54483,196146,23537520,0.000127131,46,5520
2496,0.546877,196882,23625840,0.000126194,46,5520
2504,0.548908,197618,23714160,0.000126118,46,5520
2512,0.550948,198354,23802480,0.000127499,46,5520
2520,0.552984,199090,23890800,0.000127245,46,5520
2528,0.555023,199826,23979120,0.000126846,46,5520
2536,0.557073,200562,24067440,0.000126536,46,5520
2544,0.559121,201298,24155760,0.00012622,46,5520
2552,0.561169,202034,24244080,0.000126305,46,5520
2560,0.563211,202770,24332400,0.000126266,46,5520
2568,0.565254,203506,24420720,0.000127306,46,5520
2576,0.567283,204242,24509040,0.000127481,46,5520
2584,0.569327,204978,24597360,0.000126952,46,5520
2592,0.571373,205714,24685680,0.000126976,46,5520
2600,0.573419,206450,24774000,0.000126327,46,5520
2608,0.575462,207186,24862320,0.000126349,46,5520
2616,0.577493,207922,24950640,0.000127386,46,5520
2624,0.579526,208658,25038960,0.000127436,46,5520
2632,0.581561,209394,25127280,0.000127615,46,5520
2640,0.583614,210130,25215600,0.000126841,46,5520
2648,0.585662,210866,25303920,0.000126896,46,5520
2656,0.587704,211602,25392240,0.000126311,46,5520
2664,0.589743,212338,25480560,0.000126113,46,5520
2672,0.591789,213074,25568880,0.000127564,46,5520
2680,0.593813,213810,25657200,0.000127367,46,5520
2688,0.595855,214546,25745520,0.000126182,46,5520
2696,0.597892,215282,25833840,0.000126803,46,5520
2704,0.599943,216018,25922160,0.000126795,46,5520
2712,0.601996,216754,26010480,0.000126017,46,5520
2720,0.604028,217490,26098800,0.000126993,46,5520
2728,0.606084,218226,26187120,0.00012726,46,5520
2736,0.608122,218962,26275440,0.000127555,46,5520
2744,0.610174,219698,26363760,0.000127391,46,5520
2752,0.612223,220434,26452080,0.000127342,46,5520
2760,0.614281,221170,26540400,0.000126253,46,5520
2768,0.616332,221906,26628720,0.00012597,46,5520
2776,0.618374,222642,26717040,0.000127335,46,5520
2784,0.620418,223378,26805360,0.000127401,46,5520
2792,0.622468,224114,26893680,0.000126076,46,5520
2800,0.624514,224850,26982000,0.000126959,46,5520
2808,0.626566,225586,27070320,0.000126983,46,5520
2816,0.628624,226322,27158640,0.00012638,46,5520
2824,0.630676,227058,27246960,0.000126109,46,5520
2832,0.632727,227794,27335280,0.000127593,46,5520
2840,0.634766,228530,27423600,0.000127438,46,5520
2848,0.636815,229266,27511920,0.000127107,46,5520
2856,0.638868,230002,27600240,0.000127302,46,5520
2864,0.640919,230738,27688560,0.000126567,46,5520
2872,0.642961,231474,27776880,0.000126444,46,5520
2880,0.645006,232210,27865200,0.000126259,46,5520
2888,0.64705,232946,27953520,0.000127206,46,5520
2896,0.649086,233682,28041840,0.000127063,46,5520
2904,0.651136,234418,28130160,0.000127216,46,5520
2912,0.653184,235154,28218480,0.000127116,46,5520
2920,0.655242,235890,28306800,0.000126393,46,5520
2928,0.657286,236626,28395120,0.000125861,46,5520
2936,0.659325,237362,28483440,0.000126976,46,5520
2944,0.661361,238098,28571760,0.000127418,46,5520
2952,0.663406,238834,28660080,0.000125676,46,5520
2960,0.665458,239570,28748400,0.000126915,46,5520
2968,0.667506,240306,28836720,0.000127434,46,5520
2976,0.669564,241042,28925040,0.000126225,46,5520
2984,0.671608,241778,29013360,0.000126118,46,5520
2992,0.673654,242514,29101680,0.000127281,46,5520
3000,0.675693,243250,29190000,0.000127151,46,5520
3008,0.677745,243986,29278320,0.000127153,46,5520
3016,0.679803,244722,29366640,0.000127561,46,5520
3024,0.681868,245458,29454960,0.000126236,46,5520
3032,0.683914,246194,29543280,0.00012589,46,5520
3040,0.685958,246930,29631600,0.000127219,46,5520
3048,0.688006,247666,29719920,0.00012768,46,5520
3056,0.690045,248402,29808240,0.000127738,46,5520
3064,0.692101,249138,29896560,0.000127484,46,5520
3072,0.694146,249874,29984880,0.000126862,46,5520
3080,0.696206,250610,30073200,0.00012615,46,5520
3088,0.698252,251346,30161520,0.000126185,46,5520
3096,0.700306,252082,30249840,0.000127609,46,5520
3104,0.702345,252818,30338160,0.000127546,46,5520
3112,0.704397,253554,30426480,0.000127268,46,5520
3120,0.706455,254290,30514800,0.00012706,46,5520
3128,0.708517,255026,30603120,0.000126624,46,5520
3136,0.71056,255762,30691440,0.000125961,46,5520
3144,0.712607,256498,30779760,0.000125961,46,5520
3152,0.714658,257234,30868080,0.000127655,46,5520
3160,0.716698,257970,30956400,0.000127423,46,5520
3168,0.718756,258706,31044720,0.000127286,46,5520
3176,0.720808,259442,31133040,0.000126705,46,5520
3184,0.722866,260178,31221360,0.000125923,46,5520
3192,0.724912,260914,31309680,0.000126301,46,5520
3200,0.726963,261650,31398000,0.000127831,46,5520
3208,0.729007,262386,31486320,0.000127454,46,5520
3216,0.731065,263122,31574640,0.000127273,46,5520
3224,0.73312,263858,31662960,0.000127337,46,5520
3232,0.735187,264594,31751280,0.000126137,46,5520
3240,0.737244,265330,31839600,0.000125989,46,5520
3248,0.739294,266066,31927920,0.000125671,46,5520
3256,0.741342,266802,32016240,0.000127457,46,5520
3264,0.743384,267538,32104560,0.000127958,46,5520
3272,0.745442,268274,32192880,0.000126975,46,5520
3280,0.747496,269010,32281200,0.000127751,46,5520
3288,0.749553,269746,32369520,0.000125677,46,5520
3296,0.751603,270482,32457840,0.00012611,46,5520
3304,0.753647,271218,32546160,0.00012709,46,5520
3312,0.755687,271954,32634480,0.000127187,46,5520
3320,0.757744,272690,32722800,0.000127438,46,5520
3328,0.759804,273426,32811120,0.000127129,46,5520
3336,0.761872,274162,32899440,0.000126336,46,5520
3344,0.763922,274898,32987760,0.000126188,46,5520
3352,0.765976,275634,33076080,0.000126338,46,5520
3360,0.768024,276370,33164400,0.000127927,46,5520
3368,0.770071,277106,33252720,0.000127493,46,5520
3376,0.772127,277842,33341040,0.000127228,46,5520
3384,0.774182,278578,33429360,0.000126944,46,5520
3392,0.776241,279314,33517680,0.000126165,46,5520
3400,0.778289,280050,33606000,0.000126208,46,5520
3408,0.780345,280786,33694320,0.000127302,46,5520
3416,0.782383,281522,33782640,0.000127462,46,5520
3424,0.784436,282258,33870960,0.000127261,46,5520
3432,0.786495,282994,33959280,0.00012727,46,5520
3440,0.788576,283730,34047600,0.000126464,46,5520
3448,0.790635,284466,34135920,0.000126116,46,5520
3456,0.792681,285202,34224240,0.000127221,46,5520
3464,0.79473,285938,34312560,0.000127551,46,5520
3472,0.796771,286674,34400880,0.000127531,46,5520
3480,0.798823,287410,34489200,0.000126892,46,5520
3488,0.800871,288146,34577520,0.00012716,46,5520
3496,0.802936,288882,34665840,0.000126294,46,5520
3504,0.804985,289618,34754160,0.000125868,46,5520
3512,0.807038,290354,34842480,0.000127603,46,5520
3520,0.809084,291090,34930800,0.000127509,46,5520
3528,0.811142,291826,35019120,0.00012742,46,5520
3536,0.813198,292562,35107440,0.000127336,46,5520
3544,0.815257,293298,35195760,0.000126355,46,5520
3552,0.817307,294034,35284080,0.000126086,46,5520
3560,0.819357,294770,35372400,0.000127696,46,5520
3568,0.821402,295506,35460720,0.000127492,46,5520
3576,0.823447,296242,35549040,0.000127409,46,5520
3584,0.825504,296978,35637360,0.000127221,46,5520
3592,0.827557,297714,35725680,0.000126564,46,5520
3600,0.829617,298450,35814000,0.000126134,46,5520
3608,0.831663,299186,35902320,0.000126259,46,5520
3616,0.833708,299922,35990640,0.000127244,46,5520
3624,0.83574,300658,36078960,0.000127257,46,5520
3632,0.83779,301394,36167280,0.000127075,46,5520
3640,0.839846,302130,36255600,0.000127226,46,5520
3648,0.841907,302866,36343920,0.000126406,46,5520
3656,0.843953,303602,36432240,0.00012648,46,5520
3664,0.846004,304338,36520560,0.000126137,46,5520
3672,0.848051,305074,36608880,0.000128495,46,5520
3680,0.850099,305810,36697200,0.000127567,46,5520
3688,0.852155,306546,36785520,0.000127115,46,5520
3696,0.854204,307282,36873840,0.00012686,46,5520
3704,0.856262,308018,36962160,0.00012614,46,5520
3712,0.858312,308754,37050480,0.000126333,46,5520
3720,0.860371,309490,37138800,0.000127396,46,5520
3728,0.862416,310226,37227120,0.000127636,46,5520
3736,0.864471,310962,37315440,0.000126941,46,5520
3744,0.866531,311698,37403760,0.00012714,46,5520
3752,0.868598,312434,37492080,0.000126421,46,5520
3760,0.870647,313170,37580400,0.000126239,46,5520
3768,0.872696,313906,37668720,0.000126501,46,5520
3776,0.874748,314642,37757040,0.000127642,46,5520
3784,0.876792,315378,37845360,0.000127961,46,5520
3792,0.878855,316114,37933680,0.000127183,46,5520
3800,0.880911,316850,38022000,0.0001271,46,5520
3808,0.882966,317586,38110320,0.000126074,46,5520
3816,0.885016,318322,38198640,0.000126281,46,5520
3824,0.887074,319058,38286960,0.000127465,46,5520
3832,0.889122,319794,38375280,0.000127918,46,5520
3840,0.891177,320530,38463600,0.000127,46,5520
3848,0.893233,321266,38551920,0.000127046,46,5520
3856,0.895286,322002,38640240,0.000126094,46,5520
3864,0.897341,322738,38728560,0.000126102,46,5520
3872,0.899395,323474,38816880,0.000127775,46,5520
3880,0.90145,324210,38905200,0.000127418,46,5520
3888,0.903497,324946,38993520,0.000127719,46,5520
3896,0.905554,325682,39081840,0.000127304,46,5520
3904,0.907611,326418,39170160,0.000127074,46,5520
3912,0.909687,327154,39258480,0.000126339,46,5520
3920,0.911743,327890,39346800,0.000126455,46,5520
3928,0.913795,328626,39435120,0.000127764,46,5520
3936,0.915838,329362,39523440,0.000127312,46,5520
3944,0.917918,330098,39611760,0.000127217,46,5520
3952,0.919975,330834,39700080,0.00012739,46,5520
3960,0.922039,331570,39788400,0.000126406,46,5520
3968,0.924089,332306,39876720,0.000126009,46,5520
3976,0.926141,333042,39965040,0.000127598,46,5520
3984,0.928191,333778,40053360,0.000127409,46,5520
3992,0.930246,334514,40141680,0.000126183,46,5520
4000,0.932302,335250,40230000,0.000127107,46,5520
4008,0.934358,335986,40318320,0.00012695,46,5520
4016,0.936434,336722,40406640,0.000126523,46,5520
4024,0.938489,337458,40494960,0.00012635,46,5520
4032,0.940544,338194,40583280,0.000127447,46,5520
4040,0.942586,338930,40671600,0.000127269,46,5520
4048,0.944644,339666,40759920,0.000127245,46,5520
4056,0.9467,340402,40848240,0.000126984,46,5520
4064,0.948763,341138,40936560,0.000126626,46,5520
4072,0.950812,341874,41024880,0.000126433,46,5520
4080,0.95286,342610,41113200,0.000127526,46,5520
4088,0.954903,343346,41201520,0.000127161,46,5520
4096,0.956962,344082,41289840,6.53964e-05,24,2880
4104,0.959476,344882,41385840,0.000136603,50,6000
4112,0.961586,345682,41481840,0.000137906,50,6000
4120,0.96371,346482,41577840,0.000136983,50,6000
4128,0.965839,347282,41673840,0.000138432,50,6000
4136,0.967948,348082,41769840,0.000137956,50,6000
4144,0.970099,348882,41865840,0.000138156,50,6000
4152,0.972258,349682,41961840,0.000137074,50,6000
4160,0.974406,350482,42057840,0.000136624,50,6000
4168,0.976553,351282,42153840,0.000138574,50,6000
4176,0.978736,352082,42249840,0.00013864,50,6000
4184,0.980895,352882,42345840,0.000137749,50,6000
4192,0.983068,353682,42441840,0.000137458,50,6000
4200,0.985238,354482,42537840,0.000138342,50,6000
4208,0.98739,355282,42633840,0.000138132,50,6000
4216,0.989594,356082,42729840,0.000137953,50,6000
4224,0.991768,356882,42825840,0.000136684,50,6000
4232,0.993927,357682,42921840,0.000138786,50,6000
4240,0.996082,358482,43017840,0.000137991,50,6000
4248,0.998268,359282,43113840,0.000138104,50,6000
4256,1.00045,360082,43209840,0.000137182,50,6000
4264,1.00262,360882,43305840,0.000137293,50,6000
