n,fill,fill_accesses,fill_bytes,read,read_accesses,read_bytes,rar,rar_accesses,rar_bytes
368,4.05934,1366012,295058592,0.00748605,2524,545184,0.00748243,2524,545184
376,4.17974,1406396,303781536,0.00752221,2524,545184,0.00752184,2524,545184
384,4.30011,1446780,312504480,0.00753296,2524,545184,0.00752553,2524,545184
392,4.42049,1487164,321227424,0.00752832,2524,545184,0.00752018,2524,545184
400,4.54096,1527548,329950368,0.00753664,2524,545184,0.00752913,2524,545184
408,4.66149,1567932,338673312,0.00753755,2524,545184,0.00753078,2524,545184
416,4.78114,1608316,347396256,0.0074869,2524,545184,0.00747109,2524,545184
424,4.9008,1648700,356119200,0.00747216,2524,545184,0.00746989,2524,545184
432,5.02041,1689084,364842144,0.00747721,2524,545184,0.00748219,2524,545184
440,5.14007,1729468,373565088,0.0075331,2524,545184,0.0075226,2524,545184
448,5.26049,1769852,382288032,0.00754242,2524,545184,0.00753052,2524,545184
456,5.38088,1810236,391010976,0.00753205,2524,545184,0.00752218,2524,545184
464,5.50039,1850620,399733920,0.00747325,2524,545184,0.00746422,2524,545184
472,5.6203,1891004,408456864,0.00753215,2524,545184,0.00749894,2524,545184
480,5.73981,1931388,417179808,0.00747858,2524,545184,0.0074737,2524,545184
488,5.85934,1971772,425902752,0.00747429,2524,545184,0.0074727,2524,545184
496,5.97882,2012156,434625696,0.0074687,2524,545184,0.00746998,2524,545184
504,6.09987,2052540,443348640,0.00758894,2524,545184,0.00756798,2524,545184
512,6.2204,2092924,452071584,0.00418592,1404,303264,0.00417754,1404,303264
520,6.36992,2143548,463006368,0.00940765,3164,683424,0.00940189,3164,683424
528,6.52032,2194172,473941152,0.00939268,3164,683424,0.00939358,3164,683424
536,6.67083,2244796,484875936,0.00940655,3164,683424,0.00940919,3164,683424
544,6.82135,2295420,495810720,0.00936562,3164,683424,0.00934556,3164,683424
552,6.97169,2346044,506745504,0.00941442,3164,683424,0.00938304,3164,683424
560,7.12126,2396668,517680288,0.00935405,3164,683424,0.00934474,3164,683424
568,7.27077,2447292,528615072,0.00935272,3164,683424,0.00934992,3164,683424
576,7.42196,2497916,539549856,0.00944721,3164,683424,0.0094448,3164,683424
584,7.57124,2548540,550484640,0.00933796,3164,683424,0.00933885,3164,683424
592,7.72067,2599164,561419424,0.00934571,3164,683424,0.00933147,3164,683424
600,7.87059,2649788,572354208,0.00939651,3164,683424,0.00940172,3164,683424
608,8.02001,2700412,583288992,0.0093451,3164,683424,0.00932563,3164,683424
616,8.16953,2751036,594223776,0.00935192,3164,683424,0.00934522,3164,683424
624,8.31903,2801660,605158560,0.00934551,3164,683424,0.00933094,3164,683424
632,8.46838,2852284,616093344,0.009345,3164,683424,0.00933826,3164,683424
640,8.61783,2902908,627028128,0.0093385,3164,683424,0.00933782,3164,683424
648,8.7682,2953532,637962912,0.00941504,3164,683424,0.00940301,3164,683424
656,8.91762,3004156,648897696,0.00939463,3164,683424,0.00940064,3164,683424
664,9.06883,3054780,659832480,0.009463,3164,683424,0.0094572,3164,683424
672,9.21823,3105404,670767264,0.00934275,3164,683424,0.00933246,3164,683424
680,9.36764,3156028,681702048,0.00934772,3164,683424,0.00933753,3164,683424
688,9.51709,3206652,692636832,0.00933752,3164,683424,0.00933943,3164,683424
696,9.66659,3257276,703571616,0.00934019,3164,683424,0.00933193,3164,683424
704,9.81685,3307900,714506400,0.00941424,3164,683424,0.00941597,3164,683424
712,9.96619,3358524,725441184,0.00937095,3164,683424,0.00940634,3164,683424
720,10.1167,3409148,736375968,0.00939061,3164,683424,0.00940137,3164,683424
728,10.2671,3459772,747310752,0.00941091,3164,683424,0.00941333,3164,683424
736,10.4177,3510396,758245536,0.00941457,3164,683424,0.00940531,3164,683424
744,10.569,3561020,769180320,0.0094642,3164,683424,0.0094562,3164,683424
752,10.7194,3611644,780115104,0.00939269,3164,683424,0.00934519,3164,683424
760,10.8689,3662268,791049888,0.00934098,3164,683424,0.00933963,3164,683424
768,11.0186,3712892,801984672,0.00934049,3164,683424,0.00934635,3164,683424
776,11.1681,3763516,812919456,0.0093354,3164,683424,0.00933185,3164,683424
784,11.3185,3814140,823854240,0.00934314,3164,683424,0.00935857,3164,683424
792,11.4679,3864764,834789024,0.00934851,3164,683424,0.00933482,3164,683424
800,11.6175,3915388,845723808,0.00935067,3164,683424,0.00934161,3164,683424
808,11.7669,3966012,856658592,0.00934547,3164,683424,0.00933877,3164,683424
816,11.9181,4016636,867593376,0.00945526,3164,683424,0.00944487,3164,683424
824,12.0676,4067260,878528160,0.00935114,3164,683424,0.00933862,3164,683424
832,12.2171,4117884,889462944,0.00934659,3164,683424,0.0093365,3164,683424
840,12.3665,4168508,900397728,0.00934378,3164,683424,0.00934531,3164,683424
848,12.516,4219132,911332512,0.00934969,3164,683424,0.00933785,3164,683424
856,12.6657,4269756,922267296,0.00934475,3164,683424,0.00934924,3164,683424
864,12.8162,4320380,933202080,0.00939707,3164,683424,0.00933977,3164,683424
872,12.9659,4371004,944136864,0.00936893,3164,683424,0.00933268,3164,683424
880,13.1171,4421628,955071648,0.00946558,3164,683424,0.00945396,3164,683424
888,13.2666,4472252,966006432,0.00935426,3164,683424,0.00935483,3164,683424
896,13.4161,4522876,976941216,0.00934999,3164,683424,0.0093385,3164,683424
904,13.5666,4573500,987876000,0.00938058,3164,683424,0.00934403,3164,683424
912,13.7162,4624124,998810784,0.0093484,3164,683424,0.0093404,3164,683424
920,13.8665,4674748,1009745568,0.00940957,3164,683424,0.00940554,3164,683424
928,14.0172,4725372,1020680352,0.00941074,3164,683424,0.00939914,3164,683424
936,14.1676,4775996,1031615136,0.00941395,3164,683424,0.00940554,3164,683424
944,14.3174,4826620,1042549920,0.00939724,3164,683424,0.00939186,3164,683424
952,14.467,4877244,1053484704,0.00934482,3164,683424,0.0093573,3164,683424
960,14.6184,4927868,1064419488,0.00947975,3164,683424,0.00946075,3164,683424
968,14.7692,4978492,1075354272,0.00943513,3164,683424,0.0094194,3164,683424
976,14.9195,5029116,1086289056,0.00941568,3164,683424,0.00940942,3164,683424
984,15.07,5079740,1097223840,0.0094062,3164,683424,0.00939402,3164,683424
992,15.2203,5130364,1108158624,0.00940006,3164,683424,0.0094084,3164,683424
1000,15.3709,5180988,1119093408,0.00941126,3164,683424,0.00942281,3164,683424
1008,15.5215,5231612,1130028192,0.00939287,3164,683424,0.00941703,3164,683424
1016,15.672,5282236,1140962976,0.00938102,3164,683424,0.00933965,3164,683424
1024,15.8221,5332860,1151897760,0.00522677,1760,380160,0.00519025,1760,380160
1032,16.0028,5394812,1165279392,0.0114108,3872,836352,0.0114047,3872,836352
1040,16.1859,5456764,1178661024,0.0114108,3872,836352,0.0114035,3872,836352
1048,16.3686,5518716,1192042656,0.0114259,3872,836352,0.0114116,3872,836352
1056,16.5512,5580668,1205424288,0.0114065,3872,836352,0.0114101,3872,836352
1064,16.7342,5642620,1218805920,0.0114078,3872,836352,0.0114079,3872,836352
1072,16.9166,5704572,1232187552,0.0114186,3872,836352,0.0114764,3872,836352
1080,17.1004,5766524,1245569184,0.0115066,3872,836352,0.0114679,3872,836352
1088,17.284,5828476,1258950816,0.0114508,3872,836352,0.0114979,3872,836352
1096,17.4677,5890428,1272332448,0.0114956,3872,836352,0.0114887,3872,836352
1104,17.6525,5952380,1285714080,0.0115628,3872,836352,0.0115507,3872,836352
1112,17.8363,6014332,1299095712,0.0114949,3872,836352,0.0114899,3872,836352
1120,18.019,6076284,1312477344,0.0114152,3872,836352,0.0114029,3872,836352
1128,18.2017,6138236,1325858976,0.0114108,3872,836352,0.0113915,3872,836352
1136,18.3842,6200188,1339240608,0.0114042,3872,836352,0.011399,3872,836352
1144,18.5666,6262140,1352622240,0.011408,3872,836352,0.0114018,3872,836352
1152,18.7491,6324092,1366003872,0.0114078,3872,836352,0.0114061,3872,836352
1160,18.9337,6386044,1379385504,0.0114889,3872,836352,0.0114093,3872,836352
1168,19.1162,6447996,1392767136,0.0114004,3872,836352,0.0113961,3872,836352
1176,19.2986,6509948,1406148768,0.0114129,3872,836352,0.0113936,3872,836352
1184,19.483,6571900,1419530400,0.0115605,3872,836352,0.0115481,3872,836352
1192,19.6676,6633852,1432912032,0.0115628,3872,836352,0.0115358,3872,836352
1200,19.8507,6695804,1446293664,0.0114167,3872,836352,0.0114026,3872,836352
1208,20.0333,6757756,1459675296,0.0114181,3872,836352,0.0114132,3872,836352
1216,20.2171,6819708,1473056928,0.0114834,3872,836352,0.0114868,3872,836352
1224,20.401,6881660,1486438560,0.011495,3872,836352,0.0114764,3872,836352
1232,20.5848,6943612,1499820192,0.0114963,3872,836352,0.0114869,3872,836352
1240,20.7685,7005564,1513201824,0.0114779,3872,836352,0.0113996,3872,836352
1248,20.9515,7067516,1526583456,0.0114223,3872,836352,0.0113993,3872,836352
1256,21.1341,7129468,1539965088,0.0114059,3872,836352,0.0113981,3872,836352
1264,21.3167,7191420,1553346720,0.0114168,3872,836352,0.0114112,3872,836352
1272,21.5006,7253372,1566728352,0.0115071,3872,836352,0.0114856,3872,836352
1280,21.6845,7315324,1580109984,0.0115026,3872,836352,0.0115023,3872,836352
1288,21.8682,7377276,1593491616,0.0115017,3872,836352,0.0115021,3872,836352
1296,22.0527,7439228,1606873248,0.0115562,3872,836352,0.0115455,3872,836352
1304,22.2355,7501180,1620254880,0.011414,3872,836352,0.0114086,3872,836352
1312,22.4184,7563132,1633636512,0.0114948,3872,836352,0.0114959,3872,836352
1320,22.6017,7625084,1647018144,0.0115012,3872,836352,0.0114907,3872,836352
1328,22.7858,7687036,1660399776,0.0114884,3872,836352,0.0114941,3872,836352
1336,22.9694,7748988,1673781408,0.0114838,3872,836352,0.0114604,3872,836352
1344,23.153,7810940,1687163040,0.0114235,3872,836352,0.01141,3872,836352
1352,23.3359,7872892,1700544672,0.0114248,3872,836352,0.0114142,3872,836352
1360,23.5186,7934844,1713926304,0.0114056,3872,836352,0.0114032,3872,836352
1368,23.7025,7996796,1727307936,0.011485,3872,836352,0.0114681,3872,836352
1376,23.8851,8058748,1740689568,0.0114614,3872,836352,0.0114858,3872,836352
1384,24.0689,8120700,1754071200,0.0114949,3872,836352,0.0114849,3872,836352
1392,24.2526,8182652,1767452832,0.0115094,3872,836352,0.0114763,3872,836352
1400,24.4364,8244604,1780834464,0.011494,3872,836352,0.0114999,3872,836352
1408,24.6203,8306556,1794216096,0.0114967,3872,836352,0.0114827,3872,836352
1416,24.804,8368508,1807597728,0.0114897,3872,836352,0.0114484,3872,836352
1424,24.9863,8430460,1820979360,0.0114193,3872,836352,0.0114801,3872,836352
1432,25.1709,8492412,1834360992,0.0115544,3872,836352,0.0115451,3872,836352
1440,25.3532,8554364,1847742624,0.0114111,3872,836352,0.0113894,3872,836352
1448,25.5358,8616316,1861124256,0.0114152,3872,836352,0.0114564,3872,836352
1456,25.7196,8678268,1874505888,0.0114994,3872,836352,0.0114988,3872,836352
1464,25.9034,8740220,1887887520,0.0114854,3872,836352,0.0114855,3872,836352
1472,26.0872,8802172,1901269152,0.0114384,3872,836352,0.0114266,3872,836352
1480,26.2703,8864124,1914650784,0.011408,3872,836352,0.0114052,3872,836352
1488,26.4539,8926076,1928032416,0.0114882,3872,836352,0.0114245,3872,836352
1496,26.6365,8988028,1941414048,0.0114772,3872,836352,0.0114853,3872,836352
1504,26.8212,9049980,1954795680,0.0115547,3872,836352,0.0115505,3872,836352
1512,27.0059,9111932,1968177312,0.0115581,3872,836352,0.0115539,3872,836352
1520,27.1906,9173884,1981558944,0.0115643,3872,836352,0.0115725,3872,836352
1528,27.3756,9235836,1994940576,0.0115665,3872,836352,0.0115531,3872,836352
1536,27.5595,9297788,2008322208,0.0115047,3872,836352,0.0114979,3872,836352
1544,27.7434,9359740,2021703840,0.0115043,3872,836352,0.0114818,3872,836352
1552,27.9272,9421692,2035085472,0.0114825,3872,836352,0.0114894,3872,836352
1560,28.1106,9483644,2048467104,0.0114248,3872,836352,0.0114174,3872,836352
1568,28.2931,9545596,2061848736,0.0114125,3872,836352,0.0114014,3872,836352
1576,28.4756,9607548,2075230368,0.0114363,3872,836352,0.011479,3872,836352
1584,28.6593,9669500,2088612000,0.0115131,3872,836352,0.0114957,3872,836352
1592,28.8435,9731452,2101993632,0.0114231,3872,836352,0.0114043,3872,836352
1600,29.0265,9793404,2115375264,0.0114329,3872,836352,0.0114225,3872,836352
1608,29.2091,9855356,2128756896,0.0114223,3872,836352,0.0114163,3872,836352
1616,29.3918,9917308,2142138528,0.0114423,3872,836352,0.0114908,3872,836352
1624,29.5764,9979260,2155520160,0.0115595,3872,836352,0.011549,3872,836352
1632,29.759,10041212,2168901792,0.0114163,3872,836352,0.0114074,3872,836352
1640,29.9414,10103164,2182283424,0.0114153,3872,836352,0.0114336,3872,836352
1648,30.1254,10165116,2195665056,0.0115016,3872,836352,0.0115006,3872,836352
1656,30.309,10227068,2209046688,0.011508,3872,836352,0.0115044,3872,836352
1664,30.4927,10289020,2222428320,0.0114413,3872,836352,0.0114323,3872,836352
1672,30.6767,10350972,2235809952,0.0115012,3872,836352,0.0114176,3872,836352
1680,30.8594,10412924,2249191584,0.0114619,3872,836352,0.0114784,3872,836352
1688,31.043,10474876,2262573216,0.0114354,3872,836352,0.0114323,3872,836352
1696,31.2272,10536828,2275954848,0.0115188,3872,836352,0.0114723,3872,836352
1704,31.4099,10598780,2289336480,0.0114265,3872,836352,0.0114121,3872,836352
1712,31.5928,10660732,2302718112,0.0114642,3872,836352,0.0114966,3872,836352
1720,31.7767,10722684,2316099744,0.0114936,3872,836352,0.0115259,3872,836352
1728,31.96,10784636,2329481376,0.0114427,3872,836352,0.0114393,3872,836352
1736,32.1436,10846588,2342863008,0.0114209,3872,836352,0.0114165,3872,836352
1744,32.3262,10908540,2356244640,0.011428,3872,836352,0.0114208,3872,836352
1752,32.5092,10970492,2369626272,0.0115049,3872,836352,0.01151,3872,836352
1760,32.6933,11032444,2383007904,0.0115227,3872,836352,0.0114876,3872,836352
1768,32.8773,11094396,2396389536,0.0115155,3872,836352,0.0115126,3872,836352
1776,33.0615,11156348,2409771168,0.0115053,3872,836352,0.0114644,3872,836352
1784,33.2456,11218300,2423152800,0.0115204,3872,836352,0.0114967,3872,836352
1792,33.4282,11280252,2436534432,0.0114251,3872,836352,0.0114209,3872,836352
1800,33.6114,11342204,2449916064,0.0114941,3872,836352,0.01149,3872,836352
1808,33.7943,11404156,2463297696,0.011415,3872,836352,0.0114025,3872,836352
1816,33.9768,11466108,2476679328,0.0114282,3872,836352,0.0114161,3872,836352
1824,34.1602,11528060,2490060960,0.011437,3872,836352,0.0114221,3872,836352
1832,34.3436,11590012,2503442592,0.0114239,3872,836352,0.0114304,3872,836352
1840,34.5276,11651964,2516824224,0.0114914,3872,836352,0.0114615,3872,836352
1848,34.7115,11713916,2530205856,0.0114919,3872,836352,0.0114898,3872,836352
1856,34.895,11775868,2543587488,0.0114229,3872,836352,0.0114874,3872,836352
1864,35.079,11837820,2556969120,0.0115097,3872,836352,0.0115009,3872,836352
1872,35.2618,11899772,2570350752,0.0114303,3872,836352,0.0114059,3872,836352
1880,35.4452,11961724,2583732384,0.011501,3872,836352,0.0114971,3872,836352
1888,35.6291,12023676,2597114016,0.011497,3872,836352,0.0114887,3872,836352
1896,35.8126,12085628,2610495648,0.011498,3872,836352,0.011496,3872,836352
1904,35.9967,12147580,2623877280,0.0115031,3872,836352,0.0114927,3872,836352
1912,36.1807,12209532,2637258912,0.0115046,3872,836352,0.0114715,3872,836352
1920,36.3635,12271484,2650640544,0.011494,3872,836352,0.0114688,3872,836352
1928,36.5473,12333436,2664022176,0.0115093,3872,836352,0.0114863,3872,836352
1936,36.7304,12395388,2677403808,0.0114096,3872,836352,0.0113971,3872,836352
1944,36.914,12457340,2690785440,0.0114818,3872,836352,0.0114804,3872,836352
1952,37.0967,12519292,2704167072,0.0114267,3872,836352,0.0114205,3872,836352
1960,37.2794,12581244,2717548704,0.0114188,3872,836352,0.0114154,3872,836352
1968,37.4618,12643196,2730930336,0.0114188,3872,836352,0.0114161,3872,836352
1976,37.6444,12705148,2744311968,0.0114251,3872,836352,0.011409,3872,836352
1984,37.8271,12767100,2757693600,0.0114232,3872,836352,0.0114179,3872,836352
1992,38.0108,12829052,2771075232,0.0115068,3872,836352,0.0114818,3872,836352
2000,38.1947,12891004,2784456864,0.0114755,3872,836352,0.01149,3872,836352
2008,38.378,12952956,2797838496,0.0114131,3872,836352,0.0114068,3872,836352
2016,38.5617,13014908,2811220128,0.0114814,3872,836352,0.0114898,3872,836352
2024,38.7444,13076860,2824601760,0.011431,3872,836352,0.0114208,3872,836352
2032,38.927,13138812,2837983392,0.0114252,3872,836352,0.0114121,3872,836352
2040,39.1096,13200764,2851365024,0.0114157,3872,836352,0.0114076,3872,836352
2048,39.292,13262716,2864746656,0.00622129,2112,456192,0.00621736,2112,456192
2056,39.506,13336444,2880671904,0.0135177,4608,995328,0.013524,4608,995328
2064,39.7246,13410172,2896597152,0.0136605,4608,995328,0.0136659,4608,995328
2072,39.9432,13483900,2912522400,0.0136389,4608,995328,0.0136651,4608,995328
2080,40.1618,13557628,2928447648,0.0136724,4608,995328,0.0136651,4608,995328
2088,40.3807,13631356,2944372896,0.013681,4608,995328,0.0136647,4608,995328
2096,40.5979,13705084,2960298144,0.0135758,4608,995328,0.0135662,4608,995328
2104,40.8157,13778812,2976223392,0.0136874,4608,995328,0.0135918,4608,995328
2112,41.0346,13852540,2992148640,0.0136615,4608,995328,0.0136446,4608,995328
2120,41.253,13926268,3008073888,0.0136615,4608,995328,0.0136428,4608,995328
2128,41.4712,13999996,3023999136,0.0136507,4608,995328,0.0136475,4608,995328
2136,41.6885,14073724,3039924384,0.0136467,4608,995328,0.0136497,4608,995328
2144,41.9055,14147452,3055849632,0.0135841,4608,995328,0.0135615,4608,995328
2152,42.1226,14221180,3071774880,0.0135724,4608,995328,0.0135797,4608,995328
2160,42.3408,14294908,3087700128,0.0136961,4608,995328,0.0136727,4608,995328
2168,42.5594,14368636,3103625376,0.0136673,4608,995328,0.013652,4608,995328
2176,42.7767,14442364,3119550624,0.0136572,4608,995328,0.0136125,4608,995328
2184,42.9938,14516092,3135475872,0.0135753,4608,995328,0.0135803,4608,995328
2192,43.211,14589820,3151401120,0.0135556,4608,995328,0.0135513,4608,995328
2200,43.4297,14663548,3167326368,0.0136436,4608,995328,0.013568,4608,995328
2208,43.6479,14737276,3183251616,0.0136574,4608,995328,0.0136648,4608,995328
2216,43.8666,14811004,3199176864,0.0136754,4608,995328,0.0136546,4608,995328
2224,44.0851,14884732,3215102112,0.0136796,4608,995328,0.0135781,4608,995328
2232,44.3037,14958460,3231027360,0.0136451,4608,995328,0.013668,4608,995328
2240,44.5221,15032188,3246952608,0.013632,4608,995328,0.0136552,4608,995328
2248,44.7406,15105916,3262877856,0.0136346,4608,995328,0.0136312,4608,995328
2256,44.9589,15179644,3278803104,0.0136706,4608,995328,0.0136618,4608,995328
2264,45.1775,15253372,3294728352,0.0136791,4608,995328,0.0136508,4608,995328
2272,45.3961,15327100,3310653600,0.0136729,4608,995328,0.0136656,4608,995328
2280,45.6148,15400828,3326578848,0.013661,4608,995328,0.0136629,4608,995328
2288,45.8331,15474556,3342504096,0.0136496,4608,995328,0.0136716,4608,995328
2296,46.0517,15548284,3358429344,0.0136537,4608,995328,0.0135565,4608,995328
2304,46.2694,15622012,3374354592,0.0135696,4608,995328,0.0135649,4608,995328
2312,46.4866,15695740,3390279840,0.013581,4608,995328,0.0135571,4608,995328
2320,46.7035,15769468,3406205088,0.0135656,4608,995328,0.013544,4608,995328
2328,46.921,15843196,3422130336,0.0136075,4608,995328,0.0135748,4608,995328
2336,47.1383,15916924,3438055584,0.0135984,4608,995328,0.0135811,4608,995328
2344,47.3557,15990652,3453980832,0.0135778,4608,995328,0.0135698,4608,995328
2352,47.5732,16064380,3469906080,0.0136026,4608,995328,0.0135943,4608,995328
2360,47.7905,16138108,3485831328,0.0135802,4608,995328,0.0135778,4608,995328
2368,48.0087,16211836,3501756576,0.0136418,4608,995328,0.0136819,4608,995328
2376,48.2272,16285564,3517681824,0.0136691,4608,995328,0.0136672,4608,995328
2384,48.445,16359292,3533607072,0.0136249,4608,995328,0.0136045,4608,995328
2392,48.6635,16433020,3549532320,0.0136375,4608,995328,0.0136497,4608,995328
2400,48.8816,16506748,3565457568,0.013671,4608,995328,0.0136435,4608,995328
2408,49.0989,16580476,3581382816,0.0136106,4608,995328,0.0135697,4608,995328
2416,49.3176,16654204,3597308064,0.0136637,4608,995328,0.0136034,4608,995328
2424,49.5348,16727932,3613233312,0.0136524,4608,995328,0.0136503,4608,995328
2432,49.7521,16801660,3629158560,0.0135725,4608,995328,0.0135833,4608,995328
2440,49.9689,16875388,3645083808,0.0135611,4608,995328,0.0135636,4608,995328
2448,50.1858,16949116,3661009056,0.0135702,4608,995328,0.0135685,4608,995328
2456,50.4027,17022844,3676934304,0.0135687,4608,995328,0.0135618,4608,995328
2464,50.6197,17096572,3692859552,0.0135748,4608,995328,0.0135769,4608,995328
2472,50.837,17170300,3708784800,0.0135783,4608,995328,0.0135645,4608,995328
2480,51.0556,17244028,3724710048,0.0136815,4608,995328,0.0136541,4608,995328
2488,51.2741,17317756,3740635296,0.0136683,4608,995328,0.0136552,4608,995328
2496,51.4928,17391484,3756560544,0.0136693,4608,995328,0.0136528,4608,995328
2504,51.7115,17465212,3772485792,0.01369,4608,995328,0.0136715,4608,995328
2512,51.9301,17538940,3788411040,0.0136672,4608,995328,0.0136681,4608,995328
2520,52.1488,17612668,3804336288,0.0136448,4608,995328,0.0135828,4608,995328
2528,52.3659,17686396,3820261536,0.013571,4608,995328,0.0135674,4608,995328
2536,52.5828,17760124,3836186784,0.0135783,4608,995328,0.013573,4608,995328
2544,52.8011,17833852,3852112032,0.0136402,4608,995328,0.0136458,4608,995328
2552,53.0198,17907580,3868037280,0.013611,4608,995328,0.0135984,4608,995328
2560,53.2387,17981308,3883962528,0.0136969,4608,995328,0.0136947,4608,995328
2568,53.4576,18055036,3899887776,0.0136619,4608,995328,0.0136605,4608,995328
2576,53.6764,18128764,3915813024,0.0136883,4608,995328,0.01364,4608,995328
2584,53.8938,18202492,3931738272,0.0135734,4608,995328,0.0135888,4608,995328
2592,54.1125,18276220,3947663520,0.0136953,4608,995328,0.0136858,4608,995328
2600,54.3312,18349948,3963588768,0.0136878,4608,995328,0.0136923,4608,995328
2608,54.55,18423676,3979514016,0.0136867,4608,995328,0.0136719,4608,995328
2616,54.7687,18497404,3995439264,0.013673,4608,995328,0.0136532,4608,995328
2624,54.9874,18571132,4011364512,0.0136684,4608,995328,0.0136869,4608,995328
2632,55.2051,18644860,4027289760,0.0136336,4608,995328,0.0136747,4608,995328
2640,55.4239,18718588,4043215008,0.0137027,4608,995328,0.0136888,4608,995328
2648,55.6426,18792316,4059140256,0.0136861,4608,995328,0.0136747,4608,995328
2656,55.8613,18866044,4075065504,0.0136748,4608,995328,0.0136763,4608,995328
2664,56.0789,18939772,4090990752,0.0135831,4608,995328,0.0135679,4608,995328
2672,56.2962,19013500,4106916000,0.0136047,4608,995328,0.013592,4608,995328
2680,56.5137,19087228,4122841248,0.0135903,4608,995328,0.0135888,4608,995328
2688,56.7311,19160956,4138766496,0.0136081,4608,995328,0.01359,4608,995328
2696,56.9486,19234684,4154691744,0.0136008,4608,995328,0.0136335,4608,995328
2704,57.1675,19308412,4170616992,0.0136862,4608,995328,0.0136391,4608,995328
2712,57.385,19382140,4186542240,0.0135977,4608,995328,0.0135899,4608,995328
2720,57.6035,19455868,4202467488,0.0136848,4608,995328,0.0136597,4608,995328
2728,57.821,19529596,4218392736,0.0135755,4608,995328,0.0135757,4608,995328
2736,58.0381,19603324,4234317984,0.0135658,4608,995328,0.0135629,4608,995328
2744,58.2555,19677052,4250243232,0.0135773,4608,995328,0.0135525,4608,995328
2752,58.4743,19750780,4266168480,0.0136552,4608,995328,0.0136874,4608,995328
2760,58.6928,19824508,4282093728,0.0136932,4608,995328,0.0136627,4608,995328
2768,58.911,19898236,4298018976,0.0136699,4608,995328,0.0136669,4608,995328
2776,59.1299,19971964,4313944224,0.0135751,4608,995328,0.0135629,4608,995328
