n,rar,rar_accesses,rar_bytes
16734336,0.000659129,234,35568
16734208,0.000668577,234,35568
16734080,0.000664707,234,35568
16733952,0.000659413,234,35568
16733824,0.000655778,234,35568
16733696,0.000660474,234,35568
16733568,0.000668853,234,35568
16733440,0.000669683,234,35568
16733312,0.0006597,234,35568
16733184,0.000656981,234,35568
16733056,0.000658544,234,35568
16732928,0.000654978,234,35568
16732800,0.000667982,234,35568
16732672,0.000658458,234,35568
16732544,0.00065826,234,35568
16732416,0.00065793,234,35568
16732288,0.00065838,234,35568
16732160,0.000659622,234,35568
16732032,0.00067196,234,35568
16731904,0.000670135,234,35568
16731776,0.000655907,234,35568
16731648,0.00065922,234,35568
16731520,0.000656963,234,35568
16731392,0.000659186,234,35568
16731264,0.000669473,234,35568
16731136,0.000668619,234,35568
16731008,0.000667696,234,35568
16730880,0.00065924,234,35568
16730752,0.000658057,234,35568
16730624,0.000654353,234,35568
16730496,0.00067007,234,35568
16730368,0.000657956,234,35568
16730240,0.000662749,234,35568
16730112,0.00065792,234,35568
16729984,0.000657968,234,35568
16729856,0.000654906,234,35568
16729728,0.000665804,234,35568
16729600,0.00065924,234,35568
16729472,0.000667139,234,35568
16729344,0.000657073,234,35568
16729216,0.000654226,234,35568
16729088,0.000657515,234,35568
16728960,0.000655817,234,35568
16728832,0.000695833,234,35568
16728704,0.000666372,234,35568
16728576,0.000666917,234,35568
16728448,0.000656263,234,35568
16728320,0.00066042,234,35568
16728192,0.000659747,234,35568
16728064,0.000666354,234,35568
16727936,0.000658465,234,35568
16727808,0.000656942,234,35568
16727680,0.00066068,234,35568
16727552,0.000657157,234,35568
16727424,0.000656658,234,35568
16727296,0.000657387,234,35568
16727168,0.000666676,234,35568
16727040,0.00065877,234,35568
16726912,0.00065854,234,35568
16726784,0.000660006,234,35568
16726656,0.000669382,234,35568
16726528,0.000668118,234,35568
16726400,0.0006574,234,35568
16726272,0.000658013,234,35568
16726144,0.000658095,234,35568
16726016,0.000658531,234,35568
16725888,0.000655154,234,35568
16725760,0.000666475,234,35568
16725632,0.000657505,234,35568
16725504,0.000658582,234,35568
16725376,0.000656311,234,35568
16725248,0.000673267,234,35568
16725120,0.000670458,234,35568
16724992,0.000663774,234,35568
16724864,0.000653606,234,35568
16724736,0.000654062,234,35568
16724608,0.00065977,234,35568
16724480,0.000657676,234,35568
16724352,0.000669377,234,35568
16724224,0.000664631,234,35568
16724096,0.000657526,234,35568
16723968,0.000658739,234,35568
16723840,0.000659589,234,35568
16723712,0.000669103,234,35568
16723584,0.000655998,234,35568
16723456,0.000664565,234,35568
16723328,0.000659339,234,35568
16723200,0.00065763,234,35568
16723072,0.000657582,234,35568
16722944,0.000661019,234,35568
16722816,0.000669959,234,35568
16722688,0.000662942,234,35568
16722560,0.000667272,234,35568
16722432,0.00065688,234,35568
16722304,0.000655,234,35568
16722176,0.000656021,234,35568
16722048,0.000655775,234,35568
16721920,0.00065922,234,35568
16721792,0.000669594,234,35568
16721664,0.00066593,234,35568
16721536,0.000663637,234,35568
16721408,0.000657011,234,35568
16721280,0.000658583,234,35568
16721152,0.000659136,234,35568
16721024,0.000656218,234,35568
16720896,0.000670562,234,35568
16720768,0.000666426,234,35568
16720640,0.000659295,234,35568
16720512,0.000658205,234,35568
16720384,0.000661783,234,35568
16720256,0.000677711,234,35568
16720128,0.000663391,234,35568
16720000,0.000659276,234,35568
16719872,0.000660358,234,35568
16719744,0.000659906,234,35568
16719616,0.000669369,234,35568
16719488,0.000663149,234,35568
16719360,0.000658215,234,35568
16719232,0.000660223,234,35568
16719104,0.000657834,234,35568
16718976,0.000660821,234,35568
16718848,0.000673778,234,35568
16718720,0.000662761,234,35568
16718592,0.000661551,234,35568
16718464,0.000658432,234,35568
16718336,0.000659822,234,35568
16718208,0.000672272,234,35568
16718080,0.000668393,234,35568
16717952,0.00065715,234,35568
16717824,0.00065558,234,35568
16717696,0.000657542,234,35568
16717568,0.000659886,234,35568
16717440,0.000667323,234,35568
16717312,0.000659277,234,35568
16717184,0.000653191,234,35568
16717056,0.000658864,234,35568
16716928,0.000652432,234,35568
16716800,0.000659218,234,35568
16716672,0.000668645,234,35568
16716544,0.00066388,234,35568
16716416,0.000656775,234,35568
16716288,0.000659568,234,35568
16716160,0.000658489,234,35568
16716032,0.000671823,234,35568
16715904,0.000658403,234,35568
16715776,0.000668151,234,35568
16715648,0.00065462,234,35568
16715520,0.000660248,234,35568
16715392,0.000658658,234,35568
16715264,0.000673522,234,35568
16715136,0.000656874,234,35568
16715008,0.000666075,234,35568
16714880,0.000654486,234,35568
16714752,0.000655856,234,35568
16714624,0.000659134,234,35568
16714496,0.000657085,234,35568
16714368,0.000657282,234,35568
16714240,0.000667577,234,35568
16714112,0.00066758,234,35568
16713984,0.000660747,234,35568
16713856,0.000659698,234,35568
16713728,0.000660976,234,35568
16713600,0.000671292,234,35568
16713472,0.000663115,234,35568
16713344,0.000656415,234,35568
16713216,0.000660004,234,35568
16713088,0.000658125,234,35568
16712960,0.000657168,234,35568
16712832,0.00065816,234,35568
16712704,0.000665542,234,35568
16712576,0.00065702,234,35568
16712448,0.000655564,234,35568
16712320,0.000659708,234,35568
16712192,0.000671113,234,35568
16712064,0.000660623,234,35568
16711936,0.000658168,234,35568
16711808,0.000657125,234,35568
16711680,0.000741423,234,35568
16711552,0.000659276,234,35568
16711424,0.000673713,234,35568
16711296,0.000663552,234,35568
16711168,0.00065923,234,35568
16711040,0.00066116,234,35568
16710912,0.000661417,234,35568
16710784,0.000668482,234,35568
16710656,0.000668074,234,35568
16710528,0.000658191,234,35568
16710400,0.000655875,234,35568
16710272,0.000657706,234,35568
16710144,0.000656568,234,35568
16710016,0.000670244,234,35568
16709888,0.000655142,234,35568
16709760,0.000658489,234,35568
16709632,0.000655596,234,35568
16709504,0.000657627,234,35568
16709376,0.000677531,234,35568
16709248,0.00065965,234,35568
16709120,0.000664587,234,35568
16708992,0.000656679,234,35568
16708864,0.000656526,234,35568
16708736,0.000655865,234,35568
16708608,0.000670434,234,35568
16708480,0.000665597,234,35568
16708352,0.000658195,234,35568
16708224,0.000655648,234,35568
16708096,0.000654618,234,35568
16707968,0.000659307,234,35568
16707840,0.00066929,234,35568
16707712,0.000664985,234,35568
16707584,0.000658775,234,35568
16707456,0.000659822,234,35568
16707328,0.000656716,234,35568
16707200,0.000656,234,35568
16707072,0.000668462,234,35568
16706944,0.000663328,234,35568
16706816,0.000660205,234,35568
16706688,0.000658581,234,35568
16706560,0.000657774,234,35568
16706432,0.00066938,234,35568
16706304,0.000668285,234,35568
16706176,0.00065701,234,35568
16706048,0.000658645,234,35568
16705920,0.000663656,234,35568
16705792,0.000667768,234,35568
16705664,0.000658718,234,35568
16705536,0.000652853,234,35568
16705408,0.000656336,234,35568
16705280,0.000661991,234,35568
16705152,0.000661391,234,35568
16705024,0.000658741,234,35568
16704896,0.00066482,234,35568
16704768,0.000660265,234,35568
16704640,0.000659581,234,35568
16704512,0.000662855,234,35568
16704384,0.000669986,234,35568
16704256,0.000664782,234,35568
16704128,0.00065806,234,35568
16704000,0.000659332,234,35568
16703872,0.000656899,234,35568
16703744,0.000671058,234,35568
16703616,0.000668582,234,35568
16703488,0.000660422,234,35568
16703360,0.000656922,234,35568
16703232,0.000659829,234,35568
16703104,0.000673069,234,35568
16702976,0.000667723,234,35568
16702848,0.000661604,234,35568
16702720,0.000660105,234,35568
16702592,0.000654508,234,35568
16702464,0.000659089,234,35568
16702336,0.000665657,234,35568
16702208,0.000657191,234,35568
16702080,0.000661357,234,35568
16701952,0.000658965,234,35568
16701824,0.000669352,234,35568
16701696,0.00066053,234,35568
16701568,0.000662463,234,35568
16701440,0.000656238,234,35568
16701312,0.000659847,234,35568
16701184,0.000658259,234,35568
16701056,0.000673197,234,35568
16700928,0.000665834,234,35568
16700800,0.000660379,234,35568
16700672,0.000655576,234,35568
16700544,0.000659766,234,35568
16700416,0.000673355,234,35568
16700288,0.0006683,234,35568
16700160,0.000659623,234,35568
16700032,0.000659414,234,35568
16699904,0.00066085,234,35568
16699776,0.000660897,234,35568
16699648,0.000672179,234,35568
16699520,0.000666491,234,35568
16699392,0.000659689,234,35568
16699264,0.000655152,234,35568
16699136,0.00065848,234,35568
16699008,0.000673534,234,35568
16698880,0.000659548,234,35568
16698752,0.000660473,234,35568
16698624,0.000659463,234,35568
16698496,0.000662167,234,35568
16698368,0.00066187,234,35568
16698240,0.000670201,234,35568
16698112,0.000663054,234,35568
16697984,0.000660213,234,35568
16697856,0.000663045,234,35568
16697728,0.000658248,234,35568
16697600,0.000672158,234,35568
16697472,0.000667504,234,35568
16697344,0.000660088,234,35568
16697216,0.000660617,234,35568
16697088,0.000658383,234,35568
16696960,0.000656852,234,35568
16696832,0.000657794,234,35568
16696704,0.000662711,234,35568
16696576,0.000659756,234,35568
16696448,0.000662714,234,35568
16696320,0.000662002,234,35568
16696192,0.00065813,234,35568
16696064,0.000667693,234,35568
16695936,0.000670132,234,35568
16695808,0.000663701,234,35568
16695680,0.000661512,234,35568
16695552,0.00066162,234,35568
16695424,0.000671334,234,35568
16695296,0.000664192,234,35568
16695168,0.000658788,234,35568
16695040,0.000660498,234,35568
16694912,0.000660964,234,35568
16694784,0.000668896,234,35568
16694656,0.000664573,234,35568
16694528,0.000661654,234,35568
16694400,0.000659534,234,35568
16694272,0.000661259,234,35568
16694144,0.000659419,234,35568
16694016,0.000661152,234,35568
16693888,0.00065881,234,35568
16693760,0.000658238,234,35568
16693632,0.000655939,234,35568
16693504,0.000658747,234,35568
16693376,0.000658614,234,35568
16693248,0.000671012,234,35568
16693120,0.000660831,234,35568
16692992,0.000657043,234,35568
16692864,0.000660101,234,35568
16692736,0.000671107,234,35568
16692608,0.000668045,234,35568
16692480,0.000660333,234,35568
16692352,0.000660701,234,35568
16692224,0.000660223,234,35568
16692096,0.000671239,234,35568
16691968,0.000660069,234,35568
16691840,0.000666538,234,35568
16691712,0.000659919,234,35568
16691584,0.000654613,234,35568
16691456,0.000657634,234,35568
16691328,0.000673798,234,35568
16691200,0.000664932,234,35568
16691072,0.000660856,234,35568
16690944,0.000659589,234,35568
16690816,0.000658211,234,35568
16690688,0.000670244,234,35568
16690560,0.000666425,234,35568
16690432,0.000662517,234,35568
16690304,0.00065966,234,35568
16690176,0.000667519,234,35568
16690048,0.000657786,234,35568
16689920,0.000659183,234,35568
16689792,0.000656987,234,35568
16689664,0.000671297,234,35568
16689536,0.000656562,234,35568
16689408,0.000663758,234,35568
16689280,0.000657442,234,35568
16689152,0.000659434,234,35568
16689024,0.00065759,234,35568
16688896,0.000669797,234,35568
16688768,0.000666324,234,35568
16688640,0.000658015,234,35568
16688512,0.000656147,234,35568
16688384,0.000652769,234,35568
16688256,0.000660859,234,35568
16688128,0.000675679,234,35568
16688000,0.000663793,234,35568
16687872,0.000662762,234,35568
16687744,0.000659058,234,35568
16687616,0.0006565,234,35568
16687488,0.000655368,234,35568
16687360,0.000667879,234,35568
16687232,0.00066608,234,35568
16687104,0.000658082,234,35568
16686976,0.000656197,234,35568
16686848,0.000656473,234,35568
16686720,0.000655732,234,35568
16686592,0.000669126,234,35568
16686464,0.000665844,234,35568
16686336,0.000657153,234,35568
16686208,0.000658602,234,35568
16686080,0.000661323,234,35568
16685952,0.000658224,234,35568
16685824,0.000672275,234,35568
16685696,0.000664598,234,35568
16685568,0.000657185,234,35568
16685440,0.000657291,234,35568
16685312,0.000657467,234,35568
16685184,0.000658979,234,35568
16685056,0.000670216,234,35568
16684928,0.000665796,234,35568
16684800,0.00065837,234,35568
16684672,0.000659882,234,35568
16684544,0.000658471,234,35568
16684416,0.000657897,234,35568
16684288,0.000670908,234,35568
16684160,0.000664482,234,35568
16684032,0.000656746,234,35568
16683904,0.000658594,234,35568
16683776,0.00065812,234,35568
16683648,0.000658628,234,35568
16683520,0.000672425,234,35568
16683392,0.000663335,234,35568
16683264,0.000655813,234,35568
16683136,0.000652265,234,35568
16683008,0.000660214,234,35568
16682880,0.000657005,234,35568
16682752,0.000674977,234,35568
16682624,0.000657555,234,35568
16682496,0.000661449,234,35568
16682368,0.000659566,234,35568
16682240,0.000655838,234,35568
16682112,0.00065908,234,35568
16681984,0.000656533,234,35568
16681856,0.000670817,234,35568
16681728,0.000659325,234,35568
16681600,0.000661124,234,35568
16681472,0.000656297,234,35568
16681344,0.000657693,234,35568
16681216,0.000655404,234,35568
16681088,0.000657587,234,35568
16680960,0.000655877,234,35568
16680832,0.000667482,234,35568
16680704,0.000652947,234,35568
16680576,0.000662657,234,35568
16680448,0.000654249,234,35568
16680320,0.000657055,234,35568
16680192,0.000655757,234,35568
16680064,0.000660115,234,35568
16679936,0.000669713,234,35568
16679808,0.000670053,234,35568
16679680,0.000665049,234,35568
16679552,0.000654596,234,35568
16679424,0.000655242,234,35568
16679296,0.000659289,234,35568
16679168,0.000656844,234,35568
16679040,0.000657571,234,35568
16678912,0.00066471,234,35568
16678784,0.000673363,234,35568
16678656,0.000665783,234,35568
16678528,0.000659315,234,35568
16678400,0.000656522,234,35568
16678272,0.00065527,234,35568
16678144,0.000655709,234,35568
16678016,0.000667424,234,35568
16677888,0.000657662,234,35568
16677760,0.000663628,234,35568
16677632,0.000659677,234,35568
16677504,0.000656989,234,35568
16677376,0.000659166,234,35568
16677248,0.000658006,234,35568
16677120,0.000669939,234,35568
16676992,0.00066673,234,35568
16676864,0.000657742,234,35568
16676736,0.000658787,234,35568
16676608,0.000656478,234,35568
16676480,0.000661444,234,35568
16676352,0.000665253,234,35568
16676224,0.000655223,234,35568
16676096,0.000664742,234,35568
16675968,0.00065656,234,35568
16675840,0.00065859,234,35568
16675712,0.000661139,234,35568
16675584,0.000656831,234,35568
16675456,0.000672519,234,35568
16675328,0.000665924,234,35568
16675200,0.000657681,234,35568
16675072,0.000656981,234,35568
16674944,0.000658813,234,35568
16674816,0.000657134,234,35568
16674688,0.000671843,234,35568
16674560,0.000668018,234,35568
16674432,0.00066057,234,35568
16674304,0.000656137,234,35568
16674176,0.000656924,234,35568
16674048,0.000659691,234,35568
16673920,0.000668107,234,35568
16673792,0.000658557,234,35568
16673664,0.000661434,234,35568
16673536,0.000656415,234,35568
16673408,0.000653987,234,35568
16673280,0.000657129,234,35568
16673152,0.000657268,234,35568
16673024,0.000666514,234,35568
16672896,0.000658453,234,35568
16672768,0.000666354,234,35568
16672640,0.000656128,234,35568
16672512,0.000656136,234,35568
16672384,0.000657157,234,35568
16672256,0.000654522,234,35568
16672128,0.000668915,234,35568
16672000,0.000669082,234,35568
16671872,0.0006649,234,35568
16671744,0.00066113,234,35568
16671616,0.000654778,234,35568
16671488,0.000655242,234,35568
16671360,0.000658133,234,35568
16671232,0.000654873,234,35568
16671104,0.000670141,234,35568
16670976,0.000663077,234,35568
16670848,0.000653848,234,35568
16670720,0.00065867,234,35568
16670592,0.000659423,234,35568
16670464,0.000656931,234,35568
16670336,0.000655515,234,35568
16670208,0.000669691,234,35568
16670080,0.000657489,234,35568
16669952,0.000666836,234,35568
16669824,0.000653774,234,35568
16669696,0.000656223,234,35568
16669568,0.000656665,234,35568
16669440,0.000655195,234,35568
16669312,0.000667042,234,35568
16669184,0.0006552,234,35568
16669056,0.000664329,234,35568
16668928,0.000655692,234,35568
16668800,0.000657135,234,35568
16668672,0.000657779,234,35568
16668544,0.000661472,234,35568
16668416,0.00066722,234,35568
16668288,0.000664179,234,35568
16668160,0.000654104,234,35568
16668032,0.000655127,234,35568
16667904,0.000655621,234,35568
16667776,0.000656402,234,35568
16667648,0.000671025,234,35568
16667520,0.000657677,234,35568
16667392,0.000667794,234,35568
16667264,0.000656367,234,35568
16667136,0.00065515,234,35568
16667008,0.000659735,234,35568
16666880,0.000657057,234,35568
16666752,0.00067008,234,35568
16666624,0.000664391,234,35568
16666496,0.000658971,234,35568
16666368,0.000658056,234,35568
16666240,0.000656176,234,35568
16666112,0.000657926,234,35568
16665984,0.000669367,234,35568
16665856,0.000668102,234,35568
16665728,0.000659292,234,35568
16665600,0.000658508,234,35568
16665472,0.000659709,234,35568
16665344,0.00065971,234,35568
16665216,0.000674166,234,35568
16665088,0.000661759,234,35568
16664960,0.000660016,234,35568
16664832,0.000656828,234,35568
16664704,0.000658583,234,35568
16664576,0.00065949,234,35568
16664448,0.000673167,234,35568
16664320,0.000654142,234,35568
16664192,0.000665398,234,35568
16664064,0.000654766,234,35568
16663936,0.000658074,234,35568
16663808,0.000657981,234,35568
16663680,0.000654424,234,35568
16663552,0.000657162,234,35568
16663424,0.00065658,234,35568
16663296,0.000667367,234,35568
16663168,0.00065497,234,35568
16663040,0.000654671,234,35568
16662912,0.000659838,234,35568
16662784,0.000655833,234,35568
16662656,0.000669082,234,35568
16662528,0.000674298,234,35568
16662400,0.000664488,234,35568
16662272,0.000663493,234,35568
16662144,0.000658891,234,35568
16662016,0.00065669,234,35568
16661888,0.000659119,234,35568
16661760,0.0006581,234,35568
16661632,0.000653545,234,35568
16661504,0.000665845,234,35568
16661376,0.00066829,234,35568
16661248,0.000665206,234,35568
16661120,0.000664384,234,35568
16660992,0.000660003,234,35568
16660864,0.000654787,234,35568
16660736,0.000655194,234,35568
16660608,0.000654482,234,35568
16660480,0.000670185,234,35568
16660352,0.000655797,234,35568
16660224,0.000664721,234,35568
16660096,0.000656552,234,35568
16659968,0.000658631,234,35568
16659840,0.000656375,234,35568
16659712,0.000672743,234,35568
16659584,0.000659761,234,35568
16659456,0.000661105,234,35568
16659328,0.000658057,234,35568
16659200,0.000657586,234,35568
16659072,0.000657684,234,35568
16658944,0.000669248,234,35568
16658816,0.000667496,234,35568
16658688,0.000654559,234,35568
16658560,0.00065641,234,35568
16658432,0.000660755,234,35568
