n,fill,fill_accesses,fill_bytes,rar,rar_accesses,rar_bytes
320,0.0496345,17682,2121840,9.52857e-05,34,4080
328,0.0511493,18226,2187120,9.36154e-05,34,4080
336,0.0526641,18770,2252400,9.37499e-05,34,4080
344,0.0541806,19314,2317680,9.46019e-05,34,4080
352,0.055711,19858,2382960,9.43473e-05,34,4080
360,0.0572381,20402,2448240,9.41086e-05,34,4080
368,0.0587693,20946,2513520,9.38763e-05,34,4080
376,0.0602848,21490,2578800,9.5461e-05,34,4080
384,0.061808,22034,2644080,9.41492e-05,34,4080
392,0.0633323,22578,2709360,9.40418e-05,34,4080
400,0.0648491,23122,2774640,9.48541e-05,34,4080
408,0.0663827,23666,2839920,9.48739e-05,34,4080
416,0.0679182,24210,2905200,9.42085e-05,34,4080
424,0.0694497,24754,2970480,9.39734e-05,34,4080
432,0.0709671,25298,3035760,9.53471e-05,34,4080
440,0.0724953,25842,3101040,9.54419e-05,34,4080
448,0.0740229,26386,3166320,9.41205e-05,34,4080
456,0.0755543,26930,3231600,9.39994e-05,34,4080
464,0.0770935,27474,3296880,9.4631e-05,34,4080
472,0.0786339,28018,3362160,9.38982e-05,34,4080
480,0.0801726,28562,3427440,9.38508e-05,34,4080
488,0.0816982,29106,3492720,9.54472e-05,34,4080
496,0.0832296,29650,3558000,9.5396e-05,34,4080
504,0.0847585,30194,3623280,9.40195e-05,34,4080
512,0.0862883,30738,3688560,4.91961e-05,18,2160
520,0.0879413,31346,3761520,0.000105026,38,4560
528,0.0895989,31954,3834480,0.000105438,38,4560
536,0.0912687,32562,3907440,0.000104788,38,4560
544,0.0929363,33170,3980400,0.000104867,38,4560
552,0.0946149,33778,4053360,0.000103943,38,4560
560,0.0962909,34386,4126320,0.000105002,38,4560
568,0.0979719,34994,4199280,0.000106241,38,4560
576,0.0996343,35602,4272240,0.000106438,38,4560
584,0.101312,36210,4345200,0.000106168,38,4560
592,0.102993,36818,4418160,0.000106697,38,4560
600,0.104679,37426,4491120,0.000106519,38,4560
608,0.106377,38034,4564080,0.000106386,38,4560
616,0.10807,38642,4637040,0.000105086,38,4560
624,0.109761,39250,4710000,0.000104988,38,4560
632,0.111442,39858,4782960,0.000104614,38,4560
640,0.113135,40466,4855920,0.000104908,38,4560
648,0.114831,41074,4928880,0.000104818,38,4560
656,0.116509,41682,5001840,0.000105393,38,4560
664,0.118201,42290,5074800,0.0001055,38,4560
672,0.119897,42898,5147760,0.000105576,38,4560
680,0.121607,43506,5220720,0.000105444,38,4560
688,0.123314,44114,5293680,0.000105818,38,4560
696,0.125023,44722,5366640,0.000105516,38,4560
704,0.126725,45330,5439600,0.000105051,38,4560
712,0.128433,45938,5512560,0.000105083,38,4560
720,0.130135,46546,5585520,0.00010515,38,4560
728,0.131886,47154,5658480,0.000105379,38,4560
736,0.133613,47762,5731440,0.000105014,38,4560
744,0.13533,48370,5804400,0.000105765,38,4560
752,0.13705,48978,5877360,0.000105494,38,4560
760,0.138754,49586,5950320,0.000106117,38,4560
768,0.140455,50194,6023280,0.000106912,38,4560
776,0.142159,50802,6096240,0.000106715,38,4560
784,0.143864,51410,6169200,0.000107476,38,4560
792,0.145578,52018,6242160,0.000107287,38,4560
800,0.147292,52626,6315120,0.000107402,38,4560
808,0.148997,53234,6388080,0.000106748,38,4560
816,0.15071,53842,6461040,0.000105785,38,4560
824,0.152418,54450,6534000,0.000105014,38,4560
832,0.15412,55058,6606960,0.00010518,38,4560
840,0.155822,55666,6679920,0.000104957,38,4560
848,0.157527,56274,6752880,0.000104929,38,4560
856,0.159233,56882,6825840,0.000104773,38,4560
864,0.160936,57490,6898800,0.00010522,38,4560
872,0.162634,58098,6971760,0.000105606,38,4560
880,0.164346,58706,7044720,0.000105815,38,4560
888,0.166055,59314,7117680,0.000105271,38,4560
896,0.167762,59922,7190640,0.00010477,38,4560
904,0.169472,60530,7263600,0.000105435,38,4560
912,0.171185,61138,7336560,0.000105397,38,4560
920,0.172895,61746,7409520,0.000104542,38,4560
928,0.174614,62354,7482480,0.000104834,38,4560
936,0.176324,62962,7555440,0.000104943,38,4560
944,0.17804,63570,7628400,0.000104716,38,4560
952,0.179747,64178,7701360,0.000104642,38,4560
960,0.181457,64786,7774320,0.000104857,38,4560
968,0.183157,65394,7847280,0.000106443,38,4560
976,0.184857,66002,7920240,0.000106687,38,4560
984,0.186554,66610,7993200,0.00010619,38,4560
992,0.188258,67218,8066160,0.000106272,38,4560
1000,0.189963,67826,8139120,0.000106219,38,4560
1008,0.191666,68434,8212080,0.000106176,38,4560
1016,0.193366,69042,8285040,0.000106173,38,4560
1024,0.195072,69650,8358000,5.46091e-05,20,2400
1032,0.196941,70322,8438640,0.000113878,42,5040
1040,0.198735,70994,8519280,0.000115426,42,5040
1048,0.200543,71666,8599920,0.000116053,42,5040
1056,0.202359,72338,8680560,0.000115717,42,5040
1064,0.204196,73010,8761200,0.000116901,42,5040
1072,0.206031,73682,8841840,0.000117282,42,5040
1080,0.20786,74354,8922480,0.000117323,42,5040
1088,0.209697,75026,9003120,0.000117898,42,5040
1096,0.211537,75698,9083760,0.000117605,42,5040
1104,0.21338,76370,9164400,0.000117063,42,5040
1112,0.215217,77042,9245040,0.000117195,42,5040
1120,0.217077,77714,9325680,0.000115487,42,5040
1128,0.218939,78386,9406320,0.000115228,42,5040
1136,0.220789,79058,9486960,0.000116421,42,5040
1144,0.22267,79730,9567600,0.000116772,42,5040
1152,0.224545,80402,9648240,0.000117151,42,5040
1160,0.226398,81074,9728880,0.000116476,42,5040
1168,0.228265,81746,9809520,0.000116131,42,5040
1176,0.230127,82418,9890160,0.000115771,42,5040
1184,0.231996,83090,9970800,0.000116054,42,5040
1192,0.23385,83762,10051440,0.000115651,42,5040
1200,0.235703,84434,10132080,0.000115342,42,5040
1208,0.237558,85106,10212720,0.000115841,42,5040
1216,0.239424,85778,10293360,0.000116195,42,5040
1224,0.241287,86450,10374000,0.000115751,42,5040
1232,0.243149,87122,10454640,0.000117086,42,5040
1240,0.245013,87794,10535280,0.000116796,42,5040
1248,0.246877,88466,10615920,0.000116803,42,5040
1256,0.24873,89138,10696560,0.000116777,42,5040
1264,0.250594,89810,10777200,0.000116991,42,5040
1272,0.252469,90482,10857840,0.000115234,42,5040
1280,0.254338,91154,10938480,0.000115643,42,5040
1288,0.256218,91826,11019120,0.000115724,42,5040
1296,0.258118,92498,11099760,0.000115905,42,5040
1304,0.259982,93170,11180400,0.00011588,42,5040
1312,0.261863,93842,11261040,0.00011646,42,5040
1320,0.263733,94514,11341680,0.000116522,42,5040
1328,0.265626,95186,11422320,0.000116571,42,5040
1336,0.267518,95858,11502960,0.000117302,42,5040
1344,0.269392,96530,11583600,0.000115653,42,5040
1352,0.271274,97202,11664240,0.000116291,42,5040
1360,0.273153,97874,11744880,0.000116595,42,5040
1368,0.275035,98546,11825520,0.00011597,42,5040
1376,0.276913,99218,11906160,0.000117365,42,5040
1384,0.278785,99890,11986800,0.000116996,42,5040
1392,0.280657,100562,12067440,0.000117291,42,5040
1400,0.282526,101234,12148080,0.000117313,42,5040
1408,0.284399,101906,12228720,0.0001173,42,5040
1416,0.286288,102578,12309360,0.000116631,42,5040
1424,0.288191,103250,12390000,0.000116495,42,5040
1432,0.290074,103922,12470640,0.000116855,42,5040
1440,0.291976,104594,12551280,0.00011735,42,5040
1448,0.293872,105266,12631920,0.00011739,42,5040
1456,0.295769,105938,12712560,0.000117329,42,5040
1464,0.29767,106610,12793200,0.000117656,42,5040
1472,0.299555,107282,12873840,0.000116716,42,5040
1480,0.301448,107954,12954480,0.000116154,42,5040
1488,0.303345,108626,13035120,0.000116458,42,5040
1496,0.305234,109298,13115760,0.00011812,42,5040
1504,0.307124,109970,13196400,0.000118032,42,5040
1512,0.309004,110642,13277040,0.000117311,42,5040
1520,0.310886,111314,13357680,0.000117022,42,5040
1528,0.312759,111986,13438320,0.000116905,42,5040
1536,0.314641,112658,13518960,0.000115835,42,5040
1544,0.316532,113330,13599600,0.000116736,42,5040
1552,0.31843,114002,13680240,0.000116802,42,5040
1560,0.320334,114674,13760880,0.00011712,42,5040
1568,0.32223,115346,13841520,0.000117067,42,5040
1576,0.324129,116018,13922160,0.00011739,42,5040
1584,0.326028,116690,14002800,0.00011715,42,5040
1592,0.327919,117362,14083440,0.000115981,42,5040
1600,0.329797,118034,14164080,0.000115979,42,5040
1608,0.331669,118706,14244720,0.000115195,42,5040
1616,0.333546,119378,14325360,0.000115835,42,5040
1624,0.335426,120050,14406000,0.000116977,42,5040
1632,0.337304,120722,14486640,0.00011707,42,5040
1640,0.339179,121394,14567280,0.000117092,42,5040
1648,0.341059,122066,14647920,0.000117839,42,5040
1656,0.342943,122738,14728560,0.000118098,42,5040
1664,0.344845,123410,14809200,0.000116526,42,5040
1672,0.346747,124082,14889840,0.000116494,42,5040
1680,0.348637,124754,14970480,0.000115759,42,5040
1688,0.350526,125426,15051120,0.000116792,42,5040
1696,0.352412,126098,15131760,0.000116603,42,5040
1704,0.354296,126770,15212400,0.000116764,42,5040
1712,0.356187,127442,15293040,0.000116415,42,5040
1720,0.358054,128114,15373680,0.000116392,42,5040
1728,0.359931,128786,15454320,0.000115448,42,5040
1736,0.361811,129458,15534960,0.000115568,42,5040
1744,0.363685,130130,15615600,0.000115961,42,5040
1752,0.365564,130802,15696240,0.000117458,42,5040
1760,0.367444,131474,15776880,0.000117244,42,5040
1768,0.369327,132146,15857520,0.00011834,42,5040
1776,0.371207,132818,15938160,0.000117239,42,5040
1784,0.373085,133490,16018800,0.000117215,42,5040
1792,0.374973,134162,16099440,0.00011579,42,5040
1800,0.37686,134834,16180080,0.000115868,42,5040
1808,0.378751,135506,16260720,0.000115712,42,5040
1816,0.38064,136178,16341360,0.000116403,42,5040
1824,0.382527,136850,16422000,0.000116413,42,5040
1832,0.384412,137522,16502640,0.000116431,42,5040
1840,0.3863,138194,16583280,0.000116321,42,5040
1848,0.388177,138866,16663920,0.000116438,42,5040
1856,0.390056,139538,16744560,0.000116087,42,5040
1864,0.391936,140210,16825200,0.000115919,42,5040
1872,0.393816,140882,16905840,0.000115809,42,5040
1880,0.395697,141554,16986480,0.000115789,42,5040
1888,0.397578,142226,17067120,0.000117429,42,5040
1896,0.399461,142898,17147760,0.000117327,42,5040
1904,0.401346,143570,17228400,0.000117333,42,5040
1912,0.403224,144242,17309040,0.000117077,42,5040
1920,0.405101,144914,17389680,0.000116974,42,5040
1928,0.40699,145586,17470320,0.000115843,42,5040
1936,0.408886,146258,17550960,0.00011594,42,5040
1944,0.410769,146930,17631600,0.000115888,42,5040
1952,0.412651,147602,17712240,0.000116439,42,5040
1960,0.414543,148274,17792880,0.00011651,42,5040
1968,0.416432,148946,17873520,0.000116494,42,5040
1976,0.418337,149618,17954160,0.000116209,42,5040
1984,0.420218,150290,18034800,0.000115867,42,5040
1992,0.422098,150962,18115440,0.000115726,42,5040
2000,0.423989,151634,18196080,0.000116865,42,5040
2008,0.42588,152306,18276720,0.000116142,42,5040
2016,0.427771,152978,18357360,0.000117834,42,5040
2024,0.429659,153650,18438000,0.000116913,42,5040
2032,0.43154,154322,18518640,0.000117227,42,5040
2040,0.433421,154994,18599280,0.000116907,42,5040
2048,0.435297,155666,18679920,6.12166e-05,22,2640
2056,0.437433,156402,18768240,0.000126327,46,5520
2064,0.43939,157138,18856560,0.000126668,46,5520
2072,0.441369,157874,18944880,0.000127449,46,5520
2080,0.443363,158610,19033200,0.000127142,46,5520
2088,0.445334,159346,19121520,0.000127126,46,5520
2096,0.447336,160082,19209840,0.000126425,46,5520
2104,0.44935,160818,19298160,0.000127918,46,5520
2112,0.451365,161554,19386480,0.000128575,46,5520
2120,0.453384,162290,19474800,0.000126474,46,5520
2128,0.455407,163026,19563120,0.000127174,46,5520
2136,0.45743,163762,19651440,0.000127417,46,5520
2144,0.459449,164498,19739760,0.000127162,46,5520
2152,0.461449,165234,19828080,0.000126661,46,5520
2160,0.463465,165970,19916400,0.000128702,46,5520
2168,0.465478,166706,20004720,0.000127746,46,5520
2176,0.467506,167442,20093040,0.000126524,46,5520
2184,0.469532,168178,20181360,0.000126772,46,5520
2192,0.47157,168914,20269680,0.000127059,46,5520
2200,0.473598,169650,20358000,0.000126622,46,5520
2208,0.475617,170386,20446320,0.000126606,46,5520
2216,0.477636,171122,20534640,0.00012833,46,5520
2224,0.479659,171858,20622960,0.000127921,46,5520
2232,0.481693,172594,20711280,0.000126113,46,5520
2240,0.48373,173330,20799600,0.000127401,46,5520
2248,0.485764,174066,20887920,0.000127257,46,5520
2256,0.487793,174802,20976240,0.000127313,46,5520
2264,0.489821,175538,21064560,0.000126503,46,5520
2272,0.491857,176274,21152880,0.000128055,46,5520
2280,0.493892,177010,21241200,0.000128141,46,5520
2288,0.495929,177746,21329520,0.000126976,46,5520
2296,0.497972,178482,21417840,0.000127367,46,5520
2304,0.500015,179218,21506160,0.000127433,46,5520
2312,0.50205,179954,21594480,0.000126492,46,5520
2320,0.504085,180690,21682800,0.000126448,46,5520
2328,0.506115,181426,21771120,0.00012804,46,5520
2336,0.508143,182162,21859440,0.000127974,46,5520
2344,0.510188,182898,21947760,0.000126706,46,5520
2352,0.512238,183634,22036080,0.000127336,46,5520
2360,0.514291,184370,22124400,0.000127393,46,5520
2368,0.516327,185106,22212720,0.000126783,46,5520
2376,0.518369,185842,22301040,0.000127699,46,5520
2384,0.520412,186578,22389360,0.000127951,46,5520
2392,0.522458,187314,22477680,0.000126452,46,5520
2400,0.524501,188050,22566000,0.000127128,46,5520
2408,0.526553,188786,22654320,0.000127231,46,5520
2416,0.528598,189522,22742640,0.00012638,46,5520
2424,0.53064,190258,22830960,0.000126621,46,5520
2432,0.532681,190994,22919280,0.000127654,46,5520
2440,0.534721,191730,23007600,0.000127842,46,5520
2448,0.53676,192466,23095920,0.000126458,46,5520
2456,0.538812,193202,23184240,0.000127525,46,5520
2464,0.540862,193938,23272560,0.000127368,46,5520
2472,0.542897,194674,23360880,0.000126416,46,5520
2480,0.544934,195410,23449200,0.00012828,46,5520
2488,0.546974,196146,23537520,0.000127793,46,5520
2496,0.549019,196882,23625840,0.000126665,46,5520
2504,0.55108,197618,23714160,0.000127326,46,5520
2512,0.553134,198354,23802480,0.000127399,46,5520
2520,0.555185,199090,23890800,0.000126352,46,5520
2528,0.557227,199826,23979120,0.000126479,46,5520
2536,0.559275,200562,24067440,0.000128233,46,5520
2544,0.561325,201298,24155760,0.000128198,46,5520
2552,0.563379,202034,24244080,0.000126532,46,5520
2560,0.565435,202770,24332400,0.000126946,46,5520
2568,0.567492,203506,24420720,0.000126945,46,5520
2576,0.569537,204242,24509040,0.000126745,46,5520
2584,0.571585,204978,24597360,0.000127842,46,5520
2592,0.573615,205714,24685680,0.000127865,46,5520
2600,0.575668,206450,24774000,0.00012644,46,5520
2608,0.577723,207186,24862320,0.000127248,46,5520
2616,0.579776,207922,24950640,0.000127311,46,5520
2624,0.581839,208658,25038960,0.000126457,46,5520
2632,0.583882,209394,25127280,0.000126641,46,5520
2640,0.585927,210130,25215600,0.000128865,46,5520
2648,0.58796,210866,25303920,0.000127999,46,5520
2656,0.590017,211602,25392240,0.000126449,46,5520
2664,0.592066,212338,25480560,0.000127,46,5520
2672,0.594111,213074,25568880,0.000127019,46,5520
2680,0.59616,213810,25657200,0.000126275,46,5520
2688,0.598209,214546,25745520,0.000127767,46,5520
2696,0.600259,215282,25833840,0.000128366,46,5520
2704,0.602313,216018,25922160,0.00012637,46,5520
2712,0.60437,216754,26010480,0.000126872,46,5520
2720,0.606419,217490,26098800,0.000127111,46,5520
2728,0.608462,218226,26187120,0.000126824,46,5520
2736,0.610508,218962,26275440,0.00012803,46,5520
2744,0.612558,219698,26363760,0.000127836,46,5520
2752,0.614597,220434,26452080,0.000127973,46,5520
2760,0.61665,221170,26540400,0.000126513,46,5520
2768,0.618707,221906,26628720,0.000127452,46,5520
2776,0.620765,222642,26717040,0.000126989,46,5520
2784,0.622814,223378,26805360,0.000126712,46,5520
2792,0.624863,224114,26893680,0.000128041,46,5520
2800,0.626908,224850,26982000,0.000128139,46,5520
2808,0.628965,225586,27070320,0.000126498,46,5520
2816,0.631021,226322,27158640,0.000126622,46,5520
2824,0.633078,227058,27246960,0.000127357,46,5520
2832,0.635126,227794,27335280,0.000126432,46,5520
2840,0.637173,228530,27423600,0.000128041,46,5520
2848,0.639226,229266,27511920,0.000127843,46,5520
2856,0.641289,230002,27600240,0.000126567,46,5520
2864,0.643345,230738,27688560,0.000127242,46,5520
2872,0.645402,231474,27776880,0.000127034,46,5520
2880,0.647465,232210,27865200,0.000126711,46,5520
2888,0.649511,232946,27953520,0.000126179,46,5520
2896,0.651559,233682,28041840,0.00012767,46,5520
2904,0.65361,234418,28130160,0.000128068,46,5520
2912,0.655662,235154,28218480,0.000126533,46,5520
2920,0.657728,235890,28306800,0.000127525,46,5520
2928,0.659791,236626,28395120,0.0001274,46,5520
2936,0.661844,237362,28483440,0.000126599,46,5520
2944,0.6639,238098,28571760,0.000128044,46,5520
2952,0.665956,238834,28660080,0.000127892,46,5520
2960,0.668022,239570,28748400,0.000126309,46,5520
2968,0.670081,240306,28836720,0.000127111,46,5520
2976,0.672141,241042,28925040,0.000127252,46,5520
2984,0.674191,241778,29013360,0.000126507,46,5520
2992,0.676242,242514,29101680,0.00012794,46,5520
3000,0.678293,243250,29190000,0.000127931,46,5520
3008,0.680343,243986,29278320,0.000126458,46,5520
3016,0.682402,244722,29366640,0.000126405,46,5520
3024,0.684459,245458,29454960,0.000127318,46,5520
3032,0.686515,246194,29543280,0.000127228,46,5520
3040,0.688554,246930,29631600,0.000126804,46,5520
3048,0.69061,247666,29719920,0.000128402,46,5520
3056,0.692657,248402,29808240,0.000127823,46,5520
3064,0.69472,249138,29896560,0.000126519,46,5520
3072,0.696776,249874,29984880,0.00012752,46,5520
3080,0.698853,250610,30073200,0.000127092,46,5520
3088,0.700908,251346,30161520,0.000126485,46,5520
3096,0.702967,252082,30249840,0.000127944,46,5520
3104,0.705012,252818,30338160,0.000128133,46,5520
3112,0.707075,253554,30426480,0.000126452,46,5520
3120,0.709135,254290,30514800,0.000127516,46,5520
3128,0.711194,255026,30603120,0.000126823,46,5520
3136,0.713238,255762,30691440,0.000126131,46,5520
3144,0.715294,256498,30779760,0.000126871,46,5520
3152,0.717357,257234,30868080,0.000128998,46,5520
3160,0.71941,257970,30956400,0.000129151,46,5520
3168,0.721485,258706,31044720,0.000126824,46,5520
3176,0.72354,259442,31133040,0.000127116,46,5520
3184,0.725602,260178,31221360,0.000127053,46,5520
3192,0.727657,260914,31309680,0.000126409,46,5520
3200,0.729712,261650,31398000,0.000128029,46,5520
3208,0.731769,262386,31486320,0.000128005,46,5520
3216,0.733834,263122,31574640,0.000126721,46,5520
3224,0.735894,263858,31662960,0.000127377,46,5520
3232,0.737955,264594,31751280,0.000127256,46,5520
3240,0.740017,265330,31839600,0.000126568,46,5520
3248,0.742067,266066,31927920,0.000129061,46,5520
3256,0.744132,266802,32016240,0.000128945,46,5520
3264,0.746209,267538,32104560,0.000127596,46,5520
3272,0.748292,268274,32192880,0.000128208,46,5520
3280,0.750366,269010,32281200,0.000128352,46,5520
3288,0.752441,269746,32369520,0.00012765,46,5520
3296,0.754512,270482,32457840,0.000129252,46,5520
3304,0.756586,271218,32546160,0.000128838,46,5520
3312,0.758664,271954,32634480,0.000127339,46,5520
3320,0.760729,272690,32722800,0.000126991,46,5520
3328,0.762806,273426,32811120,0.000128437,46,5520
3336,0.764869,274162,32899440,0.000127486,46,5520
3344,0.766941,274898,32987760,0.000129095,46,5520
3352,0.769014,275634,33076080,0.000128871,46,5520
3360,0.771104,276370,33164400,0.000127518,46,5520
3368,0.773179,277106,33252720,0.000127921,46,5520
3376,0.775239,277842,33341040,0.000127181,46,5520
3384,0.777292,278578,33429360,0.000126292,46,5520
3392,0.779355,279314,33517680,0.000127349,46,5520
3400,0.781413,280050,33606000,0.000128065,46,5520
3408,0.783471,280786,33694320,0.000126559,46,5520
3416,0.785532,281522,33782640,0.000127177,46,5520
3424,0.787611,282258,33870960,0.000128228,46,5520
3432,0.789679,282994,33959280,0.000126846,46,5520
3440,0.791738,283730,34047600,0.000127945,46,5520
3448,0.793798,284466,34135920,0.000127976,46,5520
3456,0.795868,285202,34224240,0.000127607,46,5520
3464,0.797939,285938,34312560,0.000127377,46,5520
3472,0.800006,286674,34400880,0.000127386,46,5520
3480,0.802066,287410,34489200,0.000127468,46,5520
3488,0.804119,288146,34577520,0.000127285,46,5520
3496,0.806179,288882,34665840,0.00012803,46,5520
3504,0.808244,289618,34754160,0.000127146,46,5520
3512,0.81031,290354,34842480,0.000127315,46,5520
3520,0.812376,291090,34930800,0.000127162,46,5520
3528,0.814459,291826,35019120,0.000127906,46,5520
3536,0.816536,292562,35107440,0.00012752,46,5520
3544,0.818608,293298,35195760,0.000128368,46,5520
3552,0.820667,294034,35284080,0.000128056,46,5520
3560,0.822735,294770,35372400,0.000126862,46,5520
3568,0.824802,295506,35460720,0.000127081,46,5520
3576,0.826863,296242,35549040,0.000127257,46,5520
3584,0.828919,296978,35637360,0.000126704,46,5520
3592,0.830978,297714,35725680,0.00012797,46,5520
3600,0.83304,298450,35814000,0.000128268,46,5520
3608,0.835108,299186,35902320,0.000126567,46,5520
3616,0.83717,299922,35990640,0.000127254,46,5520
3624,0.839229,300658,36078960,0.000127359,46,5520
3632,0.841287,301394,36167280,0.00012656,46,5520
3640,0.843348,302130,36255600,0.000127958,46,5520
3648,0.845404,302866,36343920,0.000128209,46,5520
3656,0.847495,303602,36432240,0.000127594,46,5520
3664,0.849574,304338,36520560,0.000127871,46,5520
3672,0.851627,305074,36608880,0.000127384,46,5520
3680,0.853684,305810,36697200,0.000126822,46,5520
3688,0.855744,306546,36785520,0.000127801,46,5520
3696,0.857795,307282,36873840,0.000128049,46,5520
3704,0.859851,308018,36962160,0.000126161,46,5520
3712,0.861916,308754,37050480,0.000128206,46,5520
3720,0.864,309490,37138800,0.000128614,46,5520
3728,0.866068,310226,37227120,0.000127829,46,5520
3736,0.868142,310962,37315440,0.000129086,46,5520
3744,0.870213,311698,37403760,0.000128537,46,5520
3752,0.872293,312434,37492080,0.000127816,46,5520
3760,0.874374,313170,37580400,0.000128266,46,5520
3768,0.876447,313906,37668720,0.000128129,46,5520
3776,0.878522,314642,37757040,0.000127672,46,5520
3784,0.880581,315378,37845360,0.000127784,46,5520
3792,0.882638,316114,37933680,0.000127897,46,5520
3800,0.884698,316850,38022000,0.000126586,46,5520
3808,0.886765,317586,38110320,0.000127671,46,5520
3816,0.888831,318322,38198640,0.000126995,46,5520
3824,0.890901,319058,38286960,0.000126502,46,5520
3832,0.89296,319794,38375280,0.000126793,46,5520
3840,0.895016,320530,38463600,0.000127662,46,5520
3848,0.897071,321266,38551920,0.000127693,46,5520
3856,0.899138,322002,38640240,0.000125813,46,5520
3864,0.901204,322738,38728560,0.000127428,46,5520
3872,0.903262,323474,38816880,0.000127351,46,5520
3880,0.905318,324210,38905200,0.000126698,46,5520
3888,0.907371,324946,38993520,0.000127955,46,5520
3896,0.909436,325682,39081840,0.000129186,46,5520
3904,0.911514,326418,39170160,0.000127383,46,5520
3912,0.913604,327154,39258480,0.000128445,46,5520
3920,0.915685,327890,39346800,0.000128213,46,5520
3928,0.917745,328626,39435120,0.000127557,46,5520
3936,0.919814,329362,39523440,0.000128679,46,5520
3944,0.921891,330098,39611760,0.000128655,46,5520
3952,0.923969,330834,39700080,0.000126845,46,5520
3960,0.926044,331570,39788400,0.000128344,46,5520
3968,0.92812,332306,39876720,0.000128218,46,5520
3976,0.93019,333042,39965040,0.000127572,46,5520
3984,0.932265,333778,40053360,0.000128926,46,5520
3992,0.93434,334514,40141680,0.000128816,46,5520
4000,0.936421,335250,40230000,0.00012746,46,5520
4008,0.938503,335986,40318320,0.00012848,46,5520
4016,0.940585,336722,40406640,0.000128268,46,5520
4024,0.942647,337458,40494960,0.000126529,46,5520
4032,0.944707,338194,40583280,0.000129064,46,5520
4040,0.946769,338930,40671600,0.000128903,46,5520
4048,0.948844,339666,40759920,0.000127421,46,5520
4056,0.950921,340402,40848240,0.000128133,46,5520
4064,0.952999,341138,40936560,0.000128584,46,5520
4072,0.955078,341874,41024880,0.000127563,46,5520
4080,0.957153,342610,41113200,0.000129097,46,5520
4088,0.959229,343346,41201520,0.000129129,46,5520
4096,0.961294,344082,41289840,6.54417e-05,24,2880
4104,0.963816,344882,41385840,0.000136589,50,6000
4112,0.965946,345682,41481840,0.000139317,50,6000
4120,0.968066,346482,41577840,0.000138547,50,6000
4128,0.970207,347282,41673840,0.00013874,50,6000
4136,0.97236,348082,41769840,0.000137409,50,6000
4144,0.974507,348882,41865840,0.000138049,50,6000
4152,0.976665,349682,41961840,0.000137658,50,6000
4160,0.97882,350482,42057840,0.000138764,50,6000
4168,0.981003,351282,42153840,0.000137244,50,6000
4176,0.983199,352082,42249840,0.000138001,50,6000
4184,0.985369,352882,42345840,0.000137421,50,6000
4192,0.987526,353682,42441840,0.00013855,50,6000
4200,0.989696,354482,42537840,0.000138283,50,6000
4208,0.991864,355282,42633840,0.000138225,50,6000
4216,0.994056,356082,42729840,0.00013809,50,6000
4224,0.996241,356882,42825840,0.000138904,50,6000
4232,0.998423,357682,42921840,0.00013911,50,6000
4240,1.00061,358482,43017840,0.000138144,50,6000
4248,1.00278,359282,43113840,0.000137887,50,6000
4256,1.00498,360082,43209840,0.000137454,50,6000
4264,1.00716,360882,43305840,0.000138788,50,6000
