n,fill,fill_accesses,fill_bytes,read,read_accesses,read_bytes,rar,rar_accesses,rar_bytes
216,0.982174,641596,138584736,0.00303612,1988,429408,0.00303431,1988,429408
224,1.03071,673404,145455264,0.00301572,1988,429408,0.00301698,1988,429408
232,1.07922,705212,152325792,0.00303351,1988,429408,0.00302165,1988,429408
240,1.12767,737020,159196320,0.00304042,1988,429408,0.00303535,1988,429408
248,1.17619,768828,166066848,0.0030332,1988,429408,0.00303175,1988,429408
256,1.22462,800636,172937376,0.00170065,1120,241920,0.00170071,1120,241920
264,1.28549,841020,181660320,0.00382889,2524,545184,0.00382999,2524,545184
272,1.34669,881404,190383264,0.0038068,2524,545184,0.00379745,2524,545184
280,1.40797,921788,199106208,0.00383207,2524,545184,0.00382757,2524,545184
288,1.4692,962172,207829152,0.00382698,2524,545184,0.00382721,2524,545184
296,1.53039,1002556,216552096,0.00382439,2524,545184,0.00384116,2524,545184
304,1.59165,1042940,225275040,0.00383743,2524,545184,0.00384677,2524,545184
312,1.65273,1083324,233997984,0.00383052,2524,545184,0.00382575,2524,545184
320,1.71413,1123708,242720928,0.00383182,2524,545184,0.00383892,2524,545184
328,1.77545,1164092,251443872,0.00383691,2524,545184,0.00383626,2524,545184
336,1.83658,1204476,260166816,0.0038209,2524,545184,0.0038359,2524,545184
344,1.89783,1244860,268889760,0.00381843,2524,545184,0.00383208,2524,545184
352,1.95901,1285244,277612704,0.0038458,2524,545184,0.00383272,2524,545184
360,2.02015,1325628,286335648,0.00379386,2524,545184,0.00384956,2524,545184
368,2.08171,1366012,295058592,0.00383247,2524,545184,0.0038311,2524,545184
376,2.14299,1406396,303781536,0.00383278,2524,545184,0.00382628,2524,545184
384,2.20437,1446780,312504480,0.00383643,2524,545184,0.00383787,2524,545184
392,2.26557,1487164,321227424,0.00383449,2524,545184,0.0038122,2524,545184
400,2.32689,1527548,329950368,0.00383123,2524,545184,0.00383099,2524,545184
408,2.38804,1567932,338673312,0.0038286,2524,545184,0.00380642,2524,545184
416,2.44897,1608316,347396256,0.00382556,2524,545184,0.0038466,2524,545184
424,2.51031,1648700,356119200,0.00382612,2524,545184,0.00383381,2524,545184
432,2.57121,1689084,364842144,0.00383408,2524,545184,0.00380956,2524,545184
440,2.63219,1729468,373565088,0.00382713,2524,545184,0.00383615,2524,545184
448,2.69332,1769852,382288032,0.00382864,2524,545184,0.00383806,2524,545184
456,2.75456,1810236,391010976,0.00382859,2524,545184,0.00383406,2524,545184
464,2.81581,1850620,399733920,0.0038278,2524,545184,0.00383479,2524,545184
472,2.8771,1891004,408456864,0.0038335,2524,545184,0.00383154,2524,545184
480,2.93819,1931388,417179808,0.00381231,2524,545184,0.00382082,2524,545184
488,2.99941,1971772,425902752,0.0037959,2524,545184,0.00381678,2524,545184
496,3.0603,2012156,434625696,0.00380535,2524,545184,0.00383043,2524,545184
504,3.12144,2052540,443348640,0.0038456,2524,545184,0.00383626,2524,545184
512,3.18254,2092924,452071584,0.00212825,1404,303264,0.00212075,1404,303264
520,3.25823,2143548,463006368,0.00477082,3164,683424,0.00477676,3164,683424
528,3.33475,2194172,473941152,0.00478603,3164,683424,0.00478259,3164,683424
536,3.4112,2244796,484875936,0.00477631,3164,683424,0.00476322,3164,683424
544,3.48778,2295420,495810720,0.0047809,3164,683424,0.00478011,3164,683424
552,3.56408,2346044,506745504,0.00477319,3164,683424,0.00475707,3164,683424
560,3.6406,2396668,517680288,0.00478762,3164,683424,0.00481179,3164,683424
568,3.71684,2447292,528615072,0.00477307,3164,683424,0.00477361,3164,683424
576,3.79321,2497916,539549856,0.00478126,3164,683424,0.00474918,3164,683424
584,3.86969,2548540,550484640,0.00477238,3164,683424,0.00477725,3164,683424
592,3.94596,2599164,561419424,0.00477731,3164,683424,0.00477766,3164,683424
600,4.02235,2649788,572354208,0.00476187,3164,683424,0.00477085,3164,683424
608,4.09881,2700412,583288992,0.00477641,3164,683424,0.00478022,3164,683424
616,4.17511,2751036,594223776,0.00475425,3164,683424,0.00506227,3164,683424
624,4.2514,2801660,605158560,0.00472998,3164,683424,0.00478378,3164,683424
632,4.328,2852284,616093344,0.00477247,3164,683424,0.00477237,3164,683424
640,4.40458,2902908,627028128,0.00479413,3164,683424,0.00478646,3164,683424
648,4.48095,2953532,637962912,0.00476558,3164,683424,0.00476677,3164,683424
656,4.55719,3004156,648897696,0.0047719,3164,683424,0.00478141,3164,683424
664,4.63312,3054780,659832480,0.00477766,3164,683424,0.00477785,3164,683424
672,4.70938,3105404,670767264,0.00507194,3164,683424,0.00479342,3164,683424
680,4.78576,3156028,681702048,0.0047481,3164,683424,0.00478462,3164,683424
688,4.86219,3206652,692636832,0.0047845,3164,683424,0.00478728,3164,683424
696,4.93871,3257276,703571616,0.00477947,3164,683424,0.00477983,3164,683424
704,5.01518,3307900,714506400,0.00477887,3164,683424,0.00477172,3164,683424
712,5.09151,3358524,725441184,0.00477353,3164,683424,0.00477299,3164,683424
720,5.16772,3409148,736375968,0.00476608,3164,683424,0.00475634,3164,683424
728,5.24698,3459772,747310752,0.0047749,3164,683424,0.00473733,3164,683424
736,5.32287,3510396,758245536,0.00471387,3164,683424,0.00478024,3164,683424
744,5.39891,3561020,769180320,0.00478486,3164,683424,0.00476963,3164,683424
752,5.47533,3611644,780115104,0.00476353,3164,683424,0.00474013,3164,683424
760,5.5517,3662268,791049888,0.00478395,3164,683424,0.00479359,3164,683424
768,5.62736,3712892,801984672,0.00476689,3164,683424,0.00476264,3164,683424
776,5.70375,3763516,812919456,0.00477532,3164,683424,0.00477066,3164,683424
784,5.78315,3814140,823854240,0.00477463,3164,683424,0.00478872,3164,683424
792,5.8594,3864764,834789024,0.00476978,3164,683424,0.00475307,3164,683424
800,5.93549,3915388,845723808,0.0047796,3164,683424,0.00476806,3164,683424
808,6.01167,3966012,856658592,0.00476503,3164,683424,0.00475854,3164,683424
816,6.08777,4016636,867593376,0.00477857,3164,683424,0.00478402,3164,683424
824,6.16428,4067260,878528160,0.00476568,3164,683424,0.00478297,3164,683424
832,6.24077,4117884,889462944,0.0047611,3164,683424,0.00478234,3164,683424
840,6.32014,4168508,900397728,0.00476263,3164,683424,0.00476076,3164,683424
848,6.39614,4219132,911332512,0.0047827,3164,683424,0.00475355,3164,683424
856,6.4723,4269756,922267296,0.00475219,3164,683424,0.00475632,3164,683424
864,6.54857,4320380,933202080,0.00475068,3164,683424,0.00479334,3164,683424
872,6.62512,4371004,944136864,0.00476063,3164,683424,0.00476155,3164,683424
880,6.70063,4421628,955071648,0.004776,3164,683424,0.00477728,3164,683424
888,6.7768,4472252,966006432,0.00477006,3164,683424,0.00476263,3164,683424
896,6.85356,4522876,976941216,0.00478334,3164,683424,0.00469288,3164,683424
904,6.92966,4573500,987876000,0.00477834,3164,683424,0.0047814,3164,683424
912,7.00606,4624124,998810784,0.00478304,3164,683424,0.00478652,3164,683424
920,7.08244,4674748,1009745568,0.004768,3164,683424,0.0047708,3164,683424
928,7.1588,4725372,1020680352,0.00478934,3164,683424,0.00474864,3164,683424
936,7.23511,4775996,1031615136,0.00476883,3164,683424,0.0047681,3164,683424
944,7.31156,4826620,1042549920,0.00476667,3164,683424,0.00507727,3164,683424
952,7.38794,4877244,1053484704,0.00477582,3164,683424,0.00473852,3164,683424
960,7.46406,4927868,1064419488,0.00478038,3164,683424,0.0047435,3164,683424
968,7.5404,4978492,1075354272,0.00477477,3164,683424,0.00477263,3164,683424
976,7.61663,5029116,1086289056,0.00475381,3164,683424,0.00477743,3164,683424
984,7.69281,5079740,1097223840,0.00478401,3164,683424,0.00477742,3164,683424
992,7.76902,5130364,1108158624,0.00475775,3164,683424,0.00478423,3164,683424
1000,7.84537,5180988,1119093408,0.00476157,3164,683424,0.00508463,3164,683424
1008,7.92169,5231612,1130028192,0.00476985,3164,683424,0.00476783,3164,683424
1016,7.99768,5282236,1140962976,0.00477544,3164,683424,0.00477835,3164,683424
1024,8.07429,5332860,1151897760,0.00262485,1760,380160,0.00264968,1760,380160
1032,8.16622,5394812,1165279392,0.00581452,3872,836352,0.00582766,3872,836352
1040,8.25915,5456764,1178661024,0.00583108,3872,836352,0.00582913,3872,836352
1048,8.35225,5518716,1192042656,0.00582572,3872,836352,0.00583118,3872,836352
1056,8.44821,5580668,1205424288,0.00583729,3872,836352,0.00582819,3872,836352
1064,8.54128,5642620,1218805920,0.00582622,3872,836352,0.00580978,3872,836352
1072,8.63468,5704572,1232187552,0.00583177,3872,836352,0.00583325,3872,836352
1080,8.72746,5766524,1245569184,0.00581773,3872,836352,0.00582632,3872,836352
1088,8.82052,5828476,1258950816,0.00584066,3872,836352,0.00582227,3872,836352
1096,8.91402,5890428,1272332448,0.00581872,3872,836352,0.00612767,3872,836352
1104,9.0069,5952380,1285714080,0.00583353,3872,836352,0.00581111,3872,836352
1112,9.09989,6014332,1299095712,0.00577631,3872,836352,0.00583307,3872,836352
1120,9.19283,6076284,1312477344,0.00580629,3872,836352,0.00576824,3872,836352
1128,9.28588,6138236,1325858976,0.00580403,3872,836352,0.00581487,3872,836352
1136,9.37822,6200188,1339240608,0.00580672,3872,836352,0.00578982,3872,836352
1144,9.47428,6262140,1352622240,0.0058265,3872,836352,0.00579847,3872,836352
1152,9.56733,6324092,1366003872,0.00581576,3872,836352,0.00580223,3872,836352
1160,9.66023,6386044,1379385504,0.00583394,3872,836352,0.0058278,3872,836352
1168,9.75347,6447996,1392767136,0.00581279,3872,836352,0.00583627,3872,836352
1176,9.84625,6509948,1406148768,0.00582998,3872,836352,0.00581528,3872,836352
1184,9.93921,6571900,1419530400,0.00578236,3872,836352,0.00582922,3872,836352
1192,10.0322,6633852,1432912032,0.00575281,3872,836352,0.00584366,3872,836352
1200,10.1251,6695804,1446293664,0.00582588,3872,836352,0.00583438,3872,836352
1208,10.218,6757756,1459675296,0.00580165,3872,836352,0.00580934,3872,836352
1216,10.3107,6819708,1473056928,0.005809,3872,836352,0.00583383,3872,836352
1224,10.4034,6881660,1486438560,0.00579589,3872,836352,0.00581046,3872,836352
1232,10.4956,6943612,1499820192,0.00609831,3872,836352,0.00582033,3872,836352
1240,10.5876,7005564,1513201824,0.00576977,3872,836352,0.00579179,3872,836352
1248,10.6806,7067516,1526583456,0.00575434,3872,836352,0.00577276,3872,836352
1256,10.7728,7129468,1539965088,0.00578138,3872,836352,0.00578031,3872,836352
1264,10.8661,7191420,1553346720,0.00575517,3872,836352,0.00579238,3872,836352
1272,10.9593,7253372,1566728352,0.00583408,3872,836352,0.00583457,3872,836352
1280,11.0549,7315324,1580109984,0.00583778,3872,836352,0.00584609,3872,836352
1288,11.1478,7377276,1593491616,0.00576992,3872,836352,0.00582307,3872,836352
1296,11.2407,7439228,1606873248,0.00578251,3872,836352,0.00581571,3872,836352
1304,11.3336,7501180,1620254880,0.00581875,3872,836352,0.00581885,3872,836352
1312,11.4263,7563132,1633636512,0.005795,3872,836352,0.00581143,3872,836352
1320,11.5188,7625084,1647018144,0.00580875,3872,836352,0.0058142,3872,836352
1328,11.6116,7687036,1660399776,0.00579961,3872,836352,0.00577685,3872,836352
1336,11.7033,7748988,1673781408,0.00580742,3872,836352,0.00580765,3872,836352
1344,11.7964,7810940,1687163040,0.00581206,3872,836352,0.00576396,3872,836352
1352,11.8896,7872892,1700544672,0.00580971,3872,836352,0.00580867,3872,836352
1360,11.9826,7934844,1713926304,0.00580045,3872,836352,0.00579327,3872,836352
1368,12.0758,7996796,1727307936,0.00609711,3872,836352,0.00584589,3872,836352
1376,12.1689,8058748,1740689568,0.00581511,3872,836352,0.00580849,3872,836352
1384,12.2615,8120700,1754071200,0.0058143,3872,836352,0.00583834,3872,836352
1392,12.3549,8182652,1767452832,0.00579837,3872,836352,0.00579114,3872,836352
1400,12.4476,8244604,1780834464,0.00582546,3872,836352,0.00580362,3872,836352
1408,12.5406,8306556,1794216096,0.00583113,3872,836352,0.00579573,3872,836352
1416,12.6366,8368508,1807597728,0.00580629,3872,836352,0.00575397,3872,836352
1424,12.7298,8430460,1820979360,0.00581241,3872,836352,0.0057598,3872,836352
1432,12.8229,8492412,1834360992,0.00582475,3872,836352,0.00582907,3872,836352
1440,12.916,8554364,1847742624,0.00580844,3872,836352,0.0058293,3872,836352
1448,13.0092,8616316,1861124256,0.00581564,3872,836352,0.00578007,3872,836352
1456,13.102,8678268,1874505888,0.00579316,3872,836352,0.0061373,3872,836352
1464,13.1951,8740220,1887887520,0.00582619,3872,836352,0.00578985,3872,836352
1472,13.2878,8802172,1901269152,0.00584208,3872,836352,0.00581026,3872,836352
1480,13.3808,8864124,1914650784,0.00580957,3872,836352,0.00579893,3872,836352
1488,13.4738,8926076,1928032416,0.00583693,3872,836352,0.00583478,3872,836352
1496,13.5661,8988028,1941414048,0.00578282,3872,836352,0.00578432,3872,836352
1504,13.6595,9049980,1954795680,0.00609585,3872,836352,0.00581162,3872,836352
1512,13.7524,9111932,1968177312,0.00578648,3872,836352,0.00581697,3872,836352
1520,13.8456,9173884,1981558944,0.00580639,3872,836352,0.00582995,3872,836352
1528,13.9388,9235836,1994940576,0.00582827,3872,836352,0.00580684,3872,836352
1536,14.0316,9297788,2008322208,0.0058102,3872,836352,0.00580348,3872,836352
1544,14.1251,9359740,2021703840,0.00574677,3872,836352,0.0057834,3872,836352
1552,14.2181,9421692,2035085472,0.00580753,3872,836352,0.00581403,3872,836352
1560,14.3109,9483644,2048467104,0.00583152,3872,836352,0.00579072,3872,836352
1568,14.4036,9545596,2061848736,0.00582298,3872,836352,0.00582523,3872,836352
1576,14.4967,9607548,2075230368,0.0058188,3872,836352,0.00581723,3872,836352
1584,14.5896,9669500,2088612000,0.00583035,3872,836352,0.00580807,3872,836352
1592,14.6825,9731452,2101993632,0.00580598,3872,836352,0.00612901,3872,836352
1600,14.7762,9793404,2115375264,0.00582756,3872,836352,0.00582122,3872,836352
1608,14.8691,9855356,2128756896,0.0058181,3872,836352,0.00574471,3872,836352
1616,14.962,9917308,2142138528,0.00578511,3872,836352,0.00581171,3872,836352
1624,15.0548,9979260,2155520160,0.00581201,3872,836352,0.00576404,3872,836352
1632,15.1483,10041212,2168901792,0.00577087,3872,836352,0.0058212,3872,836352
1640,15.2439,10103164,2182283424,0.00577954,3872,836352,0.00584338,3872,836352
1648,15.3365,10165116,2195665056,0.00581351,3872,836352,0.00579776,3872,836352
1656,15.4293,10227068,2209046688,0.00578587,3872,836352,0.00575365,3872,836352
1664,15.5222,10289020,2222428320,0.00578444,3872,836352,0.00577833,3872,836352
1672,15.6154,10350972,2235809952,0.00577421,3872,836352,0.00577837,3872,836352
1680,15.7085,10412924,2249191584,0.00582454,3872,836352,0.00582002,3872,836352
1688,15.8016,10474876,2262573216,0.00582232,3872,836352,0.00580442,3872,836352
1696,15.8948,10536828,2275954848,0.00581703,3872,836352,0.00583127,3872,836352
1704,15.9879,10598780,2289336480,0.00576331,3872,836352,0.00580432,3872,836352
1712,16.081,10660732,2302718112,0.00582176,3872,836352,0.0057891,3872,836352
1720,16.1737,10722684,2316099744,0.00578204,3872,836352,0.00577977,3872,836352
1728,16.2667,10784636,2329481376,0.00611387,3872,836352,0.00579596,3872,836352
1736,16.3594,10846588,2342863008,0.00581802,3872,836352,0.00581296,3872,836352
1744,16.452,10908540,2356244640,0.00583129,3872,836352,0.00582125,3872,836352
1752,16.5451,10970492,2369626272,0.00580133,3872,836352,0.00577726,3872,836352
1760,16.6378,11032444,2383007904,0.0057894,3872,836352,0.0057693,3872,836352
1768,16.7306,11094396,2396389536,0.0058087,3872,836352,0.00578531,3872,836352
1776,16.8262,11156348,2409771168,0.00582267,3872,836352,0.00576668,3872,836352
1784,16.9194,11218300,2423152800,0.00583673,3872,836352,0.00584185,3872,836352
1792,17.0127,11280252,2436534432,0.00583569,3872,836352,0.00580898,3872,836352
1800,17.1058,11342204,2449916064,0.00581492,3872,836352,0.00581865,3872,836352
1808,17.1983,11404156,2463297696,0.00583084,3872,836352,0.0058163,3872,836352
1816,17.2915,11466108,2476679328,0.00581514,3872,836352,0.0059065,3872,836352
1824,17.3857,11528060,2490060960,0.00581724,3872,836352,0.00582356,3872,836352
1832,17.4789,11590012,2503442592,0.00581285,3872,836352,0.00579163,3872,836352
1840,17.5721,11651964,2516824224,0.00581312,3872,836352,0.00580423,3872,836352
1848,17.6656,11713916,2530205856,0.00579692,3872,836352,0.00582645,3872,836352
1856,17.759,11775868,2543587488,0.00581578,3872,836352,0.00582177,3872,836352
1864,17.8522,11837820,2556969120,0.00614171,3872,836352,0.00582905,3872,836352
1872,17.9449,11899772,2570350752,0.00581194,3872,836352,0.00578568,3872,836352
1880,18.0378,11961724,2583732384,0.00580425,3872,836352,0.00580289,3872,836352
1888,18.1307,12023676,2597114016,0.00581695,3872,836352,0.00581158,3872,836352
1896,18.2236,12085628,2610495648,0.00581218,3872,836352,0.00575328,3872,836352
1904,18.3163,12147580,2623877280,0.00582281,3872,836352,0.00582678,3872,836352
1912,18.4124,12209532,2637258912,0.00579532,3872,836352,0.00576416,3872,836352
1920,18.5055,12271484,2650640544,0.00584203,3872,836352,0.0058331,3872,836352
1928,18.598,12333436,2664022176,0.00582869,3872,836352,0.00585254,3872,836352
1936,18.6909,12395388,2677403808,0.00584375,3872,836352,0.00581822,3872,836352
1944,18.7838,12457340,2690785440,0.0058356,3872,836352,0.00580943,3872,836352
1952,18.877,12519292,2704167072,0.0058156,3872,836352,0.00613532,3872,836352
1960,18.9702,12581244,2717548704,0.00583936,3872,836352,0.00580587,3872,836352
1968,19.0634,12643196,2730930336,0.00578965,3872,836352,0.00580111,3872,836352
1976,19.1558,12705148,2744311968,0.00581478,3872,836352,0.00582972,3872,836352
1984,19.2488,12767100,2757693600,0.00578471,3872,836352,0.00578722,3872,836352
1992,19.3415,12829052,2771075232,0.00583135,3872,836352,0.00581288,3872,836352
2000,19.4375,12891004,2784456864,0.00583564,3872,836352,0.00581606,3872,836352
2008,19.5302,12952956,2797838496,0.00579622,3872,836352,0.00582509,3872,836352
2016,19.6234,13014908,2811220128,0.00576938,3872,836352,0.00578399,3872,836352
2024,19.7167,13076860,2824601760,0.0058329,3872,836352,0.00582069,3872,836352
2032,19.8099,13138812,2837983392,0.00580021,3872,836352,0.0058227,3872,836352
2040,19.9031,13200764,2851365024,0.00583602,3872,836352,0.00583215,3872,836352
2048,19.9963,13262716,2864746656,0.00318539,2112,456192,0.00315556,2112,456192
2056,20.1058,13336444,2880671904,0.00686872,4608,995328,0.0069085,4608,995328
2064,20.2168,13410172,2896597152,0.00690654,4608,995328,0.00686676,4608,995328
2072,20.3273,13483900,2912522400,0.00689125,4608,995328,0.00694416,4608,995328
2080,20.4374,13557628,2928447648,0.00693381,4608,995328,0.00690934,4608,995328
2088,20.5479,13631356,2944372896,0.00691372,4608,995328,0.00687994,4608,995328
2096,20.6583,13705084,2960298144,0.00692071,4608,995328,0.00685491,4608,995328
2104,20.7687,13778812,2976223392,0.00691504,4608,995328,0.00694177,4608,995328
2112,20.8791,13852540,2992148640,0.00695324,4608,995328,0.00690343,4608,995328
2120,20.99,13926268,3008073888,0.00690141,4608,995328,0.00718358,4608,995328
2128,21.1008,13999996,3023999136,0.00694203,4608,995328,0.00690943,4608,995328
2136,21.2112,14073724,3039924384,0.00693013,4608,995328,0.00688758,4608,995328
2144,21.3215,14147452,3055849632,0.00689024,4608,995328,0.00693541,4608,995328
2152,21.4321,14221180,3071774880,0.00690325,4608,995328,0.00690977,4608,995328
2160,21.542,14294908,3087700128,0.00724521,4608,995328,0.0069298,4608,995328
2168,21.6531,14368636,3103625376,0.0069369,4608,995328,0.00694525,4608,995328
2176,21.7636,14442364,3119550624,0.00690211,4608,995328,0.00690103,4608,995328
2184,21.8747,14516092,3135475872,0.00693244,4608,995328,0.00694128,4608,995328
2192,21.9855,14589820,3151401120,0.00690661,4608,995328,0.00693503,4608,995328
2200,22.0967,14663548,3167326368,0.00694989,4608,995328,0.00692988,4608,995328
2208,22.2075,14737276,3183251616,0.0069632,4608,995328,0.00693413,4608,995328
2216,22.3183,14811004,3199176864,0.00694196,4608,995328,0.00690446,4608,995328
2224,22.429,14884732,3215102112,0.00689845,4608,995328,0.00692506,4608,995328
2232,22.5394,14958460,3231027360,0.00690129,4608,995328,0.00689787,4608,995328
2240,22.6502,15032188,3246952608,0.0069114,4608,995328,0.0069333,4608,995328
2248,22.7613,15105916,3262877856,0.00687181,4608,995328,0.00691172,4608,995328
2256,22.8723,15179644,3278803104,0.00693132,4608,995328,0.0069155,4608,995328
2264,22.9834,15253372,3294728352,0.00693911,4608,995328,0.00692537,4608,995328
2272,23.0949,15327100,3310653600,0.00694404,4608,995328,0.00696213,4608,995328
2280,23.2061,15400828,3326578848,0.00693735,4608,995328,0.00695165,4608,995328
2288,23.317,15474556,3342504096,0.00695002,4608,995328,0.00691878,4608,995328
2296,23.428,15548284,3358429344,0.00692129,4608,995328,0.00693733,4608,995328
2304,23.5388,15622012,3374354592,0.00694176,4608,995328,0.00692713,4608,995328
2312,23.6493,15695740,3390279840,0.00695165,4608,995328,0.00687783,4608,995328
2320,23.7598,15769468,3406205088,0.00693867,4608,995328,0.00694762,4608,995328
2328,23.8709,15843196,3422130336,0.00694695,4608,995328,0.00692146,4608,995328
2336,23.9814,15916924,3438055584,0.00691644,4608,995328,0.00693872,4608,995328
2344,24.0915,15990652,3453980832,0.00692878,4608,995328,0.00695629,4608,995328
2352,24.2026,16064380,3469906080,0.00691305,4608,995328,0.00691884,4608,995328
2360,24.3133,16138108,3485831328,0.00692155,4608,995328,0.00691608,4608,995328
2368,24.4238,16211836,3501756576,0.00694387,4608,995328,0.00690151,4608,995328
2376,24.5345,16285564,3517681824,0.00694045,4608,995328,0.00692176,4608,995328
2384,24.6458,16359292,3533607072,0.00693108,4608,995328,0.00692043,4608,995328
2392,24.7567,16433020,3549532320,0.00694129,4608,995328,0.00691035,4608,995328
2400,24.8673,16506748,3565457568,0.00694804,4608,995328,0.006916,4608,995328
2408,24.9782,16580476,3581382816,0.00693508,4608,995328,0.00689052,4608,995328
2416,25.0892,16654204,3597308064,0.00692206,4608,995328,0.00692084,4608,995328
2424,25.2001,16727932,3613233312,0.00697537,4608,995328,0.0069829,4608,995328
2432,25.3108,16801660,3629158560,0.00691399,4608,995328,0.00692424,4608,995328
2440,25.4219,16875388,3645083808,0.00690156,4608,995328,0.00691736,4608,995328
2448,25.5328,16949116,3661009056,0.0069232,4608,995328,0.00699423,4608,995328
2456,25.6437,17022844,3676934304,0.00693929,4608,995328,0.0069003,4608,995328
2464,25.7549,17096572,3692859552,0.00694428,4608,995328,0.00693998,4608,995328
2472,25.8658,17170300,3708784800,0.0069409,4608,995328,0.00693009,4608,995328
2480,25.9765,17244028,3724710048,0.0069375,4608,995328,0.00691748,4608,995328
2488,26.0875,17317756,3740635296,0.00692118,4608,995328,0.00688403,4608,995328
2496,26.1988,17391484,3756560544,0.00694771,4608,995328,0.00693961,4608,995328
2504,26.3101,17465212,3772485792,0.00694716,4608,995328,0.00694877,4608,995328
2512,26.4206,17538940,3788411040,0.00691688,4608,995328,0.00694796,4608,995328
2520,26.5315,17612668,3804336288,0.00691246,4608,995328,0.00693778,4608,995328
2528,26.642,17686396,3820261536,0.00691555,4608,995328,0.00694473,4608,995328
2536,26.7526,17760124,3836186784,0.00695092,4608,995328,0.00694409,4608,995328
2544,26.8635,17833852,3852112032,0.00692914,4608,995328,0.00691031,4608,995328
2552,26.9745,17907580,3868037280,0.00691091,4608,995328,0.00691128,4608,995328
2560,27.0855,17981308,3883962528,0.0068993,4608,995328,0.00693027,4608,995328
2568,27.1964,18055036,3899887776,0.00694489,4608,995328,0.00690078,4608,995328
2576,27.3074,18128764,3915813024,0.00694021,4608,995328,0.00687981,4608,995328
2584,27.4181,18202492,3931738272,0.00693882,4608,995328,0.00690729,4608,995328
2592,27.5292,18276220,3947663520,0.00692834,4608,995328,0.00692691,4608,995328
2600,27.6406,18349948,3963588768,0.00691737,4608,995328,0.00695697,4608,995328
2608,27.7515,18423676,3979514016,0.00691412,4608,995328,0.00694632,4608,995328
2616,27.8622,18497404,3995439264,0.0069504,4608,995328,0.00692403,4608,995328
2624,27.9727,18571132,4011364512,0.00695408,4608,995328,0.0069312,4608,995328
2632,28.0836,18644860,4027289760,0.00692877,4608,995328,0.006936,4608,995328
2640,28.1944,18718588,4043215008,0.00691571,4608,995328,0.00694531,4608,995328
2648,28.3051,18792316,4059140256,0.00691552,4608,995328,0.0069518,4608,995328
2656,28.4161,18866044,4075065504,0.00694883,4608,995328,0.00697637,4608,995328
2664,28.5272,18939772,4090990752,0.00692675,4608,995328,0.00695478,4608,995328
2672,28.6381,19013500,4106916000,0.00693833,4608,995328,0.00693864,4608,995328
2680,28.7493,19087228,4122841248,0.0069485,4608,995328,0.00694728,4608,995328
2688,28.8602,19160956,4138766496,0.00695875,4608,995328,0.00695295,4608,995328
2696,28.9708,19234684,4154691744,0.00694562,4608,995328,0.00693124,4608,995328
2704,29.0818,19308412,4170616992,0.00693187,4608,995328,0.00689324,4608,995328
2712,29.1924,19382140,4186542240,0.00692136,4608,995328,0.00690577,4608,995328
2720,29.3033,19455868,4202467488,0.00693574,4608,995328,0.00692847,4608,995328
2728,29.4141,19529596,4218392736,0.00693612,4608,995328,0.00689416,4608,995328
2736,29.5249,19603324,4234317984,0.00694473,4608,995328,0.00692625,4608,995328
2744,29.636,19677052,4250243232,0.00692364,4608,995328,0.00692714,4608,995328
2752,29.7467,19750780,4266168480,0.00695402,4608,995328,0.00692071,4608,995328
2760,29.8577,19824508,4282093728,0.00691974,4608,995328,0.00690714,4608,995328
2768,29.969,19898236,4298018976,0.00685606,4608,995328,0.00691699,4608,995328
