n,fill,fill_accesses,fill_bytes
1113472,436.266,206176792,31338872384
1113600,436.302,206202904,31342841408
1113728,436.339,206229016,31346810432
1113856,436.375,206255128,31350779456
1113984,436.411,206281240,31354748480
1114112,436.448,206307352,31358717504
1114240,436.484,206333464,31362686528
1114368,436.52,206359576,31366655552
1114496,436.556,206385688,31370624576
1114624,436.592,206411800,31374593600
1114752,436.629,206437912,31378562624
1114880,436.665,206464024,31382531648
1115008,436.701,206490136,31386500672
1115136,436.737,206516248,31390469696
1115264,436.773,206542360,31394438720
1115392,436.809,206568472,31398407744
1115520,436.846,206594584,31402376768
1115648,436.882,206620696,31406345792
1115776,436.918,206646808,31410314816
1115904,436.954,206672920,31414283840
1116032,436.99,206699032,31418252864
1116160,437.026,206725144,31422221888
1116288,437.062,206751256,31426190912
1116416,437.098,206777368,31430159936
1116544,437.135,206803480,31434128960
1116672,437.174,206829592,31438097984
1116800,437.211,206855704,31442067008
1116928,437.247,206881816,31446036032
1117056,437.283,206907928,31450005056
1117184,437.319,206934040,31453974080
1117312,437.355,206960152,31457943104
1117440,437.391,206986264,31461912128
1117568,437.427,207012376,31465881152
1117696,437.464,207038488,31469850176
1117824,437.5,207064600,31473819200
1117952,437.536,207090712,31477788224
1118080,437.572,207116824,31481757248
1118208,437.608,207142936,31485726272
1118336,437.644,207169048,31489695296
1118464,437.68,207195160,31493664320
1118592,437.717,207221272,31497633344
1118720,437.753,207247384,31501602368
1118848,437.79,207273496,31505571392
1118976,437.826,207299608,31509540416
1119104,437.862,207325720,31513509440
1119232,437.898,207351832,31517478464
1119360,437.934,207377944,31521447488
1119488,437.971,207404056,31525416512
1119616,438.007,207430168,31529385536
1119744,438.043,207456280,31533354560
1119872,438.08,207482392,31537323584
1120000,438.116,207508504,31541292608
1120128,438.152,207534616,31545261632
1120256,438.188,207560728,31549230656
1120384,438.224,207586840,31553199680
1120512,438.26,207612952,31557168704
1120640,438.296,207639064,31561137728
1120768,438.333,207665176,31565106752
1120896,438.369,207691288,31569075776
1121024,438.406,207717400,31573044800
1121152,438.442,207743512,31577013824
1121280,438.478,207769624,31580982848
1121408,438.514,207795736,31584951872
1121536,438.55,207821848,31588920896
1121664,438.586,207847960,31592889920
1121792,438.623,207874072,31596858944
1121920,438.662,207900184,31600827968
1122048,438.699,207926296,31604796992
1122176,438.735,207952408,31608766016
1122304,438.771,207978520,31612735040
1122432,438.807,208004632,31616704064
1122560,438.843,208030744,31620673088
1122688,438.879,208056856,31624642112
1122816,438.916,208082968,31628611136
1122944,438.952,208109080,31632580160
1123072,438.988,208135192,31636549184
1123200,439.024,208161304,31640518208
1123328,439.06,208187416,31644487232
1123456,439.097,208213528,31648456256
1123584,439.134,208239640,31652425280
1123712,439.17,208265752,31656394304
1123840,439.206,208291864,31660363328
1123968,439.243,208317976,31664332352
1124096,439.279,208344088,31668301376
1124224,439.316,208370200,31672270400
1124352,439.352,208396312,31676239424
1124480,439.388,208422424,31680208448
1124608,439.425,208448536,31684177472
1124736,439.461,208474648,31688146496
1124864,439.497,208500760,31692115520
1124992,439.533,208526872,31696084544
1125120,439.57,208552984,31700053568
1125248,439.606,208579096,31704022592
1125376,439.642,208605208,31707991616
1125504,439.679,208631320,31711960640
1125632,439.715,208657432,31715929664
1125760,439.751,208683544,31719898688
1125888,439.788,208709656,31723867712
1126016,439.824,208735768,31727836736
1126144,439.86,208761880,31731805760
1126272,439.896,208787992,31735774784
1126400,439.932,208814104,31739743808
1126528,439.968,208840216,31743712832
1126656,440.005,208866328,31747681856
1126784,440.041,208892440,31751650880
1126912,440.077,208918552,31755619904
1127040,440.113,208944664,31759588928
1127168,440.15,208970776,31763557952
1127296,440.189,208996888,31767526976
1127424,440.226,209023000,31771496000
1127552,440.262,209049112,31775465024
1127680,440.298,209075224,31779434048
1127808,440.334,209101336,31783403072
1127936,440.37,209127448,31787372096
1128064,440.406,209153560,31791341120
1128192,440.443,209179672,31795310144
1128320,440.479,209205784,31799279168
1128448,440.516,209231896,31803248192
1128576,440.552,209258008,31807217216
1128704,440.588,209284120,31811186240
1128832,440.624,209310232,31815155264
1128960,440.661,209336344,31819124288
1129088,440.697,209362456,31823093312
1129216,440.75,209388568,31827062336
1129344,440.824,209414680,31831031360
1129472,440.898,209440792,31835000384
1129600,440.971,209466904,31838969408
1129728,441.045,209493016,31842938432
1129856,441.119,209519128,31846907456
1129984,441.193,209545240,31850876480
1130112,441.267,209571352,31854845504
1130240,441.34,209597464,31858814528
1130368,441.414,209623576,31862783552
1130496,441.488,209649688,31866752576
1130624,441.561,209675800,31870721600
1130752,441.635,209701912,31874690624
1130880,441.709,209728024,31878659648
1131008,441.783,209754136,31882628672
1131136,441.856,209780248,31886597696
1131264,441.93,209806360,31890566720
1131392,442.004,209832472,31894535744
1131520,442.077,209858584,31898504768
1131648,442.151,209884696,31902473792
1131776,442.225,209910808,31906442816
1131904,442.299,209936920,31910411840
1132032,442.372,209963032,31914380864
1132160,442.446,209989144,31918349888
1132288,442.52,210015256,31922318912
1132416,442.594,210041368,31926287936
1132544,442.667,210067480,31930256960
1132672,442.741,210093592,31934225984
1132800,442.815,210119704,31938195008
1132928,442.889,210145816,31942164032
1133056,442.963,210171928,31946133056
1133184,443.037,210198040,31950102080
1133312,443.111,210224152,31954071104
1133440,443.185,210250264,31958040128
1133568,443.259,210276376,31962009152
1133696,443.332,210302488,31965978176
1133824,443.406,210328600,31969947200
1133952,443.48,210354712,31973916224
1134080,443.554,210380824,31977885248
1134208,443.628,210406936,31981854272
1134336,443.702,210433048,31985823296
1134464,443.776,210459160,31989792320
1134592,443.849,210485272,31993761344
1134720,443.923,210511384,31997730368
1134848,443.997,210537496,32001699392
1134976,444.071,210563608,32005668416
1135104,444.145,210589720,32009637440
1135232,444.219,210615832,32013606464
1135360,444.293,210641944,32017575488
1135488,444.367,210668056,32021544512
1135616,444.441,210694168,32025513536
1135744,444.515,210720280,32029482560
1135872,444.589,210746392,32033451584
1136000,444.663,210772504,32037420608
1136128,444.737,210798616,32041389632
1136256,444.81,210824728,32045358656
1136384,444.884,210850840,32049327680
1136512,444.958,210876952,32053296704
1136640,445.032,210903064,32057265728
1136768,445.106,210929176,32061234752
1136896,445.179,210955288,32065203776
1137024,445.253,210981400,32069172800
1137152,445.327,211007512,32073141824
1137280,445.401,211033624,32077110848
1137408,445.474,211059736,32081079872
1137536,445.548,211085848,32085048896
1137664,445.622,211111960,32089017920
1137792,445.696,211138072,32092986944
1137920,445.769,211164184,32096955968
1138048,445.843,211190296,32100924992
1138176,445.917,211216408,32104894016
1138304,445.991,211242520,32108863040
1138432,446.065,211268632,32112832064
1138560,446.138,211294744,32116801088
1138688,446.212,211320856,32120770112
1138816,446.286,211346968,32124739136
1138944,446.36,211373080,32128708160
1139072,446.433,211399192,32132677184
1139200,446.507,211425304,32136646208
1139328,446.581,211451416,32140615232
1139456,446.654,211477528,32144584256
1139584,446.728,211503640,32148553280
1139712,446.802,211529752,32152522304
1139840,446.875,211555864,32156491328
1139968,446.949,211581976,32160460352
1140096,447.023,211608088,32164429376
1140224,447.097,211634200,32168398400
1140352,447.171,211660312,32172367424
1140480,447.245,211686424,32176336448
1140608,447.319,211712536,32180305472
1140736,447.393,211738648,32184274496
1140864,447.467,211764760,32188243520
1140992,447.54,211790872,32192212544
1141120,447.614,211816984,32196181568
1141248,447.688,211843096,32200150592
1141376,447.762,211869208,32204119616
1141504,447.836,211895320,32208088640
1141632,447.91,211921432,32212057664
1141760,447.984,211947544,32216026688
1141888,448.058,211973656,32219995712
1142016,448.132,211999768,32223964736
1142144,448.206,212025880,32227933760
1142272,448.279,212051992,32231902784
1142400,448.353,212078104,32235871808
1142528,448.427,212104216,32239840832
1142656,448.501,212130328,32243809856
1142784,448.575,212156440,32247778880
1142912,448.649,212182552,32251747904
1143040,448.723,212208664,32255716928
1143168,448.797,212234776,32259685952
1143296,448.871,212260888,32263654976
1143424,448.945,212287000,32267624000
1143552,449.018,212313112,32271593024
1143680,449.092,212339224,32275562048
1143808,449.166,212365336,32279531072
1143936,449.24,212391448,32283500096
1144064,449.314,212417560,32287469120
1144192,449.388,212443672,32291438144
1144320,449.462,212469784,32295407168
1144448,449.535,212495896,32299376192
1144576,449.609,212522008,32303345216
1144704,449.683,212548120,32307314240
1144832,449.757,212574232,32311283264
1144960,449.831,212600344,32315252288
1145088,449.905,212626456,32319221312
1145216,449.979,212652568,32323190336
1145344,450.053,212678680,32327159360
1145472,450.127,212704792,32331128384
1145600,450.2,212730904,32335097408
1145728,450.274,212757016,32339066432
1145856,450.348,212783128,32343035456
1145984,450.422,212809240,32347004480
1146112,450.496,212835352,32350973504
1146240,450.57,212861464,32354942528
1146368,450.644,212887576,32358911552
1146496,450.717,212913688,32362880576
1146624,450.791,212939800,32366849600
1146752,450.865,212965912,32370818624
1146880,450.939,212992024,32374787648
1147008,451.013,213018136,32378756672
1147136,451.087,213044248,32382725696
1147264,451.161,213070360,32386694720
1147392,451.235,213096472,32390663744
1147520,451.309,213122584,32394632768
1147648,451.383,213148696,32398601792
1147776,451.457,213174808,32402570816
1147904,451.531,213200920,32406539840
1148032,451.605,213227032,32410508864
1148160,451.679,213253144,32414477888
1148288,451.753,213279256,32418446912
1148416,451.826,213305368,32422415936
1148544,451.9,213331480,32426384960
1148672,451.974,213357592,32430353984
1148800,452.048,213383704,32434323008
1148928,452.122,213409816,32438292032
1149056,452.196,213435928,32442261056
1149184,452.27,213462040,32446230080
1149312,452.343,213488152,32450199104
1149440,452.417,213514264,32454168128
1149568,452.491,213540376,32458137152
1149696,452.565,213566488,32462106176
1149824,452.639,213592600,32466075200
1149952,452.713,213618712,32470044224
1150080,452.787,213644824,32474013248
1150208,452.861,213670936,32477982272
1150336,452.935,213697048,32481951296
1150464,453.009,213723160,32485920320
1150592,453.083,213749272,32489889344
1150720,453.157,213775384,32493858368
1150848,453.23,213801496,32497827392
1150976,453.304,213827608,32501796416
1151104,453.378,213853720,32505765440
1151232,453.452,213879832,32509734464
1151360,453.526,213905944,32513703488
1151488,453.6,213932056,32517672512
1151616,453.674,213958168,32521641536
1151744,453.748,213984280,32525610560
1151872,453.822,214010392,32529579584
1152000,453.896,214036504,32533548608
1152128,453.97,214062616,32537517632
1152256,454.043,214088728,32541486656
1152384,454.117,214114840,32545455680
1152512,454.191,214140952,32549424704
1152640,454.265,214167064,32553393728
1152768,454.339,214193176,32557362752
1152896,454.413,214219288,32561331776
1153024,454.487,214245400,32565300800
1153152,454.561,214271512,32569269824
1153280,454.635,214297624,32573238848
1153408,454.709,214323736,32577207872
1153536,454.783,214349848,32581176896
1153664,454.857,214375960,32585145920
1153792,454.931,214402072,32589114944
1153920,455.005,214428184,32593083968
1154048,455.079,214454296,32597052992
1154176,455.153,214480408,32601022016
1154304,455.227,214506520,32604991040
1154432,455.302,214532632,32608960064
1154560,455.376,214558744,32612929088
1154688,455.449,214584856,32616898112
1154816,455.523,214610968,32620867136
1154944,455.597,214637080,32624836160
1155072,455.671,214663192,32628805184
1155200,455.745,214689304,32632774208
1155328,455.819,214715416,32636743232
1155456,455.893,214741528,32640712256
1155584,455.967,214767640,32644681280
1155712,456.041,214793752,32648650304
1155840,456.115,214819864,32652619328
1155968,456.189,214845976,32656588352
1156096,456.263,214872088,32660557376
1156224,456.337,214898200,32664526400
1156352,456.411,214924312,32668495424
1156480,456.485,214950424,32672464448
1156608,456.559,214976536,32676433472
1156736,456.633,215002648,32680402496
1156864,456.707,215028760,32684371520
1156992,456.781,215054872,32688340544
1157120,456.855,215080984,32692309568
1157248,456.929,215107096,32696278592
1157376,457.003,215133208,32700247616
1157504,457.077,215159320,32704216640
1157632,457.151,215185432,32708185664
1157760,457.225,215211544,32712154688
1157888,457.299,215237656,32716123712
1158016,457.373,215263768,32720092736
1158144,457.447,215289880,32724061760
1158272,457.521,215315992,32728030784
1158400,457.595,215342104,32731999808
1158528,457.669,215368216,32735968832
1158656,457.743,215394328,32739937856
1158784,457.816,215420440,32743906880
1158912,457.89,215446552,32747875904
1159040,457.964,215472664,32751844928
1159168,458.038,215498776,32755813952
1159296,458.112,215524888,32759782976
1159424,458.186,215551000,32763752000
1159552,458.26,215577112,32767721024
1159680,458.334,215603224,32771690048
1159808,458.408,215629336,32775659072
1159936,458.482,215655448,32779628096
1160064,458.556,215681560,32783597120
1160192,458.63,215707672,32787566144
1160320,458.704,215733784,32791535168
1160448,458.778,215759896,32795504192
1160576,458.852,215786008,32799473216
1160704,458.926,215812120,32803442240
1160832,459,215838232,32807411264
1160960,459.074,215864344,32811380288
1161088,459.148,215890456,32815349312
1161216,459.222,215916568,32819318336
1161344,459.295,215942680,32823287360
1161472,459.369,215968792,32827256384
1161600,459.443,215994904,32831225408
1161728,459.517,216021016,32835194432
1161856,459.591,216047128,32839163456
1161984,459.665,216073240,32843132480
1162112,459.739,216099352,32847101504
1162240,459.813,216125464,32851070528
1162368,459.887,216151576,32855039552
1162496,459.961,216177688,32859008576
1162624,460.035,216203800,32862977600
1162752,460.109,216229912,32866946624
1162880,460.183,216256024,32870915648
1163008,460.257,216282136,32874884672
1163136,460.331,216308248,32878853696
1163264,460.405,216334360,32882822720
1163392,460.479,216360472,32886791744
1163520,460.553,216386584,32890760768
1163648,460.627,216412696,32894729792
1163776,460.701,216438808,32898698816
1163904,460.775,216464920,32902667840
1164032,460.849,216491032,32906636864
1164160,460.923,216517144,32910605888
1164288,460.997,216543256,32914574912
1164416,461.071,216569368,32918543936
1164544,461.145,216595480,32922512960
1164672,461.219,216621592,32926481984
1164800,461.293,216647704,32930451008
1164928,461.367,216673816,32934420032
1165056,461.441,216699928,32938389056
1165184,461.515,216726040,32942358080
1165312,461.589,216752152,32946327104
1165440,461.663,216778264,32950296128
1165568,461.737,216804376,32954265152
1165696,461.811,216830488,32958234176
1165824,461.884,216856600,32962203200
1165952,461.958,216882712,32966172224
1166080,462.032,216908824,32970141248
1166208,462.106,216934936,32974110272
1166336,462.18,216961048,32978079296
1166464,462.254,216987160,32982048320
1166592,462.328,217013272,32986017344
1166720,462.402,217039384,32989986368
1166848,462.476,217065496,32993955392
1166976,462.55,217091608,32997924416
1167104,462.624,217117720,33001893440
1167232,462.698,217143832,33005862464
1167360,462.772,217169944,33009831488
1167488,462.846,217196056,33013800512
1167616,462.92,217222168,33017769536
1167744,462.994,217248280,33021738560
1167872,463.068,217274392,33025707584
1168000,463.142,217300504,33029676608
1168128,463.217,217326616,33033645632
1168256,463.291,217352728,33037614656
1168384,463.365,217378840,33041583680
1168512,463.439,217404952,33045552704
1168640,463.513,217431064,33049521728
1168768,463.587,217457176,33053490752
1168896,463.661,217483288,33057459776
1169024,463.735,217509400,33061428800
1169152,463.81,217535512,33065397824
1169280,463.884,217561624,33069366848
1169408,463.958,217587736,33073335872
1169536,464.032,217613848,33077304896
1169664,464.106,217639960,33081273920
1169792,464.181,217666072,33085242944
1169920,464.255,217692184,33089211968
1170048,464.329,217718296,33093180992
1170176,464.403,217744408,33097150016
1170304,464.477,217770520,33101119040
1170432,464.55,217796632,33105088064
1170560,464.624,217822744,33109057088
1170688,464.697,217848856,33113026112
1170816,464.771,217874968,33116995136
1170944,464.844,217901080,33120964160
1171072,464.918,217927192,33124933184
1171200,464.991,217953304,33128902208
1171328,465.065,217979416,33132871232
1171456,465.139,218005528,33136840256
1171584,465.212,218031640,33140809280
1171712,465.286,218057752,33144778304
1171840,465.359,218083864,33148747328
1171968,465.432,218109976,33152716352
1172096,465.506,218136088,33156685376
1172224,465.58,218162200,33160654400
1172352,465.653,218188312,33164623424
1172480,465.727,218214424,33168592448
1172608,465.801,218240536,33172561472
1172736,465.874,218266648,33176530496
1172864,465.948,218292760,33180499520
1172992,466.021,218318872,33184468544
1173120,466.095,218344984,33188437568
1173248,466.168,218371096,33192406592
1173376,466.242,218397208,33196375616
1173504,466.315,218423320,33200344640
1173632,466.389,218449432,33204313664
1173760,466.462,218475544,33208282688
1173888,466.536,218501656,33212251712
1174016,466.609,218527768,33216220736
1174144,466.683,218553880,33220189760
1174272,466.757,218579992,33224158784
1174400,466.83,218606104,33228127808
1174528,466.904,218632216,33232096832
1174656,466.977,218658328,33236065856
1174784,467.051,218684440,33240034880
1174912,467.125,218710552,33244003904
1175040,467.198,218736664,33247972928
1175168,467.272,218762776,33251941952
1175296,467.345,218788888,33255910976
1175424,467.419,218815000,33259880000
1175552,467.492,218841112,33263849024
1175680,467.566,218867224,33267818048
1175808,467.639,218893336,33271787072
1175936,467.713,218919448,33275756096
1176064,467.787,218945560,33279725120
1176192,467.86,218971672,33283694144
1176320,467.934,218997784,33287663168
1176448,468.007,219023896,33291632192
1176576,468.081,219050008,33295601216
1176704,468.154,219076120,33299570240
1176832,468.228,219102232,33303539264
1176960,468.302,219128344,33307508288
1177088,468.375,219154456,33311477312
1177216,468.449,219180568,33315446336
1177344,468.522,219206680,33319415360
1177472,468.596,219232792,33323384384
1177600,468.67,219258904,33327353408
1177728,468.743,219285016,33331322432
1177856,468.817,219311128,33335291456
1177984,468.89,219337240,33339260480
1178112,468.964,219363352,33343229504
1178240,469.038,219389464,33347198528
1178368,469.111,219415576,33351167552
1178496,469.185,219441688,33355136576
1178624,469.258,219467800,33359105600
1178752,469.332,219493912,33363074624
1178880,469.405,219520024,33367043648
1179008,469.479,219546136,33371012672
1179136,469.552,219572248,33374981696
1179264,469.626,219598360,33378950720
1179392,469.699,219624472,33382919744
1179520,469.773,219650584,33386888768
1179648,469.846,219676696,33390857792
1179776,469.92,219702808,33394826816
1179904,469.993,219728920,33398795840
1180032,470.067,219755032,33402764864
1180160,470.14,219781144,33406733888
1180288,470.213,219807256,33410702912
1180416,470.287,219833368,33414671936
1180544,470.361,219859480,33418640960
1180672,470.435,219885592,33422609984
1180800,470.509,219911704,33426579008
1180928,470.583,219937816,33430548032
1181056,470.657,219963928,33434517056
1181184,470.732,219990040,33438486080
1181312,470.806,220016152,33442455104
1181440,470.88,220042264,33446424128
1181568,470.954,220068376,33450393152
1181696,471.028,220094488,33454362176
1181824,471.101,220120600,33458331200
1181952,471.175,220146712,33462300224
1182080,471.248,220172824,33466269248
1182208,471.322,220198936,33470238272
1182336,471.395,220225048,33474207296
1182464,471.468,220251160,33478176320
1182592,471.542,220277272,33482145344
1182720,471.616,220303384,33486114368
1182848,471.689,220329496,33490083392
1182976,471.763,220355608,33494052416
1183104,471.836,220381720,33498021440
1183232,471.91,220407832,33501990464
1183360,471.983,220433944,33505959488
1183488,472.057,220460056,33509928512
1183616,472.13,220486168,33513897536
1183744,472.203,220512280,33517866560
1183872,472.277,220538392,33521835584
1184000,472.35,220564504,33525804608
1184128,472.424,220590616,33529773632
1184256,472.497,220616728,33533742656
1184384,472.57,220642840,33537711680
1184512,472.644,220668952,33541680704
1184640,472.717,220695064,33545649728
1184768,472.791,220721176,33549618752
1184896,472.864,220747288,33553587776
1185024,472.937,220773400,33557556800
1185152,473.011,220799512,33561525824
1185280,473.084,220825624,33565494848
1185408,473.158,220851736,33569463872
1185536,473.231,220877848,33573432896
1185664,473.305,220903960,33577401920
1185792,473.378,220930072,33581370944
1185920,473.452,220956184,33585339968
1186048,473.525,220982296,33589308992
1186176,473.599,221008408,33593278016
1186304,473.672,221034520,33597247040
1186432,473.745,221060632,33601216064
1186560,473.819,221086744,33605185088
1186688,473.892,221112856,33609154112
1186816,473.965,221138968,33613123136
1186944,474.039,221165080,33617092160
1187072,474.112,221191192,33621061184
1187200,474.186,221217304,33625030208
1187328,474.259,221243416,33628999232
1187456,474.332,221269528,33632968256
1187584,474.406,221295640,33636937280
1187712,474.479,221321752,33640906304
1187840,474.553,221347864,33644875328
1187968,474.626,221373976,33648844352
1188096,474.699,221400088,33652813376
1188224,474.773,221426200,33656782400
1188352,474.847,221452312,33660751424
1188480,474.921,221478424,33664720448
1188608,474.995,221504536,33668689472
1188736,475.069,221530648,33672658496
1188864,475.142,221556760,33676627520
1188992,475.216,221582872,33680596544
1189120,475.289,221608984,33684565568
1189248,475.363,221635096,33688534592
1189376,475.436,221661208,33692503616
1189504,475.51,221687320,33696472640
1189632,475.584,221713432,33700441664
1189760,475.647,221739544,33704410688
1189888,475.684,221765656,33708379712
1190016,475.72,221791768,33712348736
1190144,475.757,221817880,33716317760
1190272,475.793,221843992,33720286784
1190400,475.829,221870104,33724255808
1190528,475.866,221896216,33728224832
1190656,475.903,221922328,33732193856
1190784,475.939,221948440,33736162880
1190912,475.975,221974552,33740131904
1191040,476.012,222000664,33744100928
1191168,476.048,222026776,33748069952
1191296,476.084,222052888,33752038976
1191424,476.121,222079000,33756008000
1191552,476.157,222105112,33759977024
1191680,476.193,222131224,33763946048
1191808,476.23,222157336,33767915072
1191936,476.266,222183448,33771884096
1192064,476.302,222209560,33775853120
1192192,476.339,222235672,33779822144
1192320,476.376,222261784,33783791168
1192448,476.412,222287896,33787760192
1192576,476.448,222314008,33791729216
1192704,476.484,222340120,33795698240
1192832,476.521,222366232,33799667264
1192960,476.557,222392344,33803636288
1193088,476.593,222418456,33807605312
1193216,476.63,222444568,33811574336
1193344,476.666,222470680,33815543360
1193472,476.702,222496792,33819512384
1193600,476.739,222522904,33823481408
1193728,476.775,222549016,33827450432
1193856,476.811,222575128,33831419456
1193984,476.848,222601240,33835388480
1194112,476.884,222627352,33839357504
1194240,476.92,222653464,33843326528
1194368,476.956,222679576,33847295552
1194496,476.993,222705688,33851264576
1194624,477.029,222731800,33855233600
1194752,477.065,222757912,33859202624
1194880,477.101,222784024,33863171648
1195008,477.138,222810136,33867140672
1195136,477.174,222836248,33871109696
1195264,477.21,222862360,33875078720
1195392,477.246,222888472,33879047744
1195520,477.283,222914584,33883016768
1195648,477.319,222940696,33886985792
1195776,477.356,222966808,33890954816
1195904,477.392,222992920,33894923840
1196032,477.428,223019032,33898892864
1196160,477.464,223045144,33902861888
1196288,477.501,223071256,33906830912
1196416,477.537,223097368,33910799936
1196544,477.573,223123480,33914768960
1196672,477.61,223149592,33918737984
1196800,477.646,223175704,33922707008
1196928,477.682,223201816,33926676032
1197056,477.719,223227928,33930645056
1197184,477.755,223254040,33934614080
1197312,477.792,223280152,33938583104
1197440,477.828,223306264,33942552128
1197568,477.864,223332376,33946521152
1197696,477.901,223358488,33950490176
1197824,477.937,223384600,33954459200
1197952,477.973,223410712,33958428224
1198080,478.01,223436824,33962397248
1198208,478.046,223462936,33966366272
1198336,478.082,223489048,33970335296
1198464,478.118,223515160,33974304320
1198592,478.155,223541272,33978273344
1198720,478.191,223567384,33982242368
1198848,478.228,223593496,33986211392
1198976,478.264,223619608,33990180416
1199104,478.3,223645720,33994149440
1199232,478.337,223671832,33998118464
1199360,478.373,223697944,34002087488
1199488,478.41,223724056,34006056512
1199616,478.446,223750168,34010025536
1199744,478.482,223776280,34013994560
1199872,478.518,223802392,34017963584
1200000,478.555,223828504,34021932608
1200128,478.591,223854616,34025901632
1200256,478.627,223880728,34029870656
1200384,478.663,223906840,34033839680
1200512,478.699,223932952,34037808704
1200640,478.736,223959064,34041777728
1200768,478.772,223985176,34045746752
1200896,478.809,224011288,34049715776
1201024,478.845,224037400,34053684800
1201152,478.881,224063512,34057653824
1201280,478.917,224089624,34061622848
1201408,478.954,224115736,34065591872
1201536,478.99,224141848,34069560896
1201664,479.026,224167960,34073529920
1201792,479.062,224194072,34077498944
1201920,479.098,224220184,34081467968
1202048,479.135,224246296,34085436992
1202176,479.171,224272408,34089406016
1202304,479.207,224298520,34093375040
1202432,479.244,224324632,34097344064
1202560,479.28,224350744,34101313088
1202688,479.316,224376856,34105282112
1202816,479.352,224402968,34109251136
1202944,479.389,224429080,34113220160
1203072,479.425,224455192,34117189184
1203200,479.462,224481304,34121158208
1203328,479.498,224507416,34125127232
1203456,479.534,224533528,34129096256
1203584,479.57,224559640,34133065280
1203712,479.607,224585752,34137034304
1203840,479.643,224611864,34141003328
1203968,479.679,224637976,34144972352
1204096,479.716,224664088,34148941376
1204224,479.752,224690200,34152910400
1204352,479.788,224716312,34156879424
1204480,479.824,224742424,34160848448
1204608,479.861,224768536,34164817472
1204736,479.897,224794648,34168786496
1204864,479.933,224820760,34172755520
1204992,479.97,224846872,34176724544
1205120,480.006,224872984,34180693568
1205248,480.042,224899096,34184662592
1205376,480.079,224925208,34188631616
1205504,480.115,224951320,34192600640
1205632,480.151,224977432,34196569664
1205760,480.187,225003544,34200538688
1205888,480.224,225029656,34204507712
1206016,480.26,225055768,34208476736
1206144,480.296,225081880,34212445760
1206272,480.332,225107992,34216414784
1206400,480.369,225134104,34220383808
1206528,480.405,225160216,34224352832
1206656,480.441,225186328,34228321856
1206784,480.478,225212440,34232290880
1206912,480.514,225238552,34236259904
1207040,480.55,225264664,34240228928
1207168,480.587,225290776,34244197952
1207296,480.623,225316888,34248166976
1207424,480.659,225343000,34252136000
1207552,480.696,225369112,34256105024
1207680,480.732,225395224,34260074048
1207808,480.769,225421336,34264043072
1207936,480.805,225447448,34268012096
1208064,480.841,225473560,34271981120
1208192,480.878,225499672,34275950144
1208320,480.914,225525784,34279919168
1208448,480.951,225551896,34283888192
1208576,480.987,225578008,34287857216
1208704,481.023,225604120,34291826240
1208832,481.06,225630232,34295795264
1208960,481.096,225656344,34299764288
1209088,481.132,225682456,34303733312
1209216,481.168,225708568,34307702336
1209344,481.204,225734680,34311671360
1209472,481.241,225760792,34315640384
1209600,481.277,225786904,34319609408
1209728,481.313,225813016,34323578432
1209856,481.35,225839128,34327547456
1209984,481.386,225865240,34331516480
1210112,481.423,225891352,34335485504
1210240,481.459,225917464,34339454528
1210368,481.495,225943576,34343423552
1210496,481.531,225969688,34347392576
1210624,481.568,225995800,34351361600
1210752,481.604,226021912,34355330624
1210880,481.64,226048024,34359299648
1211008,481.677,226074136,34363268672
1211136,481.713,226100248,34367237696
1211264,481.749,226126360,34371206720
1211392,481.786,226152472,34375175744
1211520,481.822,226178584,34379144768
1211648,481.859,226204696,34383113792
1211776,481.895,226230808,34387082816
1211904,481.931,226256920,34391051840
1212032,481.968,226283032,34395020864
1212160,482.004,226309144,34398989888
1212288,482.04,226335256,34402958912
1212416,482.076,226361368,34406927936
1212544,482.113,226387480,34410896960
1212672,482.149,226413592,34414865984
1212800,482.186,226439704,34418835008
1212928,482.222,226465816,34422804032
1213056,482.258,226491928,34426773056
1213184,482.294,226518040,34430742080
1213312,482.331,226544152,34434711104
1213440,482.367,226570264,34438680128
1213568,482.403,226596376,34442649152
1213696,482.44,226622488,34446618176
1213824,482.476,226648600,34450587200
1213952,482.513,226674712,34454556224
1214080,482.549,226700824,34458525248
1214208,482.586,226726936,34462494272
1214336,482.622,226753048,34466463296
1214464,482.659,226779160,34470432320
1214592,482.695,226805272,34474401344
1214720,482.732,226831384,34478370368
1214848,482.768,226857496,34482339392
1214976,482.805,226883608,34486308416
1215104,482.842,226909720,34490277440
1215232,482.878,226935832,34494246464
1215360,482.914,226961944,34498215488
1215488,482.95,226988056,34502184512
1215616,482.987,227014168,34506153536
1215744,483.023,227040280,34510122560
1215872,483.059,227066392,34514091584
1216000,483.096,227092504,34518060608
1216128,483.132,227118616,34522029632
1216256,483.169,227144728,34525998656
1216384,483.205,227170840,34529967680
1216512,483.241,227196952,34533936704
1216640,483.278,227223064,34537905728
1216768,483.314,227249176,34541874752
1216896,483.351,227275288,34545843776
1217024,483.387,227301400,34549812800
1217152,483.423,227327512,34553781824
1217280,483.46,227353624,34557750848
1217408,483.496,227379736,34561719872
1217536,483.532,227405848,34565688896
1217664,483.568,227431960,34569657920
1217792,483.605,227458072,34573626944
1217920,483.641,227484184,34577595968
1218048,483.677,227510296,34581564992
1218176,483.713,227536408,34585534016
1218304,483.75,227562520,34589503040
1218432,483.786,227588632,34593472064
1218560,483.822,227614744,34597441088
