n,fill,fill_accesses,fill_bytes,rar,rar_accesses,rar_bytes
1330176,445.572,222348422,33796960144,0.000682283,242,36784
1330304,445.66,222379398,33801668496,0.000679764,242,36784
1330432,445.747,222410374,33806376848,0.000676843,242,36784
1330560,445.834,222441350,33811085200,0.000679637,242,36784
1330688,445.922,222472326,33815793552,0.000680158,242,36784
1330816,446.009,222503302,33820501904,0.000680976,242,36784
1330944,446.096,222534278,33825210256,0.000681202,242,36784
1331072,446.184,222565254,33829918608,0.000681144,242,36784
1331200,446.271,222596230,33834626960,0.000680654,242,36784
1331328,446.359,222627206,33839335312,0.00068129,242,36784
1331456,446.446,222658182,33844043664,0.000681105,242,36784
1331584,446.534,222689158,33848752016,0.000682665,242,36784
1331712,446.621,222720134,33853460368,0.000680058,242,36784
1331840,446.708,222751110,33858168720,0.00067963,242,36784
1331968,446.795,222782086,33862877072,0.000679782,242,36784
1332096,446.883,222813062,33867585424,0.000680092,242,36784
1332224,446.97,222844038,33872293776,0.000681871,242,36784
1332352,447.058,222875014,33877002128,0.000682952,242,36784
1332480,447.145,222905990,33881710480,0.000679254,242,36784
1332608,447.233,222936966,33886418832,0.00068026,242,36784
1332736,447.32,222967942,33891127184,0.000678938,242,36784
1332864,447.407,222998918,33895835536,0.000680889,242,36784
1332992,447.495,223029894,33900543888,0.000680646,242,36784
1333120,447.582,223060870,33905252240,0.000679552,242,36784
1333248,447.67,223091846,33909960592,0.000678713,242,36784
1333376,447.757,223122822,33914668944,0.000681177,242,36784
1333504,447.844,223153798,33919377296,0.000680917,242,36784
1333632,447.932,223184774,33924085648,0.000680848,242,36784
1333760,448.019,223215750,33928794000,0.000682261,242,36784
1333888,448.107,223246726,33933502352,0.000679642,242,36784
1334016,448.194,223277702,33938210704,0.000680216,242,36784
1334144,448.282,223308678,33942919056,0.000679649,242,36784
1334272,448.369,223339654,33947627408,0.000681798,242,36784
1334400,448.457,223370630,33952335760,0.000679321,242,36784
1334528,448.544,223401606,33957044112,0.000680936,242,36784
1334656,448.632,223432582,33961752464,0.00068147,242,36784
1334784,448.719,223463558,33966460816,0.000677797,242,36784
1334912,448.807,223494534,33971169168,0.000678881,242,36784
1335040,448.894,223525510,33975877520,0.000680732,242,36784
1335168,448.982,223556486,33980585872,0.000679072,242,36784
1335296,449.069,223587462,33985294224,0.000678162,242,36784
1335424,449.157,223618438,33990002576,0.000683197,242,36784
1335552,449.244,223649414,33994710928,0.000682722,242,36784
1335680,449.332,223680390,33999419280,0.000681383,242,36784
1335808,449.419,223711366,34004127632,0.000680854,242,36784
1335936,449.507,223742342,34008835984,0.00068147,242,36784
1336064,449.594,223773318,34013544336,0.00068057,242,36784
1336192,449.682,223804294,34018252688,0.000683804,242,36784
1336320,449.769,223835270,34022961040,0.000681804,242,36784
1336448,449.857,223866246,34027669392,0.000683462,242,36784
1336576,449.945,223897222,34032377744,0.000681732,242,36784
1336704,450.032,223928198,34037086096,0.000681359,242,36784
1336832,450.12,223959174,34041794448,0.000679715,242,36784
1336960,450.207,223990150,34046502800,0.000679332,242,36784
1337088,450.295,224021126,34051211152,0.000682904,242,36784
1337216,450.382,224052102,34055919504,0.000681994,242,36784
1337344,450.469,224083078,34060627856,0.000678797,242,36784
1337472,450.557,224114054,34065336208,0.000678984,242,36784
1337600,450.644,224145030,34070044560,0.000682207,242,36784
1337728,450.732,224176006,34074752912,0.000680774,242,36784
1337856,450.819,224206982,34079461264,0.000681544,242,36784
1337984,450.906,224237958,34084169616,0.000683031,242,36784
1338112,450.994,224268934,34088877968,0.000680611,242,36784
1338240,451.081,224299910,34093586320,0.000681394,242,36784
1338368,451.169,224330886,34098294672,0.000678674,242,36784
1338496,451.256,224361862,34103003024,0.000679843,242,36784
1338624,451.344,224392838,34107711376,0.000680622,242,36784
1338752,451.431,224423814,34112419728,0.000679517,242,36784
1338880,451.518,224454790,34117128080,0.000680443,242,36784
1339008,451.606,224485766,34121836432,0.000681016,242,36784
1339136,451.693,224516742,34126544784,0.000679232,242,36784
1339264,451.781,224547718,34131253136,0.000678912,242,36784
1339392,451.868,224578694,34135961488,0.000682126,242,36784
1339520,451.956,224609670,34140669840,0.000681368,242,36784
1339648,452.043,224640646,34145378192,0.000680182,242,36784
1339776,452.131,224671622,34150086544,0.000678824,242,36784
1339904,452.218,224702598,34154794896,0.00067974,242,36784
1340032,452.306,224733574,34159503248,0.000681239,242,36784
1340160,452.393,224764550,34164211600,0.000677551,242,36784
1340288,452.48,224795526,34168919952,0.0006819,242,36784
1340416,452.568,224826502,34173628304,0.000681022,242,36784
1340544,452.655,224857478,34178336656,0.000680514,242,36784
1340672,452.743,224888454,34183045008,0.000679829,242,36784
1340800,452.83,224919430,34187753360,0.000679159,242,36784
1340928,452.917,224950406,34192461712,0.000682014,242,36784
1341056,453.005,224981382,34197170064,0.000681443,242,36784
1341184,453.092,225012358,34201878416,0.000678342,242,36784
1341312,453.18,225043334,34206586768,0.00067973,242,36784
1341440,453.267,225074310,34211295120,0.000678443,242,36784
1341568,453.354,225105286,34216003472,0.000679472,242,36784
1341696,453.441,225136262,34220711824,0.000679328,242,36784
1341824,453.529,225167238,34225420176,0.000683299,242,36784
1341952,453.617,225198214,34230128528,0.000680345,242,36784
1342080,453.704,225229190,34234836880,0.000680167,242,36784
1342208,453.792,225260166,34239545232,0.000680385,242,36784
1342336,453.879,225291142,34244253584,0.000682381,242,36784
1342464,453.966,225322118,34248961936,0.000679904,242,36784
1342592,454.054,225353094,34253670288,0.000680793,242,36784
1342720,454.141,225384070,34258378640,0.000680197,242,36784
1342848,454.229,225415046,34263086992,0.000681017,242,36784
1342976,454.316,225446022,34267795344,0.000680768,242,36784
1343104,454.404,225476998,34272503696,0.000678238,242,36784
1343232,454.491,225507974,34277212048,0.000680574,242,36784
1343360,454.579,225538950,34281920400,0.000680097,242,36784
1343488,454.666,225569926,34286628752,0.000683797,242,36784
1343616,454.754,225600902,34291337104,0.000680795,242,36784
1343744,454.841,225631878,34296045456,0.00068299,242,36784
1343872,454.929,225662854,34300753808,0.000679316,242,36784
1344000,455.016,225693830,34305462160,0.000678359,242,36784
1344128,455.103,225724806,34310170512,0.000683328,242,36784
1344256,455.191,225755782,34314878864,0.000682242,242,36784
1344384,455.278,225786758,34319587216,0.000681241,242,36784
1344512,455.366,225817734,34324295568,0.000677534,242,36784
1344640,455.453,225848710,34329003920,0.000683885,242,36784
1344768,455.541,225879686,34333712272,0.000680171,242,36784
1344896,455.628,225910662,34338420624,0.000681445,242,36784
1345024,455.716,225941638,34343128976,0.000684985,242,36784
1345152,455.804,225972614,34347837328,0.000683292,242,36784
1345280,455.891,226003590,34352545680,0.000678368,242,36784
1345408,455.979,226034566,34357254032,0.000678705,242,36784
1345536,456.066,226065542,34361962384,0.00068173,242,36784
1345664,456.154,226096518,34366670736,0.000681609,242,36784
1345792,456.242,226127494,34371379088,0.000683654,242,36784
1345920,456.329,226158470,34376087440,0.000683186,242,36784
1346048,456.417,226189446,34380795792,0.000681164,242,36784
1346176,456.504,226220422,34385504144,0.000681951,242,36784
1346304,456.592,226251398,34390212496,0.000683725,242,36784
1346432,456.68,226282374,34394920848,0.000680158,242,36784
1346560,456.767,226313350,34399629200,0.000679424,242,36784
1346688,456.855,226344326,34404337552,0.000683793,242,36784
1346816,456.942,226375302,34409045904,0.000681353,242,36784
1346944,457.03,226406278,34413754256,0.000682444,242,36784
1347072,457.117,226437254,34418462608,0.000682569,242,36784
1347200,457.205,226468230,34423170960,0.000681518,242,36784
1347328,457.293,226499206,34427879312,0.000682618,242,36784
1347456,457.38,226530182,34432587664,0.000682286,242,36784
1347584,457.468,226561158,34437296016,0.000680998,242,36784
1347712,457.555,226592134,34442004368,0.000679076,242,36784
1347840,457.643,226623110,34446712720,0.000682031,242,36784
1347968,457.731,226654086,34451421072,0.000683748,242,36784
1348096,457.818,226685062,34456129424,0.000680091,242,36784
1348224,457.906,226716038,34460837776,0.000683666,242,36784
1348352,457.994,226747014,34465546128,0.000683281,242,36784
1348480,458.081,226777990,34470254480,0.000683346,242,36784
1348608,458.169,226808966,34474962832,0.000680951,242,36784
1348736,458.256,226839942,34479671184,0.000681879,242,36784
1348864,458.344,226870918,34484379536,0.000680967,242,36784
1348992,458.431,226901894,34489087888,0.00068193,242,36784
1349120,458.519,226932870,34493796240,0.0006816,242,36784
1349248,458.606,226963846,34498504592,0.00068082,242,36784
1349376,458.694,226994822,34503212944,0.000679882,242,36784
1349504,458.781,227025798,34507921296,0.000680807,242,36784
1349632,458.869,227056774,34512629648,0.000681959,242,36784
1349760,458.957,227087750,34517338000,0.000679781,242,36784
1349888,459.044,227118726,34522046352,0.000682255,242,36784
1350016,459.132,227149702,34526754704,0.000683055,242,36784
1350144,459.22,227180678,34531463056,0.000681019,242,36784
1350272,459.307,227211654,34536171408,0.000682565,242,36784
1350400,459.395,227242630,34540879760,0.000682616,242,36784
1350528,459.483,227273606,34545588112,0.000680451,242,36784
1350656,459.571,227304582,34550296464,0.000683711,242,36784
1350784,459.658,227335558,34555004816,0.000685152,242,36784
1350912,459.746,227366534,34559713168,0.000682426,242,36784
1351040,459.834,227397510,34564421520,0.000681659,242,36784
1351168,459.921,227428486,34569129872,0.000681934,242,36784
1351296,460.009,227459462,34573838224,0.000680208,242,36784
1351424,460.096,227490438,34578546576,0.000683677,242,36784
1351552,460.184,227521414,34583254928,0.000681221,242,36784
1351680,460.272,227552390,34587963280,0.000684427,242,36784
1351808,460.359,227583366,34592671632,0.000682158,242,36784
1351936,460.447,227614342,34597379984,0.00068038,242,36784
1352064,460.534,227645318,34602088336,0.0006793,242,36784
1352192,460.622,227676294,34606796688,0.000682071,242,36784
1352320,460.71,227707270,34611505040,0.000679587,242,36784
1352448,460.797,227738246,34616213392,0.000682703,242,36784
1352576,460.885,227769222,34620921744,0.000681111,242,36784
1352704,460.972,227800198,34625630096,0.000681095,242,36784
1352832,461.06,227831174,34630338448,0.00068238,242,36784
1352960,461.147,227862150,34635046800,0.000679585,242,36784
1353088,461.235,227893126,34639755152,0.000680577,242,36784
1353216,461.322,227924102,34644463504,0.000682172,242,36784
1353344,461.41,227955078,34649171856,0.000681783,242,36784
1353472,461.497,227986054,34653880208,0.000678874,242,36784
1353600,461.585,228017030,34658588560,0.000681076,242,36784
1353728,461.672,228048006,34663296912,0.00068034,242,36784
1353856,461.76,228078982,34668005264,0.000682042,242,36784
1353984,461.847,228109958,34672713616,0.000681959,242,36784
1354112,461.935,228140934,34677421968,0.000681453,242,36784
1354240,462.022,228171910,34682130320,0.000680439,242,36784
1354368,462.109,228202886,34686838672,0.000679829,242,36784
1354496,462.197,228233862,34691547024,0.000680488,242,36784
1354624,462.284,228264838,34696255376,0.000677479,242,36784
1354752,462.372,228295814,34700963728,0.000680849,242,36784
1354880,462.459,228326790,34705672080,0.000684229,242,36784
1355008,462.547,228357766,34710380432,0.000681669,242,36784
1355136,462.634,228388742,34715088784,0.000679385,242,36784
1355264,462.722,228419718,34719797136,0.000681,242,36784
1355392,462.809,228450694,34724505488,0.000680878,242,36784
1355520,462.897,228481670,34729213840,0.000679396,242,36784
1355648,462.984,228512646,34733922192,0.000683167,242,36784
1355776,463.072,228543622,34738630544,0.000681916,242,36784
1355904,463.159,228574598,34743338896,0.000679511,242,36784
1356032,463.247,228605574,34748047248,0.000678415,242,36784
1356160,463.334,228636550,34752755600,0.000682242,242,36784
1356288,463.422,228667526,34757463952,0.000681985,242,36784
1356416,463.509,228698502,34762172304,0.000680732,242,36784
1356544,463.597,228729478,34766880656,0.000686102,242,36784
1356672,463.684,228760454,34771589008,0.000681554,242,36784
1356800,463.772,228791430,34776297360,0.000677426,242,36784
1356928,463.86,228822406,34781005712,0.000680326,242,36784
1357056,463.947,228853382,34785714064,0.000680488,242,36784
1357184,464.035,228884358,34790422416,0.000683136,242,36784
1357312,464.122,228915334,34795130768,0.000681955,242,36784
1357440,464.21,228946310,34799839120,0.000680386,242,36784
1357568,464.297,228977286,34804547472,0.000681864,242,36784
1357696,464.385,229008262,34809255824,0.000680613,242,36784
1357824,464.472,229039238,34813964176,0.000683143,242,36784
1357952,464.56,229070214,34818672528,0.000681056,242,36784
1358080,464.648,229101190,34823380880,0.00068098,242,36784
1358208,464.735,229132166,34828089232,0.000683235,242,36784
1358336,464.823,229163142,34832797584,0.000682315,242,36784
1358464,464.91,229194118,34837505936,0.000679202,242,36784
1358592,464.998,229225094,34842214288,0.000679993,242,36784
1358720,465.085,229256070,34846922640,0.000681731,242,36784
1358848,465.173,229287046,34851630992,0.000680836,242,36784
1358976,465.261,229318022,34856339344,0.000682006,242,36784
1359104,465.348,229348998,34861047696,0.000682154,242,36784
1359232,465.436,229379974,34865756048,0.000681723,242,36784
1359360,465.523,229410950,34870464400,0.000680788,242,36784
1359488,465.611,229441926,34875172752,0.000680858,242,36784
1359616,465.698,229472902,34879881104,0.000682181,242,36784
1359744,465.786,229503878,34884589456,0.000681363,242,36784
1359872,465.873,229534854,34889297808,0.000680625,242,36784
1360000,465.961,229565830,34894006160,0.000679643,242,36784
1360128,466.049,229596806,34898714512,0.000677985,242,36784
1360256,466.136,229627782,34903422864,0.000683486,242,36784
1360384,466.224,229658758,34908131216,0.000680401,242,36784
1360512,466.311,229689734,34912839568,0.000683311,242,36784
1360640,466.399,229720710,34917547920,0.000681748,242,36784
1360768,466.486,229751686,34922256272,0.000681584,242,36784
1360896,466.574,229782662,34926964624,0.000681432,242,36784
1361024,466.662,229813638,34931672976,0.000679458,242,36784
1361152,466.749,229844614,34936381328,0.000682277,242,36784
1361280,466.837,229875590,34941089680,0.000682404,242,36784
1361408,466.924,229906566,34945798032,0.000681323,242,36784
1361536,467.012,229937542,34950506384,0.00068108,242,36784
1361664,467.099,229968518,34955214736,0.000680587,242,36784
1361792,467.187,229999494,34959923088,0.000679914,242,36784
1361920,467.274,230030470,34964631440,0.000681841,242,36784
1362048,467.362,230061446,34969339792,0.000681912,242,36784
1362176,467.45,230092422,34974048144,0.000682797,242,36784
1362304,467.537,230123398,34978756496,0.000678353,242,36784
1362432,467.624,230154374,34983464848,0.000682168,242,36784
1362560,467.712,230185350,34988173200,0.00068064,242,36784
1362688,467.799,230216326,34992881552,0.000680689,242,36784
1362816,467.887,230247302,34997589904,0.000680822,242,36784
1362944,467.975,230278278,35002298256,0.000679854,242,36784
1363072,468.062,230309254,35007006608,0.000680534,242,36784
1363200,468.15,230340230,35011714960,0.00067853,242,36784
1363328,468.237,230371206,35016423312,0.000681476,242,36784
1363456,468.325,230402182,35021131664,0.000681526,242,36784
1363584,468.412,230433158,35025840016,0.000679638,242,36784
1363712,468.5,230464134,35030548368,0.000679258,242,36784
1363840,468.587,230495110,35035256720,0.000683782,242,36784
1363968,468.675,230526086,35039965072,0.000680732,242,36784
1364096,468.762,230557062,35044673424,0.000679261,242,36784
1364224,468.85,230588038,35049381776,0.000678316,242,36784
1364352,468.937,230619014,35054090128,0.000680088,242,36784
1364480,469.025,230649990,35058798480,0.000681771,242,36784
1364608,469.113,230680966,35063506832,0.000684866,242,36784
1364736,469.2,230711942,35068215184,0.000679592,242,36784
1364864,469.288,230742918,35072923536,0.000681788,242,36784
1364992,469.376,230773894,35077631888,0.000682382,242,36784
1365120,469.464,230804870,35082340240,0.000681255,242,36784
1365248,469.551,230835846,35087048592,0.000682023,242,36784
1365376,469.639,230866822,35091756944,0.000681638,242,36784
1365504,469.727,230897798,35096465296,0.000683327,242,36784
1365632,469.814,230928774,35101173648,0.000682343,242,36784
1365760,469.902,230959750,35105882000,0.000681502,242,36784
1365888,469.99,230990726,35110590352,0.000681525,242,36784
1366016,470.078,231021702,35115298704,0.000682804,242,36784
1366144,470.165,231052678,35120007056,0.000684266,242,36784
1366272,470.253,231083654,35124715408,0.000681328,242,36784
1366400,470.34,231114630,35129423760,0.000681988,242,36784
1366528,470.428,231145606,35134132112,0.000684176,242,36784
1366656,470.516,231176582,35138840464,0.0006818,242,36784
1366784,470.603,231207558,35143548816,0.00068196,242,36784
1366912,470.691,231238534,35148257168,0.000681812,242,36784
1367040,470.778,231269510,35152965520,0.000682117,242,36784
1367168,470.866,231300486,35157673872,0.000683456,242,36784
1367296,470.954,231331462,35162382224,0.000682267,242,36784
1367424,471.042,231362438,35167090576,0.000683198,242,36784
1367552,471.129,231393414,35171798928,0.000683024,242,36784
1367680,471.217,231424390,35176507280,0.00068069,242,36784
1367808,471.305,231455366,35181215632,0.000680427,242,36784
1367936,471.392,231486342,35185923984,0.000686124,242,36784
1368064,471.48,231517318,35190632336,0.000681704,242,36784
1368192,471.568,231548294,35195340688,0.000681555,242,36784
1368320,471.655,231579270,35200049040,0.000680538,242,36784
1368448,471.743,231610246,35204757392,0.000680797,242,36784
1368576,471.831,231641222,35209465744,0.000682395,242,36784
1368704,471.918,231672198,35214174096,0.000683182,242,36784
1368832,472.006,231703174,35218882448,0.000681943,242,36784
1368960,472.094,231734150,35223590800,0.00068274,242,36784
1369088,472.181,231765126,35228299152,0.000681694,242,36784
1369216,472.269,231796102,35233007504,0.000681958,242,36784
1369344,472.357,231827078,35237715856,0.000683709,242,36784
1369472,472.445,231858054,35242424208,0.000681472,242,36784
1369600,472.532,231889030,35247132560,0.000681881,242,36784
1369728,472.62,231920006,35251840912,0.000682955,242,36784
1369856,472.707,231950982,35256549264,0.000682015,242,36784
1369984,472.795,231981958,35261257616,0.000680404,242,36784
1370112,472.883,232012934,35265965968,0.000684314,242,36784
1370240,472.971,232043910,35270674320,0.000682006,242,36784
1370368,473.058,232074886,35275382672,0.000682209,242,36784
1370496,473.146,232105862,35280091024,0.000684372,242,36784
1370624,473.234,232136838,35284799376,0.000678105,242,36784
1370752,473.321,232167814,35289507728,0.000679312,242,36784
1370880,473.409,232198790,35294216080,0.000683572,242,36784
1371008,473.496,232229766,35298924432,0.00068194,242,36784
1371136,473.584,232260742,35303632784,0.00068082,242,36784
1371264,473.672,232291718,35308341136,0.000685361,242,36784
1371392,473.759,232322694,35313049488,0.000681718,242,36784
1371520,473.847,232353670,35317757840,0.000679288,242,36784
1371648,473.935,232384646,35322466192,0.00068284,242,36784
1371776,474.022,232415622,35327174544,0.000679754,242,36784
1371904,474.11,232446598,35331882896,0.000681314,242,36784
1372032,474.198,232477574,35336591248,0.000680966,242,36784
1372160,474.285,232508550,35341299600,0.000682455,242,36784
1372288,474.373,232539526,35346007952,0.00068226,242,36784
1372416,474.46,232570502,35350716304,0.000681268,242,36784
1372544,474.548,232601478,35355424656,0.000680713,242,36784
1372672,474.635,232632454,35360133008,0.000680598,242,36784
1372800,474.723,232663430,35364841360,0.000677847,242,36784
1372928,474.81,232694406,35369549712,0.000680488,242,36784
1373056,474.898,232725382,35374258064,0.000680337,242,36784
1373184,474.985,232756358,35378966416,0.000682111,242,36784
1373312,475.073,232787334,35383674768,0.000681282,242,36784
1373440,475.16,232818310,35388383120,0.000679961,242,36784
1373568,475.248,232849286,35393091472,0.000680094,242,36784
1373696,475.335,232880262,35397799824,0.000682078,242,36784
1373824,475.423,232911238,35402508176,0.000682854,242,36784
1373952,475.511,232942214,35407216528,0.000680737,242,36784
1374080,475.598,232973190,35411924880,0.00068179,242,36784
1374208,475.686,233004166,35416633232,0.000680835,242,36784
1374336,475.773,233035142,35421341584,0.000680419,242,36784
1374464,475.86,233066118,35426049936,0.000679652,242,36784
1374592,475.948,233097094,35430758288,0.000681405,242,36784
1374720,476.035,233128070,35435466640,0.000681595,242,36784
1374848,476.123,233159046,35440174992,0.000678969,242,36784
1374976,476.21,233190022,35444883344,0.000678373,242,36784
1375104,476.298,233220998,35449591696,0.000683537,242,36784
1375232,476.385,233251974,35454300048,0.00068174,242,36784
1375360,476.473,233282950,35459008400,0.000681148,242,36784
1375488,476.56,233313926,35463716752,0.000681813,242,36784
1375616,476.648,233344902,35468425104,0.000679545,242,36784
1375744,476.735,233375878,35473133456,0.000679799,242,36784
1375872,476.823,233406854,35477841808,0.00068134,242,36784
1376000,476.911,233437830,35482550160,0.000680405,242,36784
1376128,476.998,233468806,35487258512,0.000683973,242,36784
1376256,477.086,233499782,35491966864,0.000682679,242,36784
1376384,477.173,233530758,35496675216,0.000680969,242,36784
1376512,477.261,233561734,35501383568,0.000681135,242,36784
1376640,477.348,233592710,35506091920,0.00068156,242,36784
1376768,477.436,233623686,35510800272,0.000679872,242,36784
1376896,477.523,233654662,35515508624,0.000679863,242,36784
1377024,477.611,233685638,35520216976,0.000679962,242,36784
1377152,477.699,233716614,35524925328,0.000684189,242,36784
1377280,477.786,233747590,35529633680,0.000682164,242,36784
1377408,477.874,233778566,35534342032,0.00068152,242,36784
1377536,477.961,233809542,35539050384,0.000681115,242,36784
1377664,478.049,233840518,35543758736,0.000682649,242,36784
1377792,478.136,233871494,35548467088,0.000683753,242,36784
1377920,478.224,233902470,35553175440,0.00068049,242,36784
1378048,478.312,233933446,35557883792,0.000683091,242,36784
1378176,478.399,233964422,35562592144,0.000682125,242,36784
1378304,478.487,233995398,35567300496,0.000680281,242,36784
1378432,478.574,234026374,35572008848,0.000682368,242,36784
1378560,478.662,234057350,35576717200,0.000684636,242,36784
1378688,478.75,234088326,35581425552,0.000682156,242,36784
1378816,478.837,234119302,35586133904,0.000681045,242,36784
1378944,478.925,234150278,35590842256,0.000682065,242,36784
1379072,479.013,234181254,35595550608,0.000681003,242,36784
1379200,479.1,234212230,35600258960,0.000681981,242,36784
1379328,479.188,234243206,35604967312,0.000681078,242,36784
1379456,479.275,234274182,35609675664,0.000681093,242,36784
1379584,479.363,234305158,35614384016,0.000680628,242,36784
1379712,479.45,234336134,35619092368,0.000682259,242,36784
1379840,479.538,234367110,35623800720,0.000681013,242,36784
1379968,479.625,234398086,35628509072,0.000681703,242,36784
1380096,479.713,234429062,35633217424,0.000679308,242,36784
1380224,479.8,234460038,35637925776,0.000681913,242,36784
1380352,479.888,234491014,35642634128,0.000680368,242,36784
1380480,479.976,234521990,35647342480,0.000682692,242,36784
1380608,480.063,234552966,35652050832,0.000681051,242,36784
1380736,480.151,234583942,35656759184,0.000680275,242,36784
1380864,480.238,234614918,35661467536,0.000683191,242,36784
1380992,480.326,234645894,35666175888,0.000679065,242,36784
1381120,480.413,234676870,35670884240,0.00068066,242,36784
1381248,480.501,234707846,35675592592,0.000681863,242,36784
1381376,480.589,234738822,35680300944,0.000679639,242,36784
1381504,480.676,234769798,35685009296,0.00068068,242,36784
1381632,480.764,234800774,35689717648,0.000680566,242,36784
1381760,480.851,234831750,35694426000,0.000681649,242,36784
1381888,480.939,234862726,35699134352,0.000683057,242,36784
1382016,481.026,234893702,35703842704,0.00068227,242,36784
1382144,481.114,234924678,35708551056,0.000681447,242,36784
1382272,481.201,234955654,35713259408,0.000682114,242,36784
1382400,481.289,234986630,35717967760,0.000680725,242,36784
1382528,481.376,235017606,35722676112,0.000682058,242,36784
1382656,481.464,235048582,35727384464,0.00068193,242,36784
1382784,481.551,235079558,35732092816,0.000679083,242,36784
1382912,481.639,235110534,35736801168,0.000679387,242,36784
1383040,481.726,235141510,35741509520,0.000681603,242,36784
1383168,481.814,235172486,35746217872,0.000680727,242,36784
1383296,481.901,235203462,35750926224,0.000676124,242,36784
1383424,481.988,235234438,35755634576,0.000677833,242,36784
1383552,482.076,235265414,35760342928,0.000684182,242,36784
1383680,482.163,235296390,35765051280,0.000683022,242,36784
1383808,482.25,235327366,35769759632,0.000678739,242,36784
1383936,482.338,235358342,35774467984,0.000678734,242,36784
1384064,482.425,235389318,35779176336,0.000680576,242,36784
1384192,482.513,235420294,35783884688,0.000681203,242,36784
1384320,482.6,235451270,35788593040,0.000680907,242,36784
1384448,482.688,235482246,35793301392,0.000679887,242,36784
1384576,482.775,235513222,35798009744,0.000679557,242,36784
1384704,482.863,235544198,35802718096,0.000681535,242,36784
1384832,482.95,235575174,35807426448,0.000681716,242,36784
1384960,483.038,235606150,35812134800,0.000682605,242,36784
1385088,483.126,235637126,35816843152,0.000684364,242,36784
1385216,483.213,235668102,35821551504,0.000682077,242,36784
1385344,483.301,235699078,35826259856,0.000680584,242,36784
1385472,483.388,235730054,35830968208,0.000679827,242,36784
1385600,483.476,235761030,35835676560,0.000678876,242,36784
1385728,483.563,235792006,35840384912,0.000679331,242,36784
1385856,483.651,235822982,35845093264,0.000680445,242,36784
1385984,483.738,235853958,35849801616,0.00067931,242,36784
1386112,483.825,235884934,35854509968,0.00068105,242,36784
1386240,483.913,235915910,35859218320,0.000680682,242,36784
1386368,484,235946886,35863926672,0.00068012,242,36784
1386496,484.088,235977862,35868635024,0.00067926,242,36784
1386624,484.175,236008838,35873343376,0.000680963,242,36784
1386752,484.262,236039814,35878051728,0.000680634,242,36784
1386880,484.35,236070790,35882760080,0.000678527,242,36784
1387008,484.437,236101766,35887468432,0.0006791,242,36784
1387136,484.524,236132742,35892176784,0.000680143,242,36784
1387264,484.612,236163718,35896885136,0.000678425,242,36784
1387392,484.699,236194694,35901593488,0.000680674,242,36784
1387520,484.786,236225670,35906301840,0.000682044,242,36784
1387648,484.874,236256646,35911010192,0.000678239,242,36784
1387776,484.961,236287622,35915718544,0.000680006,242,36784
1387904,485.048,236318598,35920426896,0.00068027,242,36784
1388032,485.136,236349574,35925135248,0.000679309,242,36784
1388160,485.223,236380550,35929843600,0.000677467,242,36784
1388288,485.31,236411526,35934551952,0.000680153,242,36784
1388416,485.397,236442502,35939260304,0.000681487,242,36784
1388544,485.485,236473478,35943968656,0.000681384,242,36784
1388672,485.572,236504454,35948677008,0.000679186,242,36784
1388800,485.66,236535430,35953385360,0.000681084,242,36784
1388928,485.747,236566406,35958093712,0.000681383,242,36784
1389056,485.834,236597382,35962802064,0.000683507,242,36784
1389184,485.922,236628358,35967510416,0.000679239,242,36784
1389312,486.009,236659334,35972218768,0.000681207,242,36784
1389440,486.097,236690310,35976927120,0.000683616,242,36784
1389568,486.184,236721286,35981635472,0.00068125,242,36784
1389696,486.272,236752262,35986343824,0.000682422,242,36784
1389824,486.359,236783238,35991052176,0.000679106,242,36784
1389952,486.447,236814214,35995760528,0.000682668,242,36784
1390080,486.534,236845190,36000468880,0.000680557,242,36784
1390208,486.621,236876166,36005177232,0.000681083,242,36784
1390336,486.709,236907142,36009885584,0.00068013,242,36784
1390464,486.796,236938118,36014593936,0.000680137,242,36784
1390592,486.884,236969094,36019302288,0.000679204,242,36784
1390720,486.971,237000070,36024010640,0.000683238,242,36784
1390848,487.058,237031046,36028718992,0.000680997,242,36784
1390976,487.146,237062022,36033427344,0.000678399,242,36784
1391104,487.233,237092998,36038135696,0.000678386,242,36784
1391232,487.32,237123974,36042844048,0.000682264,242,36784
1391360,487.408,237154950,36047552400,0.000681667,242,36784
1391488,487.496,237185926,36052260752,0.000682854,242,36784
1391616,487.583,237216902,36056969104,0.000681129,242,36784
1391744,487.671,237247878,36061677456,0.000677669,242,36784
1391872,487.758,237278854,36066385808,0.000680252,242,36784
1392000,487.845,237309830,36071094160,0.000681662,242,36784
1392128,487.933,237340806,36075802512,0.000679963,242,36784
1392256,488.02,237371782,36080510864,0.000682952,242,36784
1392384,488.108,237402758,36085219216,0.000679049,242,36784
1392512,488.195,237433734,36089927568,0.000679932,242,36784
1392640,488.283,237464710,36094635920,0.000677483,242,36784
1392768,488.37,237495686,36099344272,0.000678701,242,36784
1392896,488.458,237526662,36104052624,0.000679416,242,36784
1393024,488.545,237557638,36108760976,0.000682973,242,36784
1393152,488.633,237588614,36113469328,0.000680854,242,36784
1393280,488.72,237619590,36118177680,0.000679889,242,36784
1393408,488.808,237650566,36122886032,0.000682984,242,36784
1393536,488.896,237681542,36127594384,0.000683513,242,36784
1393664,488.983,237712518,36132302736,0.000680169,242,36784
1393792,489.071,237743494,36137011088,0.000682316,242,36784
