test,bs,n,alloc,init,init_accesses,init_bytes,insert,insert_accesses,insert_bytes,search,search_accesses,search_bytes,delete,delete_accesses,delete_bytes,disk,max_mem_level
soram,248,20,1.279e-05,2.54432,1,1107295200,5.73335e-05,2,21280,5.69475e-05,2,21280,5.3501e-05,2,21280,0,255
soram,4088,1,1.99675e-06,1.75648e-05,1,16416,1.62597e-05,2,16424,2.0213e-05,2,16424,1.84955e-05,2,16424,0,255
soram,4088,2,5.075e-07,4.469e-05,1,49248,3.07587e-05,2,32848,3.61795e-05,2,32848,3.65017e-05,2,32848,0,255
soram,4088,3,5.365e-07,0.000104143,1,114912,4.58497e-05,2,49272,5.2937e-05,2,49272,5.32747e-05,2,49272,0,255
soram,4088,4,6.0225e-07,0.000227789,1,246240,6.07618e-05,2,65696,6.7273e-05,2,65696,6.72083e-05,2,65696,0,255
soram,4088,5,5.4725e-07,0.000463242,1,508896,7.53933e-05,2,82120,8.1372e-05,2,82120,8.5151e-05,2,82120,0,255
soram,4088,6,6.845e-07,0.000941016,1,1034208,9.36357e-05,2,98544,0.00010378,2,98544,9.68782e-05,2,98544,0,255
soram,4088,7,6.935e-07,0.00193417,1,2084832,0.000112068,2,114968,0.000118349,2,114968,0.000110701,2,114968,0,255
soram,4088,8,7.555e-07,0.00388846,1,4186080,0.000123975,2,131392,0.000127158,2,131392,0.000132123,2,131392,0,255
soram,4088,9,7.23e-07,0.00780517,1,8388576,0.000142064,2,147816,0.000143115,2,147816,0.000149284,2,147816,0,255
soram,4088,10,7.5225e-07,0.0156426,1,16793568,0.000155392,2,164240,0.000159376,2,164240,0.000163653,2,164240,0,255
soram,4088,11,8.97175e-06,0.0417117,1,33603552,0.000183245,2,180664,0.000187402,2,180664,0.000180706,2,180664,0,255
soram,4088,12,8.1255e-06,0.0836626,1,67223520,0.000202116,2,197088,0.000203488,2,197088,0.000201131,2,197088,0,255
soram,4088,13,9.738e-06,0.167281,1,134463456,0.000217621,2,213512,0.000226399,2,213512,0.000220087,2,213512,0,255
soram,4088,14,1.0124e-05,0.333823,1,268943328,0.000233883,2,229936,0.000238434,2,229936,0.000239061,2,229936,0,255
soram,4088,15,1.1419e-05,0.666857,1,537903072,0.000251422,2,246360,0.000258277,2,246360,0.000252426,2,246360,0,255
soram,4088,16,1.4171e-05,1.33167,1,1075822560,0.000269856,2,262784,0.0002772,2,262784,0.000269003,2,262784,0,255
soram,4088,17,1.58593e-05,2.66171,1,2151661536,0.000283414,2,279208,0.000286595,2,279208,0.00028587,2,279208,0,255
soram,4088,18,1.6704e-05,5.32358,1,4303339488,0.000304898,2,295632,0.000308686,2,295632,0.000304696,2,295632,0,255
soram,4088,19,2.22593e-05,10.6572,1,8606695392,0.000319454,2,312056,0.000321586,2,312056,0.000319464,2,312056,0,255
soram,4088,20,2.47362e-05,21.3011,1,17213407200,0.0003346,2,328480,0.000339014,2,328480,0.000342056,2,328480,0,255
doram,32,1,3.0305e-06,0,0,0,1.8467e-05,8,1200,7.85475e-06,4,600,7.466e-06,4,600,0,255
doram,32,2,2.8725e-07,0,0,0,2.81147e-05,8,2000,1.58043e-05,4,1000,1.56942e-05,4,1000,0,255
doram,32,3,5.5675e-07,0,0,0,3.32113e-05,8,2800,1.65855e-05,4,1400,1.7929e-05,4,1400,0,255
doram,32,4,6.0525e-07,0,0,0,4.12585e-05,8,3600,2.16422e-05,4,1800,1.90332e-05,4,1800,0,255
doram,32,5,4.4125e-07,0,0,0,4.64905e-05,8,4400,2.5684e-05,4,2200,2.1238e-05,4,2200,0,255
doram,32,6,3.9575e-07,0,0,0,5.5e-05,8,5200,2.59435e-05,4,2600,2.45813e-05,4,2600,0,255
doram,32,7,3.955e-07,0,0,0,6.2871e-05,8,6000,2.97137e-05,4,3000,3.03282e-05,4,3000,0,255
doram,32,8,4e-07,0,0,0,7.5176e-05,8,6800,3.4043e-05,4,3400,3.21772e-05,4,3400,0,255
doram,32,9,1.53125e-06,0,0,0,8.40657e-05,8,7600,3.93243e-05,4,3800,3.61015e-05,4,3800,0,255
doram,32,10,1.447e-06,0,0,0,9.30275e-05,8,8400,4.46578e-05,4,4200,4.39188e-05,4,4200,0,255
doram,32,11,1.2425e-06,0,0,0,9.9946e-05,8,9200,5.04813e-05,4,4600,5.00443e-05,4,4600,0,255
doram,32,12,7.7675e-07,0,0,0,0.000111352,8,10000,5.19907e-05,4,5000,5.36285e-05,4,5000,0,255
doram,32,13,1.059e-06,0,0,0,0.00014051,8,10800,6.39245e-05,4,5400,7.47765e-05,4,5400,0,255
doram,32,14,1.2655e-06,0,0,0,0.000211737,8,11600,0.000103185,4,5800,0.000100611,4,5800,0,255
doram,32,15,9.415e-07,0,0,0,0.000180338,8,12400,8.22253e-05,4,6200,7.96182e-05,4,6200,0,255
doram,32,16,1.1455e-06,0,0,0,0.000159438,8,13200,7.651e-05,4,6600,7.64295e-05,4,6600,0,255
doram,32,17,1.48475e-06,0,0,0,0.000188346,8,14000,9.67665e-05,4,7000,8.32662e-05,4,7000,0,255
doram,32,18,3.03725e-06,0,0,0,0.000200678,8,14800,9.69857e-05,4,7400,9.05795e-05,4,7400,0,255
doram,32,19,4.17275e-06,0,0,0,0.000240794,8,15600,0.000116242,4,7800,0.000125362,4,7800,0,255
doram,32,20,7.9425e-06,0,0,0,0.000213185,8,16400,9.24653e-05,4,8200,9.20445e-05,4,8200,0,255
doram,152,1,4.88e-07,0,0,0,2.19085e-05,8,4080,1.14913e-05,4,2040,8.91375e-06,4,2040,0,255
doram,152,2,3.615e-07,0,0,0,2.75297e-05,8,6800,1.56165e-05,4,3400,1.47285e-05,4,3400,0,255
doram,152,3,3.4425e-07,0,0,0,3.54e-05,8,9520,2.07698e-05,4,4760,1.88082e-05,4,4760,0,255
doram,152,4,3.6775e-07,0,0,0,4.54375e-05,8,12240,2.48363e-05,4,6120,2.1683e-05,4,6120,0,255
doram,152,5,3.6125e-07,0,0,0,5.42732e-05,8,14960,2.6318e-05,4,7480,2.6461e-05,4,7480,0,255
doram,152,6,4.01e-07,0,0,0,6.61575e-05,8,17680,3.10758e-05,4,8840,3.21385e-05,4,8840,0,255
doram,152,7,3.9525e-07,0,0,0,7.20242e-05,8,20400,3.6911e-05,4,10200,3.54463e-05,4,10200,0,255
doram,152,8,3.92e-07,0,0,0,8.09487e-05,8,23120,3.84743e-05,4,11560,3.91285e-05,4,11560,0,255
doram,152,9,4.1525e-07,0,0,0,9.32835e-05,8,25840,4.32807e-05,4,12920,4.4383e-05,4,12920,0,255
doram,152,10,3.705e-07,0,0,0,9.9959e-05,8,28560,4.7062e-05,4,14280,4.99977e-05,4,14280,0,255
doram,152,11,4.29e-07,0,0,0,0.000113924,8,31280,5.86973e-05,4,15640,5.51445e-05,4,15640,0,255
doram,152,12,7.5375e-07,0,0,0,0.000153976,8,34000,8.19782e-05,4,17000,8.21087e-05,4,17000,0,255
doram,152,13,8.615e-07,0,0,0,0.000155127,8,36720,7.11945e-05,4,18360,7.49297e-05,4,18360,0,255
doram,152,14,1.19475e-06,0,0,0,0.000170145,8,39440,8.34155e-05,4,19720,8.179e-05,4,19720,0,255
doram,152,15,1.272e-06,0,0,0,0.000206689,8,42160,0.000106311,4,21080,0.000103409,4,21080,0,255
doram,152,16,2.9285e-06,0,0,0,0.000219245,8,44880,0.00010198,4,22440,0.000104744,4,22440,0,255
doram,152,17,2.97575e-06,0,0,0,0.000230155,8,47600,0.000106082,4,23800,0.00011176,4,23800,0,255
doram,152,18,4.17e-06,0,0,0,0.000223134,8,50320,0.000120674,4,25160,0.00011565,4,25160,0,255
doram,152,19,4.36525e-06,0,0,0,0.000251446,8,53040,0.000128236,4,26520,0.000117563,4,26520,0,255
doram,152,20,4.52625e-06,0,0,0,0.000279478,8,55760,0.000132775,4,27880,0.000136646,4,27880,0,255
doram,248,1,8.62e-07,0,0,0,2.42545e-05,8,6384,1.25115e-05,4,3192,1.16827e-05,4,3192,0,255
doram,248,2,4.1325e-07,0,0,0,3.10372e-05,8,10640,1.72445e-05,4,5320,1.70075e-05,4,5320,0,255
doram,248,3,5.475e-07,0,0,0,4.09198e-05,8,14896,2.35628e-05,4,7448,2.06682e-05,4,7448,0,255
doram,248,4,4.545e-07,0,0,0,5.09763e-05,8,19152,2.91197e-05,4,9576,2.52205e-05,4,9576,0,255
doram,248,5,4.4025e-07,0,0,0,6.48405e-05,8,23408,3.19677e-05,4,11704,2.9881e-05,4,11704,0,255
doram,248,6,5.0525e-07,0,0,0,7.1159e-05,8,27664,3.52413e-05,4,13832,3.52612e-05,4,13832,0,255
doram,248,7,5.21e-07,0,0,0,7.89485e-05,8,31920,4.1133e-05,4,15960,3.92082e-05,4,15960,0,255
doram,248,8,5.095e-07,0,0,0,8.92835e-05,8,36176,4.47982e-05,4,18088,4.60102e-05,4,18088,0,255
doram,248,9,6.6025e-07,0,0,0,9.8217e-05,8,40432,5.05915e-05,4,20216,4.94735e-05,4,20216,0,255
doram,248,10,5.325e-07,0,0,0,0.000112449,8,44688,5.6532e-05,4,22344,5.68025e-05,4,22344,0,255
doram,248,11,5.375e-07,0,0,0,0.000126546,8,48944,6.40703e-05,4,24472,6.2558e-05,4,24472,0,255
doram,248,12,8.035e-07,0,0,0,0.00015032,8,53200,8.36247e-05,4,26600,7.9823e-05,4,26600,0,255
doram,248,13,8.8575e-07,0,0,0,0.000189493,8,57456,9.18908e-05,4,28728,9.60317e-05,4,28728,0,255
doram,248,14,1.14275e-06,0,0,0,0.000188087,8,61712,9.16435e-05,4,30856,0.000115626,4,30856,0,255
doram,248,15,3.0785e-06,0,0,0,0.000221343,8,65968,0.000111772,4,32984,0.000116013,4,32984,0,255
doram,248,16,3.32675e-06,0,0,0,0.000223225,8,70224,0.000112055,4,35112,0.00010952,4,35112,0,255
doram,248,17,4.19625e-06,0,0,0,0.000248177,8,74480,0.000127548,4,37240,0.0001288,4,37240,0,255
doram,248,18,4.516e-06,0,0,0,0.000255258,8,78736,0.000118718,4,39368,0.000119374,4,39368,0,255
doram,248,19,4.487e-06,0,0,0,0.000266935,8,82992,0.000130059,4,41496,0.000130344,4,41496,0,255
doram,248,20,4.98825e-06,0,0,0,0.000291782,8,87248,0.000133825,4,43624,0.000141295,4,43624,0,255
doram,4088,1,2.05775e-06,0,0,0,0.000110449,8,98544,5.69332e-05,4,49272,5.4131e-05,4,49272,0,255
doram,4088,2,1.28825e-06,0,0,0,0.000171615,8,164240,8.65858e-05,4,82120,9.39405e-05,4,82120,0,255
doram,4088,3,1.30675e-06,0,0,0,0.000229908,8,229936,0.000125585,4,114968,0.000126207,4,114968,0,255
doram,4088,4,1.323e-06,0,0,0,0.000298082,8,295632,0.000152372,4,147816,0.000152938,4,147816,0,255
doram,4088,5,1.8215e-06,0,0,0,0.000354409,8,361328,0.000186867,4,180664,0.000190167,4,180664,0,255
doram,4088,6,2.39575e-06,0,0,0,0.000444082,8,427024,0.000220501,4,213512,0.000242401,4,213512,0,255
doram,4088,7,2.87375e-06,0,0,0,0.000496326,8,492720,0.000267043,4,246360,0.000266641,4,246360,0,255
doram,4088,8,2.60225e-06,0,0,0,0.000607328,8,558416,0.000298243,4,279208,0.000302576,4,279208,0,255
doram,4088,9,3.7055e-06,0,0,0,0.000708411,8,624112,0.000342413,4,312056,0.00034908,4,312056,0,255
doram,4088,10,7.2115e-06,0,0,0,0.000834132,8,689808,0.00041964,4,344904,0.000412349,4,344904,0,255
doram,4088,11,7.88225e-06,0,0,0,0.00093367,8,755504,0.00047244,4,377752,0.000455044,4,377752,0,255
doram,4088,12,9.4185e-06,0,0,0,0.000999456,8,821200,0.000496765,4,410600,0.000493183,4,410600,0,255
doram,4088,13,5.49e-06,0,0,0,0.00109034,8,886896,0.000534208,4,443448,0.000524914,4,443448,0,255
doram,4088,14,5.5395e-06,0,0,0,0.00120496,8,952592,0.000570283,4,476296,0.000583705,4,476296,0,255
doram,4088,15,5.6695e-06,0,0,0,0.0012607,8,1018288,0.000615643,4,509144,0.000613979,4,509144,0,255
doram,4088,16,8.41075e-06,0,0,0,0.00134492,8,1083984,0.000667129,4,541992,0.000653017,4,541992,0,255
doram,4088,17,6.08575e-06,0,0,0,0.00147236,8,1149680,0.000697034,4,574840,0.000703338,4,574840,0,255
doram,4088,18,6.01325e-06,0,0,0,0.0015247,8,1215376,0.000740473,4,607688,0.000746354,4,607688,0,255
doram,4088,19,6.13675e-06,0,0,0,0.00162985,8,1281072,0.000783988,4,640536,0.00078227,4,640536,0,255
sostack,32,1,1.6415e-06,0,0,0,5.25475e-06,2,200,3.51275e-06,2,200,2.27875e-06,2,200,0,255
sostack,32,2,1.29e-07,0,0,0,4.871e-06,2,400,4.98075e-06,2,400,4.30175e-06,2,400,0,255
sostack,32,3,6.485e-07,0,0,0,6.06925e-06,2,600,5.97125e-06,2,600,6.517e-06,2,600,0,255
sostack,32,4,3.4e-07,0,0,0,7.48575e-06,2,800,7.28125e-06,2,800,8.5995e-06,2,800,0,255
sostack,32,5,6.745e-07,0,0,0,9.042e-06,2,1000,9.26275e-06,2,1000,1.0598e-05,2,1000,0,255
sostack,32,6,6.7225e-07,0,0,0,1.06615e-05,2,1200,1.07133e-05,2,1200,1.28358e-05,2,1200,0,255
sostack,32,7,1.17225e-06,0,0,0,1.3153e-05,2,1400,1.26127e-05,2,1400,1.4967e-05,2,1400,0,255
sostack,32,8,1.01625e-06,0,0,0,1.35038e-05,2,1600,1.56442e-05,2,1600,1.689e-05,2,1600,0,255
sostack,32,9,8.88e-07,0,0,0,1.6481e-05,2,1800,1.68122e-05,2,1800,1.87788e-05,2,1800,0,255
sostack,32,10,1.414e-06,0,0,0,1.93397e-05,2,2000,1.74525e-05,2,2000,2.09955e-05,2,2000,0,255
sostack,32,11,1.15025e-06,0,0,0,2.12757e-05,2,2200,2.00865e-05,2,2200,2.31438e-05,2,2200,0,255
sostack,32,12,1.0295e-06,0,0,0,2.35465e-05,2,2400,2.29655e-05,2,2400,2.53707e-05,2,2400,0,255
sostack,32,13,1.0855e-06,0,0,0,2.5869e-05,2,2600,2.4418e-05,2,2600,2.73468e-05,2,2600,0,255
sostack,32,14,1.167e-06,0,0,0,2.81792e-05,2,2800,2.78405e-05,2,2800,2.95565e-05,2,2800,0,255
sostack,32,15,1.09825e-06,0,0,0,3.26928e-05,2,3000,3.11595e-05,2,3000,3.55943e-05,2,3000,0,255
sostack,32,16,1.2695e-06,0,0,0,3.49867e-05,2,3200,3.2352e-05,2,3200,3.36573e-05,2,3200,0,255
sostack,32,17,1.18775e-06,0,0,0,3.6389e-05,2,3400,3.56857e-05,2,3400,3.57072e-05,2,3400,0,255
sostack,32,18,2.1445e-06,0,0,0,4.24115e-05,2,3600,3.88377e-05,2,3600,3.79873e-05,2,3600,0,255
sostack,32,19,2.1545e-06,0,0,0,4.40898e-05,2,3800,4.18475e-05,2,3800,3.96902e-05,2,3800,0,255
sostack,32,20,2.1435e-06,0,0,0,4.89905e-05,2,4000,4.37905e-05,2,4000,4.18075e-05,2,4000,0,255
sostack,152,1,2.2875e-07,0,0,0,3.67025e-06,2,680,3.44025e-06,2,680,2.64075e-06,2,680,0,255
sostack,152,2,3.2725e-07,0,0,0,5.18775e-06,2,1360,5.134e-06,2,1360,5.18675e-06,2,1360,0,255
sostack,152,3,1.8975e-07,0,0,0,7.058e-06,2,2040,7.6875e-06,2,2040,7.66875e-06,2,2040,0,255
sostack,152,4,2.215e-07,0,0,0,9.027e-06,2,2720,8.994e-06,2,2720,1.02298e-05,2,2720,0,255
sostack,152,5,2.5325e-07,0,0,0,1.10255e-05,2,3400,1.1363e-05,2,3400,1.2843e-05,2,3400,0,255
sostack,152,6,2.235e-07,0,0,0,1.27983e-05,2,4080,1.28355e-05,2,4080,1.5345e-05,2,4080,0,255
sostack,152,7,2.22e-07,0,0,0,1.47488e-05,2,4760,1.5441e-05,2,4760,1.7857e-05,2,4760,0,255
sostack,152,8,2.465e-07,0,0,0,1.65462e-05,2,5440,1.7673e-05,2,5440,2.0428e-05,2,5440,0,255
sostack,152,9,5.815e-07,0,0,0,1.88627e-05,2,6120,1.90713e-05,2,6120,2.62317e-05,2,6120,0,255
sostack,152,10,4.585e-07,0,0,0,2.20033e-05,2,6800,2.16453e-05,2,6800,2.54087e-05,2,6800,0,255
sostack,152,11,4.465e-07,0,0,0,2.4189e-05,2,7480,2.2527e-05,2,7480,2.79453e-05,2,7480,0,255
sostack,152,12,4.9475e-07,0,0,0,2.66645e-05,2,8160,2.77953e-05,2,8160,3.04222e-05,2,8160,0,255
sostack,152,13,5.1375e-07,0,0,0,3.04547e-05,2,8840,3.09378e-05,2,8840,3.30907e-05,2,8840,0,255
sostack,152,14,5.585e-07,0,0,0,3.23735e-05,2,9520,3.20815e-05,2,9520,3.55193e-05,2,9520,0,255
sostack,152,15,5.78e-07,0,0,0,3.63922e-05,2,10200,3.82467e-05,2,10200,3.81667e-05,2,10200,0,255
sostack,152,16,2.406e-06,0,0,0,4.75672e-05,2,10880,4.44282e-05,2,10880,4.32625e-05,2,10880,0,255
sostack,152,17,2.041e-06,0,0,0,4.77993e-05,2,11560,4.67357e-05,2,11560,4.33165e-05,2,11560,0,255
sostack,152,18,2.11775e-06,0,0,0,5.1479e-05,2,12240,4.85428e-05,2,12240,4.60135e-05,2,12240,0,255
sostack,152,19,2.1495e-06,0,0,0,5.5044e-05,2,12920,5.32033e-05,2,12920,4.83895e-05,2,12920,0,255
sostack,152,20,2.0885e-06,0,0,0,5.64788e-05,2,13600,5.59965e-05,2,13600,5.0718e-05,2,13600,0,255
sostack,248,1,5.83e-07,0,0,0,3.9505e-06,2,1064,3.714e-06,2,1064,2.99025e-06,2,1064,0,255
sostack,248,2,2.2625e-07,0,0,0,5.74975e-06,2,2128,5.966e-06,2,2128,5.841e-06,2,2128,0,255
sostack,248,3,2.3175e-07,0,0,0,8.02125e-06,2,3192,9.278e-06,2,3192,8.73175e-06,2,3192,0,255
sostack,248,4,2.6325e-07,0,0,0,1.01902e-05,2,4256,1.11182e-05,2,4256,1.15368e-05,2,4256,0,255
sostack,248,5,2.4025e-07,0,0,0,1.23032e-05,2,5320,1.22977e-05,2,5320,1.44883e-05,2,5320,0,255
sostack,248,6,3.08e-07,0,0,0,1.44735e-05,2,6384,1.6046e-05,2,6384,1.73438e-05,2,6384,0,255
sostack,248,7,2.93e-07,0,0,0,1.6916e-05,2,7448,1.68862e-05,2,7448,2.28263e-05,2,7448,0,255
sostack,248,8,2.8075e-07,0,0,0,1.94257e-05,2,8512,1.92473e-05,2,8512,2.3129e-05,2,8512,0,255
sostack,248,9,3.07e-07,0,0,0,2.15168e-05,2,9576,2.18122e-05,2,9576,2.5992e-05,2,9576,0,255
sostack,248,10,2.8225e-07,0,0,0,2.4035e-05,2,10640,2.5278e-05,2,10640,2.87872e-05,2,10640,0,255
sostack,248,11,4.9825e-07,0,0,0,2.80532e-05,2,11704,2.79527e-05,2,11704,3.19223e-05,2,11704,0,255
sostack,248,12,5.1575e-07,0,0,0,3.12993e-05,2,12768,3.51382e-05,2,12768,3.47478e-05,2,12768,0,255
sostack,248,13,6.6125e-07,0,0,0,3.34443e-05,2,13832,3.5179e-05,2,13832,3.75145e-05,2,13832,0,255
sostack,248,14,7.7925e-07,0,0,0,3.9476e-05,2,14896,3.61512e-05,2,14896,4.05432e-05,2,14896,0,255
sostack,248,15,2.2955e-06,0,0,0,4.98525e-05,2,15960,4.79342e-05,2,15960,4.36582e-05,2,15960,0,255
sostack,248,16,2.048e-06,0,0,0,5.206e-05,2,17024,4.8352e-05,2,17024,4.66027e-05,2,17024,0,255
sostack,248,17,2.2275e-06,0,0,0,5.6243e-05,2,18088,5.37245e-05,2,18088,4.9381e-05,2,18088,0,255
sostack,248,18,2.10775e-06,0,0,0,5.77077e-05,2,19152,5.61943e-05,2,19152,5.24305e-05,2,19152,0,255
sostack,248,19,2.1395e-06,0,0,0,6.2172e-05,2,20216,6.35898e-05,2,20216,5.5208e-05,2,20216,0,255
sostack,248,20,2.378e-06,0,0,0,6.48233e-05,2,21280,6.28798e-05,2,21280,5.79797e-05,2,21280,0,255
sostack,4088,1,7.0275e-07,0,0,0,1.66582e-05,2,16424,1.8802e-05,2,16424,1.79005e-05,2,16424,0,255
sostack,4088,2,4.4675e-07,0,0,0,3.10875e-05,2,32848,3.49712e-05,2,32848,3.56745e-05,2,32848,0,255
sostack,4088,3,6.6375e-07,0,0,0,4.60147e-05,2,49272,4.99443e-05,2,49272,5.53403e-05,2,49272,0,255
sostack,4088,4,7.25e-07,0,0,0,6.1301e-05,2,65696,6.50762e-05,2,65696,7.16312e-05,2,65696,0,255
sostack,4088,5,1.43325e-06,0,0,0,7.68232e-05,2,82120,8.53977e-05,2,82120,8.95208e-05,2,82120,0,255
sostack,4088,6,1.60025e-06,0,0,0,9.3774e-05,2,98544,9.69148e-05,2,98544,0.000107392,2,98544,0,255
sostack,4088,7,2.036e-06,0,0,0,0.000109856,2,114968,0.00011567,2,114968,0.000128049,2,114968,0,255
sostack,4088,8,2.967e-06,0,0,0,0.000132089,2,131392,0.000137707,2,131392,0.000146478,2,131392,0,255
sostack,4088,9,3.23675e-06,0,0,0,0.000154165,2,147816,0.000154901,2,147816,0.000161291,2,147816,0,255
sostack,4088,10,3.0725e-06,0,0,0,0.000177805,2,164240,0.00018238,2,164240,0.000179131,2,164240,0,255
sostack,4088,11,2.86675e-06,0,0,0,0.00022595,2,180664,0.00021862,2,180664,0.000196662,2,180664,0,255
sostack,4088,12,2.1855e-06,0,0,0,0.000234119,2,197088,0.000233796,2,197088,0.000216816,2,197088,0,255
sostack,4088,13,2.22475e-06,0,0,0,0.000255587,2,213512,0.000253016,2,213512,0.000235486,2,213512,0,255
sostack,4088,14,2.4585e-06,0,0,0,0.000276911,2,229936,0.000274058,2,229936,0.000253336,2,229936,0,255
sostack,4088,15,2.2675e-06,0,0,0,0.000294402,2,246360,0.000295573,2,246360,0.00027011,2,246360,0,255
sostack,4088,16,2.4965e-06,0,0,0,0.000317064,2,262784,0.000311947,2,262784,0.000288933,2,262784,0,255
sostack,4088,17,2.647e-06,0,0,0,0.000335868,2,279208,0.000332318,2,279208,0.000306973,2,279208,0,255
sostack,4088,18,2.65175e-06,0,0,0,0.000354033,2,295632,0.000355598,2,295632,0.000322046,2,295632,0,255
sostack,4088,19,2.6615e-06,0,0,0,0.000375099,2,312056,0.000376873,2,312056,0.000340184,2,312056,0,255
sostack,4088,20,2.64675e-06,0,0,0,0.000401113,2,328480,0.000394928,2,328480,0.000357757,2,328480,0,255
pstack,32,1,5.975e-08,0,0,0,1.9065e-06,1,64,2.625e-08,1,64,7.9925e-07,1,64,0,255
pstack,32,2,4.525e-08,0,0,0,1.644e-06,1,64,2.575e-08,1,64,6.065e-07,1,64,0,255
pstack,32,3,3.325e-08,0,0,0,1.3735e-06,1,64,2.575e-08,1,64,5.875e-07,1,64,0,255
pstack,32,4,4e-08,0,0,0,1.68525e-06,1,64,2.65e-08,1,64,2.318e-06,1,64,0,255
pstack,32,5,4.175e-08,0,0,0,1.39875e-06,1,64,2.6e-08,1,64,5.6925e-07,1,64,0,255
pstack,32,6,4.575e-08,0,0,0,1.4215e-06,1,64,2.575e-08,1,64,5.78e-07,1,64,0,255
pstack,32,7,4.975e-08,0,0,0,1.78025e-06,1,64,2.575e-08,1,64,5.83e-07,1,64,0,255
pstack,32,8,7.8e-08,0,0,0,1.835e-06,1,64,2.55e-08,1,64,6.025e-07,1,64,0,255
pstack,32,9,7.75e-08,0,0,0,1.74875e-06,1,64,2.5e-08,1,64,5.78e-07,1,64,0,255
pstack,32,10,9.425e-08,0,0,0,2.7345e-06,1,64,2.575e-08,1,64,5.905e-07,1,64,0,255
pstack,32,11,1.6025e-07,0,0,0,3.911e-06,1,64,2.575e-08,1,64,6.2725e-07,1,64,0,255
pstack,32,12,3.515e-07,0,0,0,4.725e-06,1,64,2.575e-08,1,64,6.02e-07,1,64,0,255
pstack,32,13,8.21e-07,0,0,0,1.9342e-05,1,64,2.525e-08,1,64,7.79e-07,1,64,0,255
pstack,32,14,1.77175e-06,0,0,0,2.20715e-05,1,64,2.6e-08,1,64,6.2775e-07,1,64,0,255
pstack,32,15,3.717e-06,0,0,0,4.35027e-05,1,64,2.5e-08,1,64,6.4275e-07,1,64,0,255
pstack,32,16,7.6825e-06,0,0,0,8.52945e-05,1,64,2.575e-08,1,64,7.8925e-07,1,64,0,255
pstack,32,17,2.2807e-05,0,0,0,0.000204091,1,64,2.575e-08,1,64,1.41425e-06,1,64,0,255
pstack,32,18,6.17677e-05,0,0,0,0.000415085,1,64,2.575e-08,1,64,1.43225e-06,1,64,0,255
pstack,32,19,0.000131041,0,0,0,0.000857047,1,64,2.6e-08,1,64,1.792e-06,1,64,0,255
pstack,32,20,0.00025742,0,0,0,0.00212832,1,64,2.55e-08,1,64,2.119e-06,1,64,0,255
pstack,152,1,5.55e-08,0,0,0,1.85575e-06,1,176,2.575e-08,1,176,6.82e-07,1,176,0,255
pstack,152,2,3.5e-08,0,0,0,1.4745e-06,1,176,2.6e-08,1,176,5.885e-07,1,176,0,255
pstack,152,3,4.875e-08,0,0,0,1.4495e-06,1,176,2.575e-08,1,176,5.94e-07,1,176,0,255
pstack,152,4,5.175e-08,0,0,0,1.466e-06,1,176,2.6e-08,1,176,5.9e-07,1,176,0,255
pstack,152,5,4.1e-08,0,0,0,1.4845e-06,1,176,2.625e-08,1,176,5.9325e-07,1,176,0,255
pstack,152,6,4.225e-08,0,0,0,1.4485e-06,1,176,2.525e-08,1,176,5.8925e-07,1,176,0,255
pstack,152,7,5e-08,0,0,0,1.51125e-06,1,176,2.575e-08,1,176,6.16e-07,1,176,0,255
pstack,152,8,7.875e-08,0,0,0,1.57275e-06,1,176,2.525e-08,1,176,5.8825e-07,1,176,0,255
pstack,152,9,8e-08,0,0,0,1.571e-06,1,176,2.55e-08,1,176,2.1475e-06,1,176,0,255
pstack,152,10,9.925e-08,0,0,0,2.47875e-06,1,176,2.575e-08,1,176,6.21e-07,1,176,0,255
pstack,152,11,1.4075e-07,0,0,0,1.7545e-06,1,176,2.6e-08,1,176,5.9825e-07,1,176,0,255
pstack,152,12,3.475e-07,0,0,0,2.43675e-06,1,176,2.55e-08,1,176,6.1275e-07,1,176,0,255
pstack,152,13,8.025e-07,0,0,0,3.36475e-06,1,176,2.55e-08,1,176,6.31e-07,1,176,0,255
pstack,152,14,1.76825e-06,0,0,0,5.83625e-06,1,176,2.55e-08,1,176,6.35e-07,1,176,0,255
pstack,152,15,3.69325e-06,0,0,0,9.9745e-06,1,176,2.55e-08,1,176,6.365e-07,1,176,0,255
pstack,152,16,8.61725e-06,0,0,0,1.53697e-05,1,176,2.6e-08,1,176,6.4825e-07,1,176,0,255
pstack,152,17,2.15593e-05,0,0,0,5.43595e-05,1,176,2.55e-08,1,176,1.13975e-06,1,176,0,255
pstack,152,18,6.3052e-05,0,0,0,0.00012134,1,176,2.6e-08,1,176,1.1595e-06,1,176,0,255
pstack,152,19,0.000129116,0,0,0,0.000243377,1,176,2.55e-08,1,176,1.402e-06,1,176,0,255
pstack,152,20,0.000257617,0,0,0,0.000429057,1,176,2.575e-08,1,176,1.582e-06,1,176,0,255
pstack,248,1,6.05e-08,0,0,0,1.916e-06,1,272,2.575e-08,1,272,6.56e-07,1,272,0,255
pstack,248,2,3.775e-08,0,0,0,1.5515e-06,1,272,2.55e-08,1,272,6.1075e-07,1,272,0,255
pstack,248,3,4.375e-08,0,0,0,1.53075e-06,1,272,2.6e-08,1,272,6.0525e-07,1,272,0,255
pstack,248,4,4.625e-08,0,0,0,1.5495e-06,1,272,2.6e-08,1,272,6.0225e-07,1,272,0,255
